left_component_id,right_component_id,left_strategy,right_strategy,correlation
FACTORY-d2621bbbf56dff40,FACTORY-3649fae5bc1b7b74,Factory Momentum 20d 375bps,Factory Momentum 45d 100bps,0.76615586
FACTORY-3649fae5bc1b7b74,FACTORY-2886d4ef6f931734,Factory Momentum 45d 100bps,Factory Momentum 180d 500bps,0.76491976
FACTORY-4365a19489b27c36,FACTORY-e608af4f07ff28c5,Factory Momentum 20d 500bps,Factory Momentum 45d 375bps,0.76478117
FACTORY-3649fae5bc1b7b74,FACTORY-07d58dc6d8516cd2,Factory Momentum 45d 100bps,Factory Momentum 90d 500bps,0.76414257
FACTORY-58ad0155348a2440,FACTORY-de5ef61019341a9d,Factory Dollar-Bar Microstructure 5d 100bps,Factory Dollar-Bar Microstructure 5d 500bps,0.76400023
FACTORY-eeb9cda10c3c0728,FACTORY-30088dc93bd4a178,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 45d 100bps,0.76220066
FACTORY-200d7c22024910b6,FACTORY-6ad3e5a321c70687,Factory Form 4 Cluster Buying 20d 375bps,Factory Form 4 Cluster Buying 45d 500bps,0.76209912
FACTORY-e18fa0f3988ad341,FACTORY-3a4646fedbd66e5c,Factory Momentum 45d 500bps,Factory PDUFA Run-Up 90d 100bps,0.76203476
FACTORY-3649fae5bc1b7b74,FACTORY-3f1e95ca9e8549c1,Factory Momentum 45d 100bps,Factory Momentum 180d 375bps,0.76183695
FACTORY-e18fa0f3988ad341,FACTORY-9e5b3dc1b0a6b383,Factory Momentum 45d 500bps,Factory PDUFA Run-Up 90d 375bps,0.76182686
FACTORY-e608af4f07ff28c5,FACTORY-3a4646fedbd66e5c,Factory Momentum 45d 375bps,Factory PDUFA Run-Up 90d 100bps,0.76179952
FACTORY-e18fa0f3988ad341,FACTORY-cd77d4a8eb310124,Factory Momentum 45d 500bps,Factory PDUFA Run-Up 90d 500bps,0.76163963
FACTORY-91da581313704e54,FACTORY-5ef159f89339a4f8,Factory Regime Filter 45d 100bps,Factory Regime Filter 90d 500bps,0.76158221
FACTORY-e608af4f07ff28c5,FACTORY-9e5b3dc1b0a6b383,Factory Momentum 45d 375bps,Factory PDUFA Run-Up 90d 375bps,0.76138998
FACTORY-e608af4f07ff28c5,FACTORY-cd77d4a8eb310124,Factory Momentum 45d 375bps,Factory PDUFA Run-Up 90d 500bps,0.76111018
FACTORY-200d7c22024910b6,FACTORY-51163fa9f51e78ce,Factory Form 4 Cluster Buying 20d 375bps,Factory Form 4 Cluster Buying 45d 375bps,0.76061081
FACTORY-31b323dbb27dccd2,FACTORY-6ad3e5a321c70687,Factory Form 4 Cluster Buying 20d 500bps,Factory Form 4 Cluster Buying 45d 500bps,0.75974096
FACTORY-3649fae5bc1b7b74,FACTORY-8f8cac315a45ff9e,Factory Momentum 45d 100bps,Factory Momentum 90d 375bps,0.75962084
FACTORY-eeb9cda10c3c0728,FACTORY-51163fa9f51e78ce,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 45d 375bps,0.75803904
FACTORY-dc349166892cc7df,FACTORY-8c83bf25f1c86fc7,Factory PEAD 20d 500bps,Factory PEAD 45d 500bps,0.7579159
FACTORY-3649fae5bc1b7b74,FACTORY-3a4646fedbd66e5c,Factory Momentum 45d 100bps,Factory PDUFA Run-Up 90d 100bps,0.75765189
FACTORY-1ccb2e9a10bbb66a,FACTORY-f4bc4ad10d286feb,Factory Custom Rule Builder 20d 100bps,Factory PDUFA Run-Up 20d 500bps,0.7573303
FACTORY-1ccb2e9a10bbb66a,FACTORY-7b72bd081c7f1f96,Factory Custom Rule Builder 20d 100bps,Factory PDUFA Run-Up 20d 375bps,0.7572943
FACTORY-32cddb18e173d6a5,FACTORY-fbbacd667432317c,Factory Momentum 5d 100bps,Factory Momentum 5d 500bps,0.75706891
FACTORY-3649fae5bc1b7b74,FACTORY-9e5b3dc1b0a6b383,Factory Momentum 45d 100bps,Factory PDUFA Run-Up 90d 375bps,0.75680821
FACTORY-91da581313704e54,FACTORY-1399577a8d1d5dca,Factory Regime Filter 45d 100bps,Factory Regime Filter 90d 375bps,0.75676527
FACTORY-3649fae5bc1b7b74,FACTORY-cd77d4a8eb310124,Factory Momentum 45d 100bps,Factory PDUFA Run-Up 90d 500bps,0.75632954
FACTORY-95688ad8c98521e1,FACTORY-d6e26b4dde83c8b0,Factory PEAD 20d 375bps,Factory PEAD 45d 100bps,0.75631499
FACTORY-609f9af8970bab77,FACTORY-1ccb2e9a10bbb66a,Factory PDUFA Run-Up 20d 100bps,Factory Custom Rule Builder 20d 100bps,0.75628489
FACTORY-31b323dbb27dccd2,FACTORY-51163fa9f51e78ce,Factory Form 4 Cluster Buying 20d 500bps,Factory Form 4 Cluster Buying 45d 375bps,0.75620897
FACTORY-eeb9cda10c3c0728,FACTORY-6ad3e5a321c70687,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 45d 500bps,0.75500809
FACTORY-200d7c22024910b6,FACTORY-30088dc93bd4a178,Factory Form 4 Cluster Buying 20d 375bps,Factory Form 4 Cluster Buying 45d 100bps,0.75484717
FACTORY-3649fae5bc1b7b74,FACTORY-e62a48e2d142923e,Factory Momentum 45d 100bps,Factory Momentum 180d 100bps,0.75462732
FACTORY-40d2b4dfba0a074d,FACTORY-e1db06c5156f7149,Factory Mean Reversion 5d 375bps,Factory Mean Reversion 5d 375bps,0.75319961
FACTORY-7b72bd081c7f1f96,FACTORY-e608af4f07ff28c5,Factory PDUFA Run-Up 20d 375bps,Factory Momentum 45d 375bps,0.75303942
FACTORY-f4bc4ad10d286feb,FACTORY-e608af4f07ff28c5,Factory PDUFA Run-Up 20d 500bps,Factory Momentum 45d 375bps,0.75283434
FACTORY-609f9af8970bab77,FACTORY-e608af4f07ff28c5,Factory PDUFA Run-Up 20d 100bps,Factory Momentum 45d 375bps,0.75255203
FACTORY-9b84bf90cdccb0ca,FACTORY-13d69783791ca4de,Factory Custom Rule Builder 5d 100bps,Factory Custom Rule Builder 5d 500bps,0.75253799
FACTORY-7b72bd081c7f1f96,FACTORY-e18fa0f3988ad341,Factory PDUFA Run-Up 20d 375bps,Factory Momentum 45d 500bps,0.75252104
FACTORY-f4bc4ad10d286feb,FACTORY-e18fa0f3988ad341,Factory PDUFA Run-Up 20d 500bps,Factory Momentum 45d 500bps,0.75251507
FACTORY-dc349166892cc7df,FACTORY-5ac7948ae3836df9,Factory PEAD 20d 500bps,Factory PEAD 45d 375bps,0.75212416
FACTORY-609f9af8970bab77,FACTORY-e18fa0f3988ad341,Factory PDUFA Run-Up 20d 100bps,Factory Momentum 45d 500bps,0.75160747
FACTORY-609f9af8970bab77,FACTORY-3649fae5bc1b7b74,Factory PDUFA Run-Up 20d 100bps,Factory Momentum 45d 100bps,0.75100018
FACTORY-7b72bd081c7f1f96,FACTORY-3649fae5bc1b7b74,Factory PDUFA Run-Up 20d 375bps,Factory Momentum 45d 100bps,0.75056352
FACTORY-3d1034410d11b1be,FACTORY-7d7fc107faf661dc,Factory Catalyst 45d 100bps,Factory Catalyst 90d 100bps,0.75047447
FACTORY-3d1034410d11b1be,FACTORY-58fde2142f9a24a0,Factory Catalyst 45d 100bps,Factory 9:30 AM ORB 90d 100bps,0.75047447
FACTORY-5138428531b2cbc4,FACTORY-7d7fc107faf661dc,Factory 9:30 AM ORB 45d 100bps,Factory Catalyst 90d 100bps,0.75047447
FACTORY-5138428531b2cbc4,FACTORY-58fde2142f9a24a0,Factory 9:30 AM ORB 45d 100bps,Factory 9:30 AM ORB 90d 100bps,0.75047447
FACTORY-3d1034410d11b1be,FACTORY-dbcae1b95fd38612,Factory Catalyst 45d 100bps,Factory Catalyst 90d 375bps,0.7503716
FACTORY-3d1034410d11b1be,FACTORY-1e6fb3ffd92f62a9,Factory Catalyst 45d 100bps,Factory 9:30 AM ORB 90d 375bps,0.7503716
FACTORY-5138428531b2cbc4,FACTORY-dbcae1b95fd38612,Factory 9:30 AM ORB 45d 100bps,Factory Catalyst 90d 375bps,0.7503716
FACTORY-5138428531b2cbc4,FACTORY-1e6fb3ffd92f62a9,Factory 9:30 AM ORB 45d 100bps,Factory 9:30 AM ORB 90d 375bps,0.7503716
