component_id,strategy_name,template,decision,sleeve,weight
FACTORY-76753375415f5dd7,Factory LowVol Tradability 5d 100bps,LowVol Tradability,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-58ad0155348a2440,Factory Dollar-Bar Microstructure 5d 100bps,Dollar-Bar Microstructure,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-5362cd2ae855e220,Factory Regime Filter 5d 100bps,Regime Filter,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-08078fc67cfbc038,Factory 13D Activist Follow-On 5d 100bps,13D Activist Follow-On,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-9b84bf90cdccb0ca,Factory Custom Rule Builder 5d 100bps,Custom Rule Builder,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-8dd755e2f8762126,Factory 9:30 AM ORB 5d 100bps,9:30 AM ORB,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-6e4f085c13e95091,Factory Momentum 5d 375bps,Momentum,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-e1db06c5156f7149,Factory Mean Reversion 5d 375bps,Mean Reversion,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-242ddc7a506aa7ba,Factory Catalyst 5d 375bps,Catalyst,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-d1893fa9808889ff,Factory PEAD 5d 375bps,PEAD,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-4c63f4888d4676d6,Factory Form 4 Cluster Buying 5d 375bps,Form 4 Cluster Buying,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-a8ba3464fded3edb,Factory LowVol Tradability 5d 375bps,LowVol Tradability,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-4f2398b6e0f737a6,Factory Dollar-Bar Microstructure 5d 375bps,Dollar-Bar Microstructure,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-6ee5b751639cff9d,Factory Regime Filter 5d 375bps,Regime Filter,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-eecffd9fc1c8db58,Factory 13D Activist Follow-On 5d 375bps,13D Activist Follow-On,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-f186683398e16f3a,Factory Custom Rule Builder 5d 375bps,Custom Rule Builder,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-832e69dd8d7cef92,Factory 9:30 AM ORB 5d 375bps,9:30 AM ORB,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-fbbacd667432317c,Factory Momentum 5d 500bps,Momentum,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-688a5013e817d0da,Factory Mean Reversion 5d 500bps,Mean Reversion,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-8af0d52dca5654af,Factory Catalyst 5d 500bps,Catalyst,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-f100658fbcbfd0d9,Factory PEAD 5d 500bps,PEAD,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-c44fa114a55b4e7e,Factory Form 4 Cluster Buying 5d 500bps,Form 4 Cluster Buying,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-da380bbc5f5e93d8,Factory LowVol Tradability 5d 500bps,LowVol Tradability,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-de5ef61019341a9d,Factory Dollar-Bar Microstructure 5d 500bps,Dollar-Bar Microstructure,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-29518f44dcd8afd3,Factory Regime Filter 5d 500bps,Regime Filter,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-70556db6df05f38a,Factory 13D Activist Follow-On 5d 500bps,13D Activist Follow-On,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-13d69783791ca4de,Factory Custom Rule Builder 5d 500bps,Custom Rule Builder,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-d3a7487f53385ea9,Factory 9:30 AM ORB 5d 500bps,9:30 AM ORB,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-171e0565d482ba59,Factory Momentum 20d 100bps,Momentum,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-8f5d4e1caeb5c929,Factory Mean Reversion 20d 100bps,Mean Reversion,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-48f166c1c0802b66,Factory Catalyst 20d 100bps,Catalyst,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-b0c7f10acd2e2fd1,Factory PEAD 20d 100bps,PEAD,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-0893167e5b3cd58e,Factory Form 4 Cluster Buying 20d 100bps,Form 4 Cluster Buying,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-0584cabbb54594ec,Factory LowVol Tradability 20d 100bps,LowVol Tradability,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-a7e09015bc37f943,Factory Dollar-Bar Microstructure 20d 100bps,Dollar-Bar Microstructure,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-d56c84f26c9de3df,Factory Regime Filter 20d 100bps,Regime Filter,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-198fb8b93bd75fa6,Factory 13D Activist Follow-On 20d 100bps,13D Activist Follow-On,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-856e9c303c706b2e,Factory Custom Rule Builder 20d 100bps,Custom Rule Builder,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-18898b7dda64c53e,Factory 9:30 AM ORB 20d 100bps,9:30 AM ORB,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-511e400b5c4a876b,Factory Momentum 20d 375bps,Momentum,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-115ab24aa842c356,Factory Mean Reversion 20d 375bps,Mean Reversion,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-0971e80d69e19c37,Factory Catalyst 20d 375bps,Catalyst,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-48339998c1f9883a,Factory PEAD 20d 375bps,PEAD,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-014d208df652e32d,Factory Form 4 Cluster Buying 20d 375bps,Form 4 Cluster Buying,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-d29d63f253ebe744,Factory LowVol Tradability 20d 375bps,LowVol Tradability,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-f5a25236baf342cd,Factory Dollar-Bar Microstructure 20d 375bps,Dollar-Bar Microstructure,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-98998cc2ab40632e,Factory Regime Filter 20d 375bps,Regime Filter,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-9984f12dca8c403a,Factory 13D Activist Follow-On 20d 375bps,13D Activist Follow-On,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-ecad2c3432587025,Factory Custom Rule Builder 20d 375bps,Custom Rule Builder,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-7913b08e73e03618,Factory 9:30 AM ORB 20d 375bps,9:30 AM ORB,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-24c6670e8a410cae,Factory Momentum 20d 500bps,Momentum,REJECTED_OUTLIER_DEPENDENCY,tactical,0.0020202
FACTORY-214e36d619e8364b,Factory Mean Reversion 20d 500bps,Mean Reversion,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-7b5e4a28452607cf,Factory Catalyst 20d 500bps,Catalyst,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
FACTORY-005e7108e32c5c35,Factory PEAD 20d 500bps,PEAD,REJECTED_OUTLIER_DEPENDENCY,core,0.00652174
FACTORY-9166cc2a2cf7438b,Factory Form 4 Cluster Buying 20d 500bps,Form 4 Cluster Buying,REJECTED_OUTLIER_DEPENDENCY,convex,0.00186916
