period,portfolio_return,cumulative_net_return,drawdown
2018-10-23,-0.00660245,0.71878002,-0.09511976
2018-10-24,-0.0049245,0.71385552,-0.10004425
2018-10-25,0.00048022,0.71433574,-0.09956403
2018-10-26,-8.279e-05,0.71425296,-0.09964682
2018-10-29,0.02828764,0.7425406,-0.07135917
2018-10-30,0.00013878,0.74267938,-0.0712204
2018-10-31,-0.01428216,0.72839722,-0.08550256
2018-11-01,-0.04273116,0.68566606,-0.12823372
2018-11-05,0.03039624,0.7160623,-0.09783748
2018-11-06,0.02841288,0.74447518,-0.0694246
2018-11-07,-0.00588552,0.73858966,-0.07531012
2018-11-08,-0.02001585,0.71857381,-0.09532596
2018-11-09,-0.04947976,0.66909405,-0.14480572
2018-11-12,-0.00112747,0.66796658,-0.14593319
2018-11-19,-0.02907696,0.63888962,-0.17501015
2018-11-20,-0.03474108,0.60414854,-0.20975123
2018-11-21,-0.00232555,0.60182299,-0.21207678
2018-11-23,-0.09806267,0.50376032,-0.31013946
2018-11-26,-0.00375072,0.5000096,-0.31389018
2018-11-27,-0.00939175,0.49061785,-0.32328193
2018-11-28,-0.01056334,0.48005451,-0.33384526
2018-11-29,-0.01157879,0.46847572,-0.34542405
2018-11-30,0.0172779,0.48575362,-0.32814615
2018-12-03,0.02228466,0.50803829,-0.30586149
2018-12-04,-0.0418221,0.46621619,-0.34768358
2018-12-06,-0.04019958,0.42601661,-0.38788316
2018-12-07,-0.06176232,0.36425429,-0.44964548
2018-12-10,-0.0157036,0.34855069,-0.46534908
2018-12-11,-0.01791357,0.33063712,-0.48326265
2018-12-13,-0.06629314,0.26434398,-0.54955579
2018-12-14,-0.03660593,0.22773805,-0.58616172
2018-12-17,-0.02455117,0.20318688,-0.61071289
2018-12-18,-0.00494555,0.19824133,-0.61565844
2018-12-19,-0.0273591,0.17088223,-0.64301754
2018-12-20,-0.10983885,0.06104338,-0.75285639
2018-12-21,-0.11274312,-0.05169974,-0.86559951
2018-12-24,-0.03266562,-0.08436536,-0.89826513
2018-12-26,-0.0340863,-0.11845166,-0.93235143
2018-12-27,-0.01451988,-0.13297154,-0.94687132
2019-01-02,-0.01733196,-0.1503035,-0.96420328
2019-01-03,-0.02841923,-0.17872274,-0.99262251
2019-01-04,-0.0347711,-0.21349383,-1.0273936
2019-01-07,-0.03449541,-0.24798924,-1.06188902
2019-01-08,-0.05096283,-0.29895207,-1.11285185
2019-01-09,-0.01172537,-0.31067745,-1.12457722
2019-01-10,-0.04903585,-0.35971329,-1.17361307
2019-01-11,-0.02420603,-0.38391933,-1.1978191
2019-01-14,-0.03472439,-0.41864372,-1.23254349
2019-01-15,-0.0039431,-0.42258682,-1.23648659
2019-01-16,-0.0127041,-0.43529091,-1.24919069
2019-01-17,0.00731619,-0.42797472,-1.2418745
2019-01-18,-0.01143235,-0.43940708,-1.25330685
2019-01-22,-0.01492181,-0.45432889,-1.26822866
2019-01-23,0.01410697,-0.44022192,-1.25412169
2019-01-24,0.04360507,-0.39661685,-1.21051662
2019-01-25,0.07097835,-0.32563849,-1.13953827
2019-01-28,-0.00393511,-0.3295736,-1.14347337
2019-01-29,-0.00526023,-0.33483383,-1.1487336
2019-01-30,-0.0036491,-0.33848292,-1.1523827
2019-01-31,-0.02212978,-0.3606127,-1.17451248
2019-02-01,-0.02090448,-0.38151718,-1.19541695
2019-02-04,-0.00206996,-0.38358714,-1.19748691
2019-02-05,0.01991681,-0.36367033,-1.1775701
2019-02-08,-0.01792541,-0.38159575,-1.19549552
2019-02-11,-0.00324998,-0.38484573,-1.1987455
2019-02-13,-0.01487639,-0.39972212,-1.21362189
2019-02-15,0.00752034,-0.39220178,-1.20610155
2019-02-19,0.05454096,-0.33766082,-1.15156059
2019-02-20,0.03762107,-0.30003975,-1.11393952
2019-02-21,0.01857804,-0.28146171,-1.09536149
2019-02-22,-0.04685587,-0.32831758,-1.14221735
2019-02-25,-0.00916032,-0.3374779,-1.15137767
2019-02-26,-0.00244861,-0.33992651,-1.15382629
2019-02-27,0.00253862,-0.3373879,-1.15128767
2019-02-28,0.03534312,-0.30204478,-1.11594455
2019-03-01,0.00648833,-0.29555645,-1.10945622
2019-03-04,0.00245837,-0.29309808,-1.10699785
2019-03-05,-0.00089355,-0.29399163,-1.1078914
2019-03-06,-0.01435346,-0.30834509,-1.12224486
2019-03-07,-0.03567926,-0.34402434,-1.15792412
2019-03-08,-0.02082555,-0.3648499,-1.17874967
2019-03-11,0.01463076,-0.35021914,-1.16411891
2019-03-12,0.03058292,-0.31963622,-1.13353599
2019-03-13,-0.01324831,-0.33288453,-1.1467843
2019-03-14,0.00426528,-0.32861925,-1.14251902
2019-03-15,0.0061098,-0.32250945,-1.13640922
2019-03-18,-0.02034473,-0.34285417,-1.15675394
2019-03-19,-0.01679508,-0.35964925,-1.17354902
2019-03-21,-0.00082044,-0.36046969,-1.17436946
2019-03-25,0.01255104,-0.34791865,-1.16181842
2019-03-26,0.04759146,-0.30032719,-1.11422696
2019-03-27,-0.0041736,-0.30450079,-1.11840056
2019-04-01,0.00360218,-0.30089861,-1.11479838
2019-04-02,0.05681223,-0.24408639,-1.05798616
2019-04-03,0.05038902,-0.19369737,-1.00759714
2019-04-04,0.00917346,-0.18452391,-0.99842368
2019-04-05,0.00686184,-0.17766207,-0.99156184
2019-04-08,0.00803004,-0.16963203,-0.9835318
2019-04-09,0.00828396,-0.16134807,-0.97524784
2019-04-10,0.00792222,-0.15342585,-0.96732562
2019-04-11,0.0269529,-0.12647295,-0.94037272
2019-04-15,0.14279866,0.01632571,-0.79757406
2019-04-16,0.00922891,0.02555463,-0.78834515
2019-04-17,0.02263914,0.04819376,-0.76570601
2019-04-18,0.03193968,0.08013344,-0.73376633
2019-04-22,-0.00046591,0.07966754,-0.73423224
2019-04-29,0.02976816,0.1094357,-0.70446408
2019-05-01,0.00613445,0.11557014,-0.69832963
2019-05-02,0.11333958,0.22890972,-0.58499005
2019-05-03,0.183456,0.41236573,-0.40153405
2019-05-06,0.15716844,0.56953417,-0.2443656
2019-05-07,0.11639132,0.68592549,-0.12797429
2019-05-08,0.01034326,0.69626874,-0.11763103
2019-05-09,0.04319856,0.7394673,-0.07443247
2019-05-14,0.00427401,0.74374131,-0.07015846
2019-05-15,0.05044116,0.79418247,-0.0197173
2019-05-24,-0.00133091,0.79285157,-0.02104821
2019-05-30,-0.04732208,0.74552949,-0.06837028
2019-05-31,-0.04123753,0.70429196,-0.10960782
2019-06-04,0.00036795,0.70465991,-0.10923986
2019-06-05,0.00172222,0.70638213,-0.10751764
2019-06-06,-0.00061748,0.70576466,-0.10813511
2019-06-07,0.04135554,0.7471202,-0.06677957
2019-06-10,0.05690783,0.80402803,-0.00987174
2019-06-11,0.00184646,0.80587449,-0.00802528
2019-06-12,0.00076296,0.80663745,-0.00726232
2019-06-13,0.00446919,0.81110664,-0.00279313
2019-06-14,0.00088408,0.81199073,-0.00190905
2019-06-17,0.00643935,0.81843008,0.0
2019-06-19,0.006312,0.82474208,0.0
2019-06-25,-0.00857382,0.81616826,-0.00857382
2019-06-26,-0.00799163,0.80817663,-0.01656545
2019-07-02,0.04393883,0.85211546,0.0
2019-07-09,0.00201402,0.85412948,0.0
2019-07-10,-0.003685,0.85044448,-0.003685
2019-07-11,-0.01283178,0.8376127,-0.01651678
2019-07-16,0.01073784,0.84835054,-0.00577894
2019-07-18,0.000366,0.84871654,-0.00541294
2019-07-25,0.00297614,0.85169268,-0.0024368
2019-07-26,0.01874047,0.87043315,0.0
2019-07-29,0.02975022,0.90018337,0.0
2019-07-30,0.01350579,0.91368916,0.0
2019-07-31,0.00016489,0.91385405,0.0
2019-08-01,-0.00389824,0.90995582,-0.00389824
2019-08-08,-0.00347609,0.90647972,-0.00737433
2019-08-09,-0.00021655,0.90626317,-0.00759088
2019-08-12,0.00562681,0.91188998,-0.00196408
2019-08-13,-0.00237772,0.90951225,-0.0043418
2019-08-14,-0.00032018,0.90919207,-0.00466198
2019-08-15,-0.00049181,0.90870026,-0.0051538
2019-08-23,-0.01661948,0.89208078,-0.02177328
2019-08-26,-0.01577444,0.87630634,-0.03754772
2019-08-28,-0.00175102,0.87455532,-0.03929873
2019-08-29,-0.00395464,0.87060068,-0.04325338
2019-08-30,0.00038976,0.87099044,-0.04286362
2019-09-03,-0.0078083,0.86318214,-0.05067191
2019-09-04,0.00962369,0.87280583,-0.04104822
2019-09-06,-0.00330644,0.86949938,-0.04435467
2019-09-09,-0.00560282,0.86389656,-0.04995749
2019-09-10,0.00891744,0.872814,-0.04104005
2019-09-11,-0.00248844,0.87032556,-0.04352849
2019-09-12,-0.00390468,0.86642088,-0.04743317
2019-09-13,0.00012411,0.86654499,-0.04730907
2019-09-17,0.00099774,0.86754273,-0.04631133
2019-09-18,4.553e-05,0.86758826,-0.0462658
2019-09-19,0.01265629,0.88024455,-0.03360951
2019-09-20,0.00030996,0.88055451,-0.03329955
2019-09-24,0.0029064,0.88346091,-0.03039315
2019-09-25,-0.0047931,0.87866781,-0.03518625
2019-09-26,0.00408504,0.88275285,-0.03110121
2019-09-30,0.01218888,0.89494173,-0.01891233
2019-10-03,-0.02887676,0.86606496,-0.04778909
2019-10-09,0.01529688,0.88136184,-0.03249221
2019-10-14,-0.00543246,0.87592938,-0.03792467
2019-10-16,0.00104332,0.87697271,-0.03688135
2019-10-17,0.00242679,0.87939949,-0.03445456
2019-10-18,0.006999,0.88639849,-0.02745556
2019-10-23,-0.00390786,0.88249063,-0.03136342
2019-10-24,0.00109827,0.8835889,-0.03026515
2019-10-25,-0.00227623,0.88131267,-0.03254138
2019-10-29,0.00129578,0.88260845,-0.0312456
2019-11-06,0.00266246,0.88527091,-0.02858314
2019-11-07,0.00271047,0.88798138,-0.02587267
2019-11-08,-0.00151255,0.88646883,-0.02738522
2019-11-11,0.00148019,0.88794902,-0.02590504
2019-11-22,0.0007214,0.88867042,-0.02518364
2019-11-25,-0.00029387,0.88837654,-0.02547751
2019-12-02,0.0311689,0.91954545,0.0
2019-12-03,0.02384426,0.9433897,0.0
2019-12-06,0.03219957,0.97558928,0.0
2019-12-09,0.01522506,0.99081434,0.0
2019-12-11,0.06060586,1.0514202,0.0
2019-12-12,0.00311466,1.05453486,0.0
2019-12-16,0.01496581,1.06950067,0.0
2019-12-19,0.01740006,1.08690073,0.0
2019-12-20,0.0012266,1.08812733,0.0
2019-12-24,0.03358294,1.12171027,0.0
2019-12-26,0.02642789,1.14813816,0.0
2020-01-02,0.0259311,1.17406926,0.0
2020-01-14,0.0195459,1.19361516,0.0
2020-01-28,-0.00068594,1.19292922,-0.00068594
2020-02-04,0.1999452,1.39287442,0.0
2020-02-10,-0.00027064,1.39260378,-0.00027064
2020-02-11,-0.00047285,1.39213093,-0.00074348
2020-02-12,0.01412117,1.4062521,0.0
2020-02-13,0.01020311,1.41645521,0.0
2020-02-25,0.01803608,1.43449129,0.0
2020-03-02,0.00127533,1.43576662,0.0
2020-03-03,-0.0144361,1.42133052,-0.0144361
2020-03-04,-0.01249468,1.40883584,-0.02693078
2020-03-05,0.08914404,1.49797988,0.0
2020-03-06,0.07562531,1.57360519,0.0
2020-03-09,-0.03959607,1.53400912,-0.03959607
2020-03-10,-0.00852358,1.52548554,-0.04811965
2020-03-11,-0.0109069,1.51457864,-0.05902655
2020-03-12,-0.01463937,1.49993927,-0.07366592
2020-03-13,-0.00404282,1.49589645,-0.07770874
2020-03-16,-0.01904212,1.47685432,-0.09675087
2020-03-17,-0.02168521,1.45516912,-0.11843607
2020-03-18,-0.02220685,1.43296226,-0.14064293
2020-03-19,-0.03049827,1.40246399,-0.1711412
2020-03-20,-0.04172415,1.36073984,-0.21286535
2020-03-23,-0.0988459,1.26189394,-0.31171125
2020-03-24,-0.22394787,1.03794607,-0.53565912
2020-03-25,-0.25070339,0.78724268,-0.78636251
2020-03-26,-0.02537724,0.76186544,-0.81173975
2020-03-27,-0.15700028,0.60486516,-0.96874002
2020-03-30,-0.10324124,0.50162393,-1.07198126
2020-03-31,-0.00770914,0.49391478,-1.0796904
2020-04-01,-0.00629686,0.48761792,-1.08598727
2020-04-02,-0.02947513,0.45814279,-1.1154624
2020-04-03,-0.00269917,0.45544363,-1.11816156
2020-04-06,-0.05148384,0.40395979,-1.1696454
2020-04-07,-0.04128298,0.36267681,-1.21092838
2020-04-08,-0.01561784,0.34705897,-1.22654622
2020-04-09,-0.00042358,0.34663539,-1.2269698
2020-04-13,0.16678648,0.51342187,-1.06018332
2020-04-14,0.03336017,0.54678203,-1.02682316
2020-04-15,0.17404199,0.72082402,-0.85278117
2020-04-16,0.20395897,0.92478299,-0.6488222
2020-04-17,0.13608882,1.06087181,-0.51273338
2020-04-20,-0.00641596,1.05445585,-0.51914934
2020-04-21,-0.0146048,1.03985105,-0.53375414
2020-04-22,0.10354938,1.14340043,-0.43020476
2020-04-23,0.02461482,1.16801525,-0.40558994
2020-04-24,-0.00345984,1.16455541,-0.40904978
2020-04-27,0.06261133,1.22716674,-0.34643845
2020-05-01,0.07454981,1.30171655,-0.27188864
2020-05-04,0.14539296,1.44710951,-0.12649568
2020-05-05,0.00817439,1.4552839,-0.11832129
2020-05-06,0.03020805,1.48549195,-0.08811324
2020-05-07,0.1559217,1.64141365,0.0
2020-05-08,0.03529734,1.67671099,0.0
2020-05-11,0.10950384,1.78621483,0.0
2020-05-12,0.13460751,1.92082234,0.0
2020-05-13,0.05198952,1.97281185,0.0
2020-05-14,-0.00089491,1.97191694,-0.00089491
2020-05-15,0.03759527,2.00951221,0.0
2020-05-18,0.10462892,2.11414113,0.0
2020-05-19,0.00219942,2.11634055,0.0
2020-05-20,0.09715438,2.21349493,0.0
2020-05-21,0.06217109,2.27566602,0.0
2020-05-22,0.0054288,2.28109482,0.0
2020-05-26,0.00701273,2.28810755,0.0
2020-05-27,-0.00077384,2.28733371,-0.00077384
2020-05-28,0.07810753,2.36544124,0.0
2020-05-29,0.04859234,2.41403358,0.0
2020-06-01,0.00371504,2.41774862,0.0
2020-06-02,0.04260256,2.46035118,0.0
2020-06-03,0.01465764,2.47500882,0.0
2020-06-04,0.00616483,2.48117364,0.0
2020-06-05,0.0044516,2.48562525,0.0
2020-06-08,0.00539283,2.49101807,0.0
2020-06-09,0.04147595,2.53249402,0.0
2020-06-10,0.03873146,2.57122548,0.0
2020-06-11,0.01321781,2.58444329,0.0
2020-06-12,0.00392427,2.58836756,0.0
2020-06-15,0.00811283,2.59648039,0.0
2020-06-16,0.08117829,2.67765868,0.0
2020-06-17,0.00331861,2.68097729,0.0
2020-06-18,0.00373915,2.68471644,0.0
2020-06-19,0.002022,2.68673844,0.0
2020-06-22,4.167e-05,2.68678012,0.0
2020-06-23,0.00477948,2.6915596,0.0
2020-06-24,0.0179345,2.7094941,0.0
2020-06-25,-0.00145518,2.70803892,-0.00145518
2020-06-26,0.13672364,2.84476256,0.0
2020-06-29,0.00729006,2.85205261,0.0
2020-06-30,0.00336427,2.85541689,0.0
2020-07-01,0.07908317,2.93450006,0.0
2020-07-02,0.11695608,3.05145613,0.0
2020-07-06,-0.00267745,3.04877868,-0.00267745
2020-07-07,0.12341554,3.17219422,0.0
2020-07-08,0.35357643,3.52577066,0.0
2020-07-09,0.25719172,3.78296238,0.0
2020-07-10,0.22532413,4.00828651,0.0
2020-07-13,0.25641462,4.26470113,0.0
2020-07-14,0.24947041,4.51417155,0.0
2020-07-15,0.34019619,4.85436774,0.0
2020-07-16,0.45652698,5.31089472,0.0
2020-07-17,0.26093738,5.5718321,0.0
2020-07-20,0.18932082,5.76115292,0.0
2020-07-21,0.61699055,6.37814347,0.0
2020-07-22,0.2933117,6.67145517,0.0
2020-07-23,0.33981862,7.01127379,0.0
2020-07-24,0.49197036,7.50324415,0.0
2020-07-27,0.24671752,7.74996167,0.0
2020-07-28,0.20084836,7.95081003,0.0
2020-07-29,0.07470623,8.02551626,0.0
2020-07-30,0.18358284,8.2090991,0.0
2020-07-31,0.38013595,8.58923505,0.0
2020-08-03,0.06389974,8.65313479,0.0
2020-08-04,0.07392578,8.72706058,0.0
2020-08-05,0.05725985,8.78432042,0.0
2020-08-06,0.10920818,8.8935286,0.0
2020-08-07,0.01265899,8.90618759,0.0
2020-08-10,0.2042597,9.11044729,0.0
2020-08-11,0.14076384,9.25121112,0.0
2020-08-12,0.02958511,9.28079623,0.0
2020-08-13,0.21516548,9.49596171,0.0
2020-08-14,0.02987889,9.5258406,0.0
2020-08-17,0.00407235,9.52991295,0.0
2020-08-18,0.03634435,9.5662573,0.0
2020-08-19,0.12693743,9.69319473,0.0
2020-08-20,0.16677534,9.85997007,0.0
2020-08-21,0.096486,9.95645608,0.0
2020-08-24,0.1724288,10.12888487,0.0
2020-08-25,0.06802099,10.19690586,0.0
2020-08-26,0.06345668,10.26036254,0.0
2020-08-27,0.23657015,10.49693269,0.0
2020-08-28,0.10545334,10.60238603,0.0
2020-08-31,0.02992366,10.63230968,0.0
2020-09-01,0.04748461,10.6797943,0.0
2020-09-02,0.04401227,10.72380657,0.0
2020-09-03,0.06841872,10.79222529,0.0
2020-09-04,0.08934114,10.88156643,0.0
2020-09-08,0.05543684,10.93700326,0.0
2020-09-09,0.15408147,11.09108474,0.0
2020-09-10,0.05140732,11.14249205,0.0
2020-09-11,0.03064226,11.17313431,0.0
2020-09-14,0.0240427,11.19717702,0.0
2020-09-15,0.0136287,11.21080571,0.0
2020-09-16,0.05285895,11.26366467,0.0
2020-09-17,0.02655699,11.29022166,0.0
2020-09-18,0.02761046,11.31783212,0.0
2020-09-21,-9.277e-05,11.31773935,-9.277e-05
2020-09-22,-0.0099972,11.30774214,-0.01008998
2020-09-23,0.01867518,11.32641732,0.0
2020-09-24,-0.00366314,11.32275418,-0.00366314
2020-09-25,-0.01620746,11.30654673,-0.0198706
2020-09-28,0.01363876,11.32018548,-0.00623184
2020-09-29,0.0424147,11.36260019,0.0
2020-09-30,-0.01131693,11.35128325,-0.01131693
2020-10-01,-0.01025378,11.34102947,-0.02157071
2020-10-02,-0.04962503,11.29140444,-0.07119574
2020-10-05,-0.03418653,11.25721792,-0.10538227
2020-10-06,-0.09184206,11.16537586,-0.19722433
2020-10-07,0.01072513,11.17610099,-0.1864992
2020-10-08,0.01601167,11.19211266,-0.17048753
2020-10-09,0.00071833,11.19283099,-0.1697692
2020-10-12,0.00096359,11.19379458,-0.16880561
2020-10-13,0.00333117,11.19712575,-0.16547443
2020-10-14,0.00031195,11.19743771,-0.16516248
2020-10-15,0.00039133,11.19782903,-0.16477115
2020-10-16,0.06536459,11.26319363,-0.09940656
2020-10-19,0.02689912,11.29009275,-0.07250744
2020-10-20,0.02059675,11.31068949,-0.05191069
2020-10-21,0.00077886,11.31146835,-0.05113183
2020-10-22,0.01200208,11.32347044,-0.03912975
2020-10-26,0.00038496,11.3238554,-0.03874479
2020-10-27,0.00274662,11.32660202,-0.03599817
2020-10-28,-0.00676982,11.3198322,-0.04276799
2020-10-29,-0.02453866,11.29529354,-0.06730665
2020-10-30,-0.05499654,11.240297,-0.12230319
2020-11-02,-0.01462098,11.22567602,-0.13692417
2020-11-03,0.03173578,11.2574118,-0.10518839
2020-11-04,0.01514904,11.27256084,-0.09003935
2020-11-06,0.018307,11.29086784,-0.07173235
2020-11-09,0.00044336,11.2913112,-0.07128898
2020-11-10,0.04370043,11.33501163,-0.02758855
2020-11-11,0.01428412,11.34929576,-0.01330443
2020-11-12,0.00302604,11.35232179,-0.01027839
2020-11-13,0.02153941,11.3738612,0.0
2020-11-16,0.01621606,11.39007727,0.0
2020-11-17,0.01768846,11.40776572,0.0
2020-11-18,0.02124895,11.42901467,0.0
2020-11-19,0.01377699,11.44279166,0.0
2020-11-20,-0.00251642,11.44027524,-0.00251642
2020-11-23,0.00082831,11.44110355,-0.00168811
2020-11-24,-0.01787235,11.4232312,-0.01956046
2020-11-25,0.00130642,11.42453763,-0.01825403
2020-11-27,0.00391889,11.42845651,-0.01433515
2020-11-30,0.00979976,11.43825628,-0.00453538
2020-12-01,0.10242439,11.54068067,0.0
2020-12-02,0.02712858,11.56780925,0.0
2020-12-03,0.01499717,11.58280642,0.0
2020-12-04,0.01452223,11.59732864,0.0
2020-12-07,0.00112657,11.59845521,0.0
2020-12-08,0.0194226,11.61787781,0.0
2020-12-09,-0.00551633,11.61236148,-0.00551633
2020-12-10,0.00130178,11.61366326,-0.00421455
2020-12-11,0.00101768,11.61468095,-0.00319686
2020-12-14,0.00012126,11.61480221,-0.0030756
2020-12-15,0.00314127,11.61794348,0.0
2020-12-16,0.05346478,11.67140826,0.0
2020-12-17,0.02016423,11.69157249,0.0
2020-12-18,0.09592519,11.78749769,0.0
2020-12-21,0.00181318,11.78931086,0.0
2020-12-22,0.00227747,11.79158834,0.0
2020-12-23,0.06014731,11.85173564,0.0
2020-12-24,0.00195618,11.85369182,0.0
2020-12-28,0.00248177,11.85617359,0.0
2020-12-29,0.01463401,11.87080759,0.0
2020-12-30,0.00145201,11.8722596,0.0
2020-12-31,0.00334924,11.87560884,0.0
2021-01-04,-0.00195794,11.8736509,-0.00195794
2021-01-05,-0.01445185,11.85919905,-0.01640979
2021-01-06,0.00570665,11.8649057,-0.01070314
2021-01-07,0.01209556,11.87700125,0.0
2021-01-08,0.06961405,11.9466153,0.0
2021-01-11,0.00667272,11.95328802,0.0
2021-01-12,0.06186783,12.01515585,0.0
2021-01-13,0.06899211,12.08414796,0.0
2021-01-14,-0.00030052,12.08384744,-0.00030052
2021-01-15,0.1298634,12.21371084,0.0
2021-01-19,0.09019156,12.30390241,0.0
2021-01-20,0.00580271,12.30970511,0.0
2021-01-21,0.00195074,12.31165586,0.0
2021-01-22,0.00091656,12.31257242,0.0
2021-01-27,0.0010782,12.31365062,0.0
2021-01-28,0.01288042,12.32653103,0.0
2021-01-29,-0.00168414,12.32484689,-0.00168414
2021-02-01,0.00110148,12.32594837,-0.00058266
2021-02-02,0.07467852,12.40062689,0.0
2021-02-05,0.00032248,12.40094937,0.0
2021-02-09,0.02280437,12.42375374,0.0
2021-02-10,0.0243103,12.44806404,0.0
2021-02-11,0.0355854,12.48364944,0.0
2021-02-12,0.0403992,12.52404864,0.0
2021-02-19,0.00071798,12.52476662,0.0
2021-02-22,-0.00768315,12.51708347,-0.00768315
2021-02-23,-5.06e-05,12.51703287,-0.00773375
2021-02-24,0.02912616,12.54615903,0.0
2021-02-25,0.013761,12.55992003,0.0
2021-02-26,0.01713516,12.57705519,0.0
2021-03-01,0.01539,12.59244519,0.0
2021-03-02,0.0065934,12.59903859,0.0
2021-03-05,-0.00111004,12.59792855,-0.00111004
