period,aeb3c97678fffc03,bcfc1ff3b7cf8a4a,9c7fb1982851f609,f884aeb8a0a20815,a37a53c4e1fce137,dcfbeec9cf4c5190,ef3f1ebb21d03d5c,292441755c5ffdcc,7d30471f7325a2a8,f173207ae9bd5ccd,0dc08daefa67c12e,ee5692c4832db94b,91510d8163e121fc,2496e35863212c76,208d36ae3c31f890,8bf949936eddd596,e8cde4045a54b14a,64880f270f8f6861,913c67d63ee5a478,28a0d94ccf2a6c08,e0008aaebb2fda63,680166d42265ad55,816022f1cffa8310,f8e4773a916f0f75,fda6a92d0fdc1a1d,fad9ff0f91ecab15,2902e60324bd4c13,23ff266a203fea0d,bec60afef14416c2,a0cc249592a067f4,acc065823d9dcfb7,4087717bb62f6610,0b596d1ce6d258c0,bc79985845236f4a,6b50c641a4eaf53e,bfe638853ce4a153,409ca5c54a3efce7,eeb44b96bbac9604,dd95aab5d08306e1,6a116a4eef3afb73
2020-06-26,0.0,0.0,0.0,0.0,-0.09160399999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09160399999999935,0.32951199999999936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19940599999999975,0.11364799999999953,0.0,0.18695700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429809999999996,0.9429809999999996
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10733699999999935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02696200000000104,0.14845700000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,-0.029015000000000235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029015000000000235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1606119999999986,0.0,0.6583949999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,0.0,0.0,0.0,0.0,-0.04983999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04983999999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9509620000000005,0.0,0.06961900000000121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,0.0,0.0,0.0,0.0,-0.03172500000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03172500000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03218299999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,0.0,0.0,0.0,0.0,-0.06741099999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06741099999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8616390000000003,0.0,0.8647169999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,0.0,0.0,0.0,0.0,-0.07172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07172,0.0,0.0,0.0,-0.07172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267729999999997,1.834116999999999,0.0,0.4630890000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.6277489999999997,1.6277489999999997
2020-07-09,0.0,0.0,0.0,0.0,-0.06998199999999954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06998199999999954,0.06640600000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506900000000012,0.0,0.0,0.5506899999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.777837,1.777837
2020-07-10,0.0,0.0,0.0,0.0,-0.05442000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05442000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46673400000000065,0.0,0.0,0.0,0.0,0.0,0.0,1.8285340000000012,1.8285340000000012
2020-07-13,0.0,0.0,0.0,0.012256999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.20075500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012256999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30260900000000035,0.0,0.0,-0.04367099999999979,0.0,0.0,0.0,0.0,0.0,0.0,1.9591439999999984,1.9591439999999984
2020-07-14,0.0,0.0,0.0,0.111958,-0.0016449999999998965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016449999999998965,0.0,0.111958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044199999999996464,0.0,0.0,0.0,0.0,0.0,0.0,1.9667180000000002,1.9667180000000002
2020-07-15,0.0,0.0,0.0,0.0,-0.001799000000000106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001799000000000106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944819999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538079999999999,2.538079999999999
2020-07-16,0.0,0.0,0.0,0.0,-0.024980999999999476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024980999999999476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5354160000000014,0.0,1.3088690000000014,0.0,0.0,0.0,0.0,0.0,0.0,1.3737780000000015,1.3737780000000015
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3132149999999996,0.06545699999999854,0.0,0.7975429999999974,0.0,0.0,0.0,0.0,0.0,0.0,1.3828929999999993,1.3828929999999993
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13209700000000169,0.0,0.0,0.0,0.0,0.0,0.0,1.5607380000000006,1.5607380000000006
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.368609000000003,0.0,4.6207139999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.364884,1.364884
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408035999999999,1.8630470000000017,0.0,2.408035999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133196999999996,0.0,5.96874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.337008000000001,5.174526999999998,0.0,2.3370079999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.04436899999999966,0.04436899999999966
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.212222000000004,0.0,3.508972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28,0.0,0.0,0.0,0.01497599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.06853999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01497599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.402646999999998,0.2853709999999978,0.0,2.4026470000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29,0.0,0.0,0.0,0.007333000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007333000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793280000000024,0.0,0.9793280000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408679999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255170000000014,0.3255170000000014
2020-07-31,0.0,0.0,0.0,0.0,0.04934299999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04934299999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923415000000002,0.0,0.0,4.130870999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.16681799999999924,0.16681799999999924
2020-08-03,0.0,0.0,0.0,0.0,0.026666999999999774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026666999999999774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5272690000000004,0.5272690000000004
2020-08-04,0.0,0.0,0.0,0.0,0.09655600000000053,0.0,0.0,0.0,0.0,0.0,0.010906000000000082,0.0,0.0,0.0,-0.023244999999999738,0.0,0.0,0.0,0.09655600000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888719999999992,0.0,0.0,0.2136289999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.12650100000000108,0.12650100000000108
2020-08-05,0.0,0.0,0.0,0.0,0.03676799999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03676799999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4699559999999998,0.4699559999999998
2020-08-06,0.0,0.0,0.0,0.0,-0.03675999999999924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03675999999999924,0.19418899999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002469999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700579999999974,0.6700579999999974
2020-08-07,0.0,0.0,0.0,0.0,-0.05476600000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05476600000000076,0.23245999999999967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,0.0,0.0,0.0,0.0,-0.19782399999999978,0.0,0.0,0.0,0.0,0.0,-0.13162400000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19782399999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5077150000000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11,0.0,0.0,0.0,0.0,-0.21373599999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21373599999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9741599999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22786100000000076,0.22786100000000076
2020-08-12,0.0,0.0,0.0,0.0,-0.0554749999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0554749999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25741999999999976,0.25741999999999976
2020-08-13,0.0,0.0,0.0,0.0,-0.0009270000000007883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009270000000007883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8896230000000003,0.0,0.0,0.7713180000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.249528999999999,0.249528999999999
2020-08-14,0.0,0.0,0.0,0.0,0.05000400000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000400000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23918600000000012,0.23918600000000012
2020-08-17,0.0,0.0,0.0,0.0,0.17307499999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307499999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18,0.0,0.0,0.0,0.0,0.08474000000000004,0.0,0.0,0.0,0.0,0.0,-0.013823999999999947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08474000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.243351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.13670199999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13670199999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8358279999999993,0.0,1.1535540000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20,0.0,0.0,0.0,0.0,0.20717000000000052,0.0,0.0,0.0,0.0,0.0,0.28953700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20717000000000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435324999999999,0.0,0.3941119999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06448600000000226,0.06448600000000226
2020-08-21,0.0,0.0,0.0,0.0,0.3048479999999998,0.0,0.0,0.0,0.0,0.0,0.001742999999999828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3048479999999998,0.2920480000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.381253000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07050699999999921,0.07050699999999921
2020-08-24,0.0,0.0,0.0,0.691936,0.0,0.0,0.0,0.0,0.0,0.0,0.14711800000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18001299999999887,0.691936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32342200000000076,0.0,3.677358,0.32342200000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.07684000000000069,0.07684000000000069
2020-08-25,0.0,0.0,0.0,0.0,0.2641980000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641980000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07623099999999994,0.07623099999999994
2020-08-26,0.0,0.0,0.0,0.0,0.6305999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132615999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27,0.0,0.0,0.0,0.0,0.05132700000000057,0.0,0.0,0.0,0.0,0.0,0.05132700000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05132700000000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827390000000001,4.863641000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06579899999999839,0.06579899999999839
2020-08-28,0.0,0.0,0.0,0.0,0.043989999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043989999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610380000000035,0.0,6.014258000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.28730999999999973,0.0,0.0,0.0,0.0,0.0,0.31536299999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28730999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2062570000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04385000000000261,0.04385000000000261
2020-09-01,0.0,0.0,0.0,0.0,0.3185310000000001,0.0,0.0,0.0,0.0,0.0,-0.00044800000000000395,0.0,0.0,0.0,0.18171499999999963,0.0,0.0,0.0,0.3185310000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.800018999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04096499999999992,0.04096499999999992
2020-09-02,0.0,0.0,0.0,0.0,0.1591070000000001,0.0,0.0,0.0,0.0,0.0,0.010913000000000173,0.0,0.0,0.0,0.010913000000000395,0.0,0.0,0.0,0.1591070000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7373899999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06505999999999901,0.06505999999999901
2020-09-03,0.0,0.0,0.0,0.0,-0.034185000000000354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08247000000000027,0.0,0.0,0.0,-0.034185000000000354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.698697000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32036599999999993,0.32036599999999993
2020-09-04,0.0,0.0,0.0,0.0,-0.09224299999999985,0.0,0.0,0.0,0.0,0.0,0.015779999999999905,0.0,0.0,0.0,-0.10420399999999974,0.0,0.0,0.0,-0.09224299999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9364410000000021,0.0,2.392702,0.5340360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-08,0.0,0.0,0.0,0.0,-0.1572319999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1572319999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4977829999999983,0.0,2.487901000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-09,0.0,0.0,0.0,0.0,-0.06327300000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06327300000000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.712924000000001,1.9490989999999968,1.9411740000000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10,0.0,0.0,0.0,-0.02268500000000001,-0.022685000000000066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022685000000000066,0.0,-0.02268500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3209510000000009,3.009528000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,0.0,0.0,0.0,0.0,-0.18483599999999978,0.0,0.0,0.0,0.0,0.0,0.14864199999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18483599999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825620999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,0.0,0.0,0.0,0.0,-0.14510000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14510000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3338290000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,0.0,0.0,0.0,0.0,-0.12364700000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12364700000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.405732999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-16,0.0,0.0,0.0,0.0,-0.19150299999999998,0.0,0.0,0.0,0.0,0.0,0.11767400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19150299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6141369999999995,0.0,0.0,2.647546999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-17,0.0,0.0,0.0,0.0,-0.20776899999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20776899999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3687750000000003,0.0,0.0,0.8829450000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,0.0,0.0,0.0,0.0,-0.25260199999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25260199999999955,0.559234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,0.0,0.0,0.0,0.0,-0.22764200000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11928800000000006,0.0,0.0,0.0,-0.22764200000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111499999999808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,0.0,0.0,0.0,0.0,-0.273892,0.0,0.0,0.0,0.0,0.0,-0.15098900000000004,0.0,0.0,0.0,-0.15098900000000004,0.0,0.0,0.0,-0.273892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,0.0,0.0,0.0,0.0,-0.31752499999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19887900000000025,0.0,0.0,0.0,-0.31752499999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377876999999998,0.0,0.0,0.377876999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-24,0.0,0.0,0.0,0.0,-0.1830259999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1830259999999999,0.0,0.0,0.0,-0.1830259999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04661000000000115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,0.0,0.0,0.0,0.0,-0.5981750000000003,0.0,0.0,0.0,0.0,0.0,-0.21152799999999994,0.0,0.0,0.0,-0.3740969999999999,0.0,0.0,0.0,-0.5981750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21366400000000052,0.0,0.0,0.12493499999999358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,0.0,0.0,0.0,0.0,-0.5114159999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1303939999999999,0.0,0.0,0.0,-0.5114159999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6238440000000001,0.06675399999999598,0.0,1.068985000000005,0.06675399999999598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,0.0,0.0,0.0,0.0,-0.6063530000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135872,0.0,0.0,0.0,-0.6063530000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08137999999999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4776910000000001,0.4776910000000001
2020-09-30,0.0,0.0,0.0,0.0,-0.44939899999999966,0.0,0.0,0.0,0.0,0.0,-0.189087,0.0,0.0,0.0,-0.3416129999999997,0.0,0.0,0.0,-0.44939899999999966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675590000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,-0.3951229999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17960200000000004,0.0,0.0,0.0,-0.3951229999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09827700000000306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,0.0,0.0,0.0,-0.122155,-0.9658350000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1898780000000002,0.0,0.0,0.0,-0.9658350000000002,0.0,-0.122155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08441599999999738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09166800000000208,-0.09166800000000208
2020-10-05,0.0,0.0,0.0,-0.253671,0.0,0.0,0.0,0.0,0.0,0.0,-0.557829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.253671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238220000000041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333000000000482,0.011333000000000482
