period,bcfc1ff3b7cf8a4a,9c7fb1982851f609,dcfbeec9cf4c5190
2022-09-15,-0.309806,0.0,0.0
2022-09-16,-0.35337399999999874,0.0,0.0
2022-09-19,-0.40591100000000147,0.0,0.0
2022-09-20,-0.1873679999999993,0.0,0.0
2022-09-21,-0.3740900000000007,0.0,0.0
2022-09-22,-1.1708859999999994,0.0,0.0
2022-09-23,-0.4814709999999991,0.0,0.0
2022-09-26,-0.6584990000000008,0.0,0.0
2022-09-27,-0.9685100000000002,0.0,0.0
2022-09-28,0.0,-0.6875640000000001,0.0
2022-09-29,0.0,-0.5202200000000001,0.0
2022-09-30,0.0,-0.41138600000000025,0.0
2022-10-18,0.0,0.05445200000000039,0.0
2022-10-19,0.0,0.7387319999999997,0.0
2022-10-20,0.0,1.7984850000000003,0.0
2022-10-25,0.0,0.5426769999999994,0.0
2022-11-08,0.0,-0.09055599999999941,0.0
2022-11-09,0.0,-0.1488510000000005,0.0
2022-11-10,0.0,0.5289470000000005,0.0
2022-11-15,0.0,0.4055780000000002,0.0
2022-11-17,1.8318899999999996,0.0,0.0
2022-11-18,1.0085110000000004,0.0,1.008511
2022-11-21,0.8447370000000003,0.0,0.8447369999999998
2022-11-22,1.1488990000000001,0.0,1.0251450000000002
2022-11-23,1.1719659999999994,0.0,0.9556819999999999
2022-11-25,1.1713470000000008,0.0,0.95
2022-11-28,1.1375000000000002,-0.3053460000000001,1.1375
2022-11-29,1.3794909999999998,0.0,1.2323530000000003
2022-11-30,1.6068049999999996,0.0,1.606805
2022-12-01,1.1785710000000003,0.35478699999999996,1.1785709999999998
2022-12-02,1.371569,0.42498600000000053,1.371569
2022-12-05,1.020833,0.0,1.0208329999999997
2022-12-06,1.2022519999999999,0.0,1.2022520000000005
2022-12-07,1.4087159999999999,0.0,1.408716
2022-12-08,1.5101849999999999,0.0,1.5101849999999999
2022-12-09,2.086842,2.086841999999999,2.086841999999999
2022-12-12,1.5377840000000003,0.0,1.5706900000000008
2022-12-13,1.3209309999999999,0.0,1.3804349999999985
2022-12-14,1.088184,-0.16895399999999938,1.2286890000000028
2022-12-15,0.6602329999999998,-0.202318,0.8519609999999993
2022-12-16,0.7642769999999999,0.0,0.7655080000000005
2022-12-19,0.6009440000000001,0.0,0.6494539999999986
2022-12-20,0.756437,-0.11307700000000054,0.0
2022-12-21,1.604598000000001,0.0,0.0
2022-12-22,1.460939999999999,0.0,0.0
2022-12-23,1.2001359999999988,0.0,0.0
2022-12-27,0.8314100000000018,0.0,0.0
2022-12-28,1.235713999999998,0.0,1.2357140000000015
2022-12-29,1.3288660000000014,-0.14942399999999978,1.3288659999999979
2022-12-30,1.0101340000000008,0.0,1.0101340000000008
2023-01-03,0.9585469999999994,0.0,0.9585469999999994
2023-01-04,0.43976999999999933,0.0,1.0856279999999998
2023-01-05,1.0364350000000009,0.0,0.0
2023-01-06,0.7379999999999995,-0.037485999999999464,0.7379999999999995
2023-01-09,0.6291040000000017,0.06838799999999878,0.6291040000000017
2023-01-10,0.6950269999999996,0.0,0.6950269999999996
2023-01-11,0.5305369999999989,0.0,0.5305369999999989
2023-01-12,0.6981199999999994,0.0,0.6981199999999994
2023-01-13,0.6637750000000011,0.0,0.6637750000000011
2023-01-17,0.4967630000000014,0.0,0.4967630000000014
2023-01-18,0.583283999999999,0.0,0.0
2023-01-19,0.5332109999999979,0.0,0.0
2023-01-20,0.5979100000000024,0.14525100000000002,0.0
2023-01-23,0.4785119999999985,0.0,0.0
2023-01-24,0.27413800000000066,0.0,0.27413800000000066
2023-01-25,0.1844089999999987,0.0,0.1844089999999987
2023-01-26,0.20264399999999938,0.0,0.20264399999999938
2023-01-27,0.5043910000000018,0.6338650000000001,0.0
2023-01-30,0.3825000000000003,0.19300100000000064,0.3825000000000003
2023-01-31,0.2501080000000009,0.0,0.2501080000000009
2023-02-01,0.25270300000000034,0.0,0.0
2023-02-02,0.22127699999999706,0.9172130000000003,0.0
2023-02-03,0.11682499999999862,0.0,0.11682499999999862
2023-02-06,0.13767800000000108,0.0,0.0
2023-02-07,0.36163300000000476,0.3616329999999994,0.0
2023-02-08,0.3233329999999981,0.32333299999999987,0.0
2023-02-09,0.10025900000000121,0.0,0.0
2023-02-10,0.09437399999999485,0.0,0.0
2023-02-13,-0.022042999999996482,0.0,0.0
2023-02-14,-0.12515700000000152,0.0,0.0
2023-02-16,-0.346663999999997,0.0,0.0
2023-02-17,-0.31232599999999877,0.0,0.0
2023-02-21,-0.2919510000000045,0.0,0.0
2023-02-22,-0.10863600000000062,0.0,0.0
2023-02-23,-0.10449199999999692,0.0,0.0
2023-02-24,-0.1722740000000016,-0.09447100000000042,0.0
2023-02-27,-0.16737099999999927,-0.17850499999999947,0.0
2023-02-28,-0.29324300000000036,0.0,0.0
2023-03-01,-0.14905600000000163,0.0,0.0
2023-03-02,-0.17303300000000021,0.0,0.0
2023-03-03,-0.11902599999999808,0.0,0.0
2023-03-06,-0.177778,0.0,0.0
2023-03-07,-0.1765359999999987,0.05628500000000081,0.0
2023-03-08,-0.10201300000000302,0.0,0.0
2023-03-09,-0.17805699999999902,0.0,0.0
2023-03-14,0.0,-0.36131700000000144,0.0
2023-03-15,0.0,-0.29058599999999934,0.0
2023-03-16,0.0,-0.1933410000000002,0.0
2023-03-17,0.0,-0.038764000000000465,0.0
2023-03-23,0.0,-0.20640999999999998,0.0
2023-04-04,0.0,0.053627000000000535,0.0
2023-04-05,0.0,0.03684200000000004,0.0
2023-04-10,0.0,-0.19483800000000073,0.0
2023-04-11,0.0,0.03211200000000147,0.0
2023-04-12,0.0,0.047825999999998814,0.0
2023-04-17,0.0,0.16340100000000035,0.0
2023-05-02,0.0,-0.2941690000000001,0.0
2023-05-05,0.0,-0.06557999999999886,0.0
2023-05-11,-0.04241000000000028,0.0,0.0
2023-05-15,-0.0803609999999999,0.0,0.0
2023-05-16,-0.18398099999999928,0.0,0.0
2023-05-17,0.0,-0.12894700000000014,0.0
2023-05-18,-0.12979299999999938,0.0,0.0
2023-05-19,0.030507999999997537,0.0,0.0
2023-05-22,-0.01987999999999701,0.0,-0.019880000000000564
2023-05-23,-0.04178600000000188,0.0,0.0
2023-05-25,0.0,0.06971799999999995,0.0
2023-05-31,-0.15662099999999768,0.0,0.0
2023-06-01,0.0,0.2256159999999987,0.0
2023-06-06,-0.09769500000000164,0.0,0.0
2023-06-12,-0.14104599999999934,0.0,0.0
2023-06-14,0.0,0.12578500000000048,0.0
2023-06-15,0.0,0.10919299999999943,0.0
2023-06-16,0.0,0.12028600000000012,0.0
2023-06-22,-0.04005000000000081,0.0,0.0
2023-06-23,-0.17756800000000084,0.0,-0.17756799999999728
2023-06-26,-0.1253089999999979,0.33270400000000144,0.0
2023-06-27,-0.08205099999999987,0.16731199999999902,0.0
2023-06-28,-0.22171700000000172,0.0,-0.22171700000000172
2023-06-29,-0.2513569999999987,0.0,0.0
2023-07-03,-0.13549400000000134,0.0,0.0
2023-07-05,-0.08963999999999928,0.0,0.0
2023-07-06,-0.11372499999999874,0.0,0.0
2023-07-07,-0.1303660000000022,0.0,0.0
2023-07-10,-0.0928299999999993,0.0,0.0
2023-07-11,-0.10985000000000156,0.0,0.0
2023-07-12,-0.11022999999999783,0.0,0.0
2023-07-13,-0.04767999999999972,0.0,0.0
2023-07-14,0.08811599999999942,0.0,0.0
2023-07-17,0.16296900000000036,0.0,0.0
2023-07-18,0.0,-0.3091879999999989,0.0
2023-07-20,0.0,0.20774099999999862,0.0
2023-07-26,0.0,-0.26274399999999964,0.0
2023-07-27,0.0,-0.24114699999999978,0.0
2023-07-28,0.0,0.035157999999999134,0.0
2023-07-31,0.0,0.07755100000000148,0.0
2023-08-04,0.0,0.11993899999999869,0.0
2023-09-14,0.0,0.18615000000000137,0.0
2023-09-15,0.0,0.266629,0.0
2023-09-18,0.0,-0.09465700000000155,0.0
2023-09-19,0.0,-0.14016399999999862,0.0
2023-10-02,-0.19394499999999937,0.0,0.0
2023-10-03,-0.2644580000000012,0.0,0.0
2023-10-04,-0.2474570000000007,0.0,0.0
2023-10-05,-0.27886200000000017,0.0,0.0
2023-10-13,0.0,-0.35943400000000025,0.0
2023-10-17,0.0,-0.15399999999999991,0.0
2023-10-19,0.0,-0.6468350000000012,0.0
2023-10-20,0.0,-0.3023809999999987,0.0
2023-11-01,0.0,-0.19110400000000105,0.0
2023-11-06,0.0,-0.45391599999999954,0.0
2023-11-16,0.0,-0.2886710000000008,0.0
2023-11-17,0.0,-0.40541799999999917,0.0
2023-11-29,0.0,-0.09614799999999946,0.0
2023-11-30,0.0,-0.06495699999999971,0.0
2023-12-07,0.0,-0.03465500000000077,0.0
2023-12-08,0.0,0.00894199999999934,0.0
2023-12-11,0.0,0.19336600000000104,0.0
2023-12-19,0.48740199999999945,0.0,0.0
2023-12-20,0.2454950000000018,0.0,0.2454950000000018
2023-12-21,0.4958089999999977,-0.05276200000000131,0.0
2023-12-26,0.5068970000000022,0.0,0.0
2023-12-27,0.2696429999999985,0.0,0.0
2023-12-28,0.5029620000000001,0.8151220000000006,0.0
2023-12-29,0.40149900000000116,0.7258820000000004,0.0
2024-01-02,0.2730019999999982,0.0,0.0
2024-01-03,0.21677299999999988,0.0,0.21677299999999988
2024-01-04,0.18042200000000008,0.0,0.18042200000000008
2024-01-05,0.30247200000000163,0.0,0.0
2024-01-08,0.4335160000000009,0.0,0.0
2024-01-09,0.4276789999999977,0.0,0.4276789999999977
2024-01-10,0.4203120000000027,0.0,0.0
2024-01-11,0.40439999999999543,0.004711000000000354,0.0
2024-01-12,0.3602960000000053,0.0,0.3602959999999982
2024-01-16,0.125,0.0,0.125
2024-01-17,-0.005844000000003291,0.0,-0.005843999999996186
2024-01-18,-0.030744999999996026,0.0,-0.03074500000000313
2024-01-19,-0.058917000000000996,0.0,-0.058917000000000996
2024-01-22,-0.02055100000000465,0.0,0.0
2024-01-23,0.0,-0.24748699999999957,0.0
2024-01-24,-0.09035300000000035,0.0,0.0
2024-01-25,-0.1452939999999998,0.0,0.0
2024-01-26,-0.20282399999999967,0.0,0.0
2024-01-29,0.0,0.0785519999999984,0.0
2024-01-30,-0.29279499999999814,0.0,0.0
2024-01-31,-0.25163200000000074,0.0,0.0
2024-02-02,0.0,-0.5793279999999985,0.0
2024-02-07,-0.294630999999999,0.0,0.0
2024-02-08,-0.16983899999999963,-0.15180300000000102,0.0
2024-02-09,-0.07444200000000123,-0.12749900000000025,0.0
2024-02-12,0.04350900000000024,0.0,0.0
2024-02-13,-0.028981999999999175,0.0,0.0
2024-02-15,0.0,0.18134300000000003,0.0
2024-03-01,0.0,0.1815440000000006,0.0
2024-03-19,0.1007409999999993,0.0,0.0
2024-03-20,0.1596250000000019,0.0,0.0
2024-03-21,-0.11690800000000223,0.0,-0.11690799999999513
2024-03-22,-0.09936699999999732,0.0,-0.09936700000000087
2024-03-25,-0.11879000000000062,0.0,-0.11879000000000417
2024-03-26,-0.20162499999999994,0.0,-0.20162499999999994
2024-03-27,-0.23663600000000073,0.0,-0.23663599999999718
2024-03-28,-0.16411400000000143,0.0,-0.16411399999999787
2024-04-01,-0.15565999999999747,0.0,-0.15566000000000102
2024-04-02,-0.22194000000000003,0.0,-0.22194000000000003
2024-04-03,-0.24008300000000204,0.0,-0.24008300000000204
2024-04-04,-0.22475700000000032,0.0,-0.22475700000000032
2024-04-05,-0.25738099999999875,0.0,-0.25738099999999875
2024-04-08,-0.2679949999999991,0.0,-0.2679949999999991
2024-04-09,-0.2025640000000024,0.0,-0.2025640000000024
2024-04-10,-0.21198099999999798,-0.21198099999999975,-0.21198099999999798
2024-04-11,-0.1486389999999993,0.0,-0.1486389999999993
2024-04-12,-0.21146500000000046,0.0,0.0
2024-04-15,-0.22076600000000113,0.0,0.0
2024-04-16,-0.1904900000000005,0.0,0.0
2024-04-17,-0.201079,0.38157900000000033,0.0
2024-04-24,0.0,-0.06147400000000047,0.0
2024-04-25,0.0,-0.03836200000000112,0.0
2024-05-09,-0.04067200000000071,0.0,0.0
2024-05-10,-0.23066599999999937,0.0,-0.23066599999999937
2024-05-13,-0.14090900000000062,-0.06468299999999871,0.0
2024-05-14,0.0,-0.1880500000000005,0.0
2024-05-15,-0.10575499999999849,0.021428999999999476,0.0
2024-05-16,-0.09411799999999815,0.0,0.0
2024-05-17,-0.10904100000000128,-0.14520399999999967,0.0
2024-05-28,0.0,-0.07557100000000005,0.0
2024-05-29,0.0,-0.1081070000000004,0.0
2024-06-07,0.0,0.04105700000000034,0.0
2024-06-10,0.0,-0.10914999999999964,0.0
2024-06-11,0.0,-0.3277359999999998,0.0
2024-06-12,0.0,-0.2582950000000004,0.0
2024-06-17,0.0,0.03963099999999997,0.0
2024-06-18,0.0,0.11123200000000111,0.0
2024-07-17,0.0,-0.3401410000000009,0.0
2024-07-18,0.0,-0.25811099999999954,0.0
2024-07-19,0.0,-0.1919789999999999,0.0
2024-07-22,0.0,0.6903939999999995,0.0
2024-07-23,0.0,0.5181950000000004,0.0
2024-07-24,0.0,-0.04274000000000022,0.0
2024-07-25,0.0,-0.11119599999999963,0.0
2024-08-15,-0.33221200000000195,0.0,0.0
2024-08-16,-0.28182299999999927,0.21284299999999945,0.0
2024-08-19,-0.3017009999999978,0.3505009999999995,0.0
2024-08-20,-0.2901720000000019,0.0,0.0
2024-08-21,-0.22660300000000078,0.0,0.0
2024-08-22,-0.26006399999999985,0.0,0.0
2024-08-23,-0.23033699999999868,0.0,0.0
2024-08-26,-0.21011199999999874,0.0,0.0
2024-08-27,-0.2510840000000023,0.0,0.0
2024-08-28,-0.3044779999999996,0.0,0.0
2024-08-29,-0.26152799999999843,0.0,0.0
2024-08-30,-0.12687700000000035,-0.12687700000000035,0.0
2024-09-03,0.0,-0.1423469999999991,0.0
2024-09-04,0.0,0.08749899999999933,0.0
2024-09-06,0.0,-0.03477899999999856,0.0
2024-09-09,0.0,-0.23684000000000083,0.0
2024-09-10,0.0,-0.22987499999999983,0.0
2024-09-11,0.0,0.7274270000000005,0.0
2024-09-18,-0.13042899999999946,0.0,0.0
2024-10-01,-0.24931000000000125,0.0,0.0
2024-10-02,0.0,-0.1280000000000001,0.0
2024-10-03,0.38923600000000036,-0.12948500000000074,0.0
2024-10-07,0.5420139999999982,-0.10868499999999948,0.0
2024-10-09,0.5281990000000008,0.1710529999999988,0.5281989999999972
2024-10-10,0.37043800000000005,0.0,0.37043800000000005
2024-10-11,0.45744000000000185,0.0,0.45744000000000185
2024-10-14,0.3933289999999978,0.0,0.0
2024-10-15,0.3805949999999996,0.0,0.0
2024-10-16,0.4063110000000023,0.0,0.0
2024-10-21,0.4716799999999992,0.0,0.0
2024-10-23,0.0,-0.035148999999998765,0.0
2024-10-31,0.15918999999999883,0.0,0.0
2024-11-01,0.15506600000000148,0.0,0.0
2024-11-04,0.02752800000000022,0.0,0.02752800000000022
2024-11-05,0.05141799999999819,0.0,0.05141799999999819
2024-11-06,0.013918000000000319,0.0,0.013918000000000319
2024-11-07,0.02507500000000107,0.0,0.02507500000000107
2024-11-08,0.14218899999999834,0.0,0.0
2024-11-11,0.1424979999999998,0.0,0.0
2024-11-12,0.11004000000000147,0.0,0.0
2024-11-13,0.07376199999999855,-0.22540200000000077,0.0
2024-11-14,-0.0023809999999997444,0.0,0.0
2024-11-15,-0.06525299999999845,0.0,0.0
2024-11-18,-0.05636900000000011,0.0,-0.05636900000000011
2024-11-19,-0.0642479999999992,0.0,0.0
2024-11-20,-0.15500000000000114,0.0,-0.15500000000000114
2024-11-21,-0.2182770000000005,0.0,-0.2182770000000005
2024-11-22,-0.25064199999999914,0.0,-0.25064199999999914
2024-11-25,-0.28461499999999873,0.0,-0.28461499999999873
2024-11-26,-0.3298230000000011,0.0,-0.3298230000000011
2024-11-27,-0.2805320000000009,0.0,-0.2805320000000009
2024-11-29,0.0,-0.02550999999999881,0.0
2024-12-02,0.0,0.14287399999999906,0.0
2024-12-03,0.0,-0.03924699999999959,0.0
2024-12-04,0.0,-0.022009999999999863,0.0
2024-12-06,0.0,-0.09384499999999996,0.0
2024-12-09,0.0,-0.02306399999999975,0.0
2024-12-10,0.0,-0.2337889999999998,0.0
2024-12-13,0.0,-0.17265200000000114,0.0
2024-12-16,0.0,-0.14164699999999897,0.0
2024-12-17,0.0,-0.37559200000000104,0.0
2024-12-18,0.0,-0.4274349999999991,0.0
2024-12-19,0.0,-0.29695300000000024,0.0
2024-12-20,0.0,0.02657699999999963,0.0
2024-12-23,0.0,0.23191500000000076,0.0
2024-12-24,0.0,0.2120319999999989,0.0
2025-01-06,0.0,-0.2964179999999992,0.0
2025-01-16,0.0,0.453538,0.0
2025-01-22,0.0,0.06894299999999909,0.0
2025-01-23,0.0,0.05212799999999973,0.0
2025-02-07,-0.4494429999999987,0.0,0.0
2025-02-10,-0.3991480000000003,0.0,0.0
2025-02-11,0.0,-0.11612399999999923,0.0
2025-02-12,0.0,-0.4270600000000009,0.0
2025-02-13,0.0,-0.17872999999999983,0.0
2025-02-18,-0.21627499999999955,0.0,0.0
2025-02-19,-0.22775500000000193,0.0,0.0
2025-02-20,-0.1837069999999983,0.0,0.0
2025-02-21,-0.22642300000000048,0.0,0.0
2025-02-25,-0.22149800000000042,0.0,0.0
2025-02-26,-0.19862699999999833,0.0,0.0
2025-02-27,-0.20078700000000183,0.0,0.0
2025-02-28,0.0,-0.13237399999999866,0.0
2025-03-03,0.0,-0.17579800000000034,0.0
2025-03-04,0.0,-0.09368899999999947,0.0
2025-03-05,0.0,-0.03392000000000017,0.0
2025-03-20,0.0,-0.2398150000000001,0.0
2025-03-21,0.0,-0.22703300000000048,0.0
2025-03-24,0.0,0.034895999999999816,0.0
2025-03-25,0.0,-0.19811299999999932,0.0
2025-03-26,0.0,-0.1768730000000005,0.0
2025-03-28,0.0,-0.3634919999999999,0.0
2025-03-31,0.0,-0.3925169999999998,0.0
2025-04-24,0.0,0.16399699999999928,0.0
2025-04-25,0.0,0.23531100000000027,0.0
2025-04-28,0.0,0.2694029999999996,0.0
2025-04-30,0.0,0.047874000000000194,0.0
2025-05-01,0.0,0.550752000000001,0.0
2025-05-05,0.0,0.15232899999999994,0.0
2025-05-06,0.0,0.11879699999999893,0.0
2025-05-16,0.0,-0.5092829999999999,0.0
2025-05-30,0.2775299999999987,0.0,0.0
2025-06-02,0.2660620000000016,0.0,0.2660620000000016
2025-06-03,0.3092749999999995,0.0,0.0
2025-06-04,0.31946900000000156,0.0,0.0
2025-06-05,0.12620799999999832,0.37357399999999963,0.12620799999999832
2025-06-06,0.15415199999999984,-0.3950479999999992,0.15415199999999984
2025-06-09,0.4738110000000013,0.09507799999999911,0.1619930000000025
2025-06-10,0.23089900000000085,0.3271430000000013,0.2308989999999973
2025-06-11,0.29228900000000024,0.0,0.20632400000000217
2025-06-12,0.07966699999999705,0.0,0.2277300000000011
2025-06-13,0.10875400000000113,0.24239799999999967,0.20301199999999753
2025-06-16,-0.1953390000000006,0.0,0.17668899999999965
2025-06-17,-0.10051499999999791,-0.07384099999999982,0.0936780000000006
2025-06-18,-0.11833700000000036,-0.13343500000000041,0.015098000000001832
2025-06-20,-0.16723400000000055,0.0,0.006161999999999779
2025-06-23,0.30490800000000107,0.0,0.0
2025-06-24,0.11165099999999839,-0.11367599999999989,0.0
2025-06-25,-0.14302299999999946,0.0,0.0
2025-06-26,-0.12010000000000076,0.0,0.0
2025-07-01,-0.06793700000000058,0.0,0.0
2025-07-02,-0.27705299999999866,0.0,0.0
2025-07-03,-0.2567139999999988,0.0,0.0
2025-07-07,-0.295339000000002,0.0,0.0
2025-07-08,-0.4154139999999984,0.0,0.0
2025-07-09,-0.3651730000000022,0.0,-0.3431730000000002
2025-07-10,-0.3432949999999977,0.0,0.0
2025-07-11,-0.30957400000000135,0.0,0.0
2025-07-14,0.0,-0.04415200000000041,0.0
2025-07-15,0.0,-0.14444400000000002,0.0
2025-07-17,0.0,0.090777000000001,0.0
2025-07-24,0.0,-0.003632000000001412,0.0
2025-07-25,0.0,-0.22223099999999896,0.0
2025-07-28,0.0,-0.15156800000000104,0.0
2025-07-29,0.0,-0.12028799999999862,0.0
2025-07-30,0.0,0.08310599999999901,0.0
2025-07-31,0.10607699999999909,0.0,0.0
2025-08-01,0.05789500000000203,0.0,0.0
2025-08-04,0.1630939999999974,0.0,0.0
2025-08-06,0.0,0.46829800000000077,0.0
2025-08-07,0.0,0.3753219999999988,0.0
2025-08-20,-0.44509499999999846,0.0,-0.26846199999999953
2025-08-21,-0.6889380000000003,0.0,-0.4259040000000027
2025-08-22,-0.45448999999999984,0.0,-0.26712500000000006
2025-08-25,-0.15454400000000135,-0.23327999999999882,-0.23327999999999705
2025-08-26,-0.05102499999999921,-0.222881000000001,-0.222881000000001
2025-08-27,-0.0165009999999981,0.2246250000000014,-0.24112600000000128
2025-08-28,-0.21603800000000106,0.26676699999999975,0.0
2025-08-29,-0.18281199999999842,-0.1828120000000002,0.0
2025-09-02,-0.25289900000000287,0.0,0.0
2025-09-03,-0.2660279999999986,0.3899999999999988,-0.2660279999999986
2025-09-04,-0.24047600000000102,0.0,-0.24047600000000102
2025-09-05,0.29812199999999933,-0.08124999999999893,0.0
2025-09-08,0.0,0.3684320000000003,0.0
2025-09-09,0.0,0.3045650000000002,0.0
2025-09-10,0.0,0.41167899999999946,0.0
2025-09-12,0.24285000000000068,0.0,0.0
2025-09-16,0.0,0.4987940000000002,0.0
2025-09-19,0.0,0.44214299999999973,0.0
2025-09-24,-0.195765999999999,0.0,0.0
2025-09-25,-0.19477799999999945,0.0,0.0
2025-09-29,-0.08445700000000045,0.0,0.0
2025-09-30,0.010207000000001187,0.0,0.0
2025-10-01,0.23241200000000006,0.0,0.0
2025-10-02,-0.03148100000000298,0.0,0.0
2025-10-03,-0.03228099999999756,-0.17043499999999945,0.0
2025-10-06,-0.06337800000000016,-0.11849300000000085,0.0
2025-10-07,-0.052286000000002275,0.0,0.0
2025-10-08,-0.05982699999999852,0.026536999999999367,0.0
2025-10-09,-0.01591900000000024,0.0,0.0
2025-10-10,0.05492999999999881,0.0,0.0
2025-10-14,-0.09280699999999698,0.0,0.0
2025-10-15,-0.007876000000003103,-0.1345559999999999,0.0
2025-10-16,0.0,-0.1396059999999988,0.0
2025-10-17,-0.21715899999999877,0.0,0.0
2025-10-20,-0.0974119999999985,0.0,0.0
2025-10-21,-0.24618099999999998,0.0,0.0
2025-10-22,-0.3390550000000019,0.0,0.0
2025-10-23,-0.10490199999999916,0.0,0.0
2025-10-27,0.15338999999999814,0.0,0.0
