iteration,reduced_trade_count,weighted_net_sum,win_rate_full_weight_subset,max_drawdown
33,26,0.08780231537864779,0.5454545454545454,-0.026201461716944312
34,26,0.09144729243013852,0.6363636363636364,-0.023466412799019426
35,26,0.08281686512696082,0.45454545454545453,-0.020687515308502113
36,26,0.08251917779942222,0.5454545454545454,-0.014717976035840512
37,26,0.11991916155294174,0.7272727272727273,-0.017971729442630213
38,26,0.0965807810161055,0.6363636363636364,-0.017971729442630213
39,26,0.07499571916454917,0.5454545454545454,-0.02348567585107241
40,26,0.11929596117906727,0.6363636363636364,-0.014717976035840512
41,26,0.08033150811000152,0.45454545454545453,-0.026739429257862112
42,26,0.10987730298591022,0.45454545454545453,-0.017971729442630213
43,26,0.0869214265190902,0.5454545454545454,-0.017952466390577224
44,26,0.07802800987503912,0.5454545454545454,-0.029435952071681024
45,26,0.12163994048444668,0.8181818181818182,-0.017952466390577224
46,26,0.1247817601441353,0.6363636363636364,-0.014717976035840512
47,26,0.1085730281201198,0.7272727272727273,-0.014698712983787526
48,26,0.06736154080278443,0.2727272727272727,-0.02348567585107241
49,26,0.10195297234318577,0.8181818181818182,-0.014717976035840512
50,26,0.10644810255073595,0.6363636363636364,-0.02348567585107241
51,26,0.11679513806754033,0.5454545454545454,-0.017971729442630213
52,26,0.094040139265867,0.5454545454545454,-0.014717976035840512
53,26,0.11102606954946082,0.7272727272727273,-0.020687515308502113
54,26,0.09098383688037817,0.6363636363636364,-0.017971729442630213
55,26,0.06930581360370279,0.5454545454545454,-0.026739429257862112
56,26,0.09791233136975716,0.6363636363636364,-0.014717976035840512
57,26,0.06863579770791124,0.45454545454545453,-0.023466412799019426
58,26,0.07612870965552714,0.5454545454545454,-0.026201461716944312
59,26,0.10308704605410027,0.6363636363636364,-0.014717976035840512
60,26,0.1168416159764861,0.7272727272727273,-0.017433761901712412
61,26,0.08651796584238997,0.6363636363636364,-0.014698712983787526
62,26,0.082724243910621,0.5454545454545454,-0.020687515308502113
63,26,0.10103206712312056,0.7272727272727273,-0.014717976035840512
64,26,0.09435409993249591,0.5454545454545454,-0.014717976035840512
65,26,0.07129524325029392,0.45454545454545453,-0.026201461716944312
66,26,0.09507019993632976,0.45454545454545453,-0.02348567585107241
67,26,0.09174182490091737,0.45454545454545453,-0.017414498849659427
68,26,0.09272263987561695,0.45454545454545453,-0.026739429257862112
69,26,0.07993608353934742,0.45454545454545453,-0.017414498849659427
70,26,0.09753608266799099,0.6363636363636364,-0.014717976035840512
71,26,0.06836809656491968,0.5454545454545454,-0.026201461716944312
72,26,0.08669274907477592,0.6363636363636364,-0.02348567585107241
73,26,0.0955268933196376,0.7272727272727273,-0.017433761901712412
74,26,0.1011957755517035,0.6363636363636364,-0.026201461716944312
75,26,0.11633651586475689,0.7272727272727273,-0.017971729442630213
76,26,0.1099678676778827,0.45454545454545453,-0.014717976035840512
77,26,0.09285379655727036,0.45454545454545453,-0.017433761901712412
78,26,0.11040237552318738,0.7272727272727273,-0.014717976035840512
79,26,0.09844883037457133,0.8181818181818182,-0.026182198664891326
80,26,0.07108064018649053,0.6363636363636364,-0.026739429257862112
81,26,0.11529008478639584,0.6363636363636364,-0.014717976035840512
82,26,0.08927894730962473,0.6363636363636364,-0.014698712983787526
83,26,0.07464652377247441,0.5454545454545454,-0.017971729442630213
84,26,0.10761859432546024,0.5454545454545454,-0.017971729442630213
85,26,0.09118877184642347,0.5454545454545454,-0.017433761901712412
86,26,0.12463202152873512,0.8181818181818182,-0.014717976035840512
87,26,0.09591062676105051,0.7272727272727273,-0.014717976035840512
88,26,0.08122841871209703,0.45454545454545453,-0.026739429257862112
89,26,0.08905763847481435,0.5454545454545454,-0.020687515308502113
90,26,0.0795870093842045,0.5454545454545454,-0.029455215123734012
91,26,0.09407269450689536,0.6363636363636364,-0.017433761901712412
92,26,0.09097059982505289,0.45454545454545453,-0.017433761901712412
93,26,0.1108996526351863,0.6363636363636364,-0.014717976035840512
94,26,0.07976709429658062,0.5454545454545454,-0.017433761901712412
95,26,0.10745102188861556,0.5454545454545454,-0.026739429257862112
96,26,0.08987378781297169,0.6363636363636364,-0.017414498849659427
97,26,0.09002734115441728,0.5454545454545454,-0.014717976035840512
98,26,0.07760440606410342,0.5454545454545454,-0.017952466390577224
99,26,0.12376594077585049,0.6363636363636364,-0.014717976035840512
100,26,0.08456971991686728,0.7272727272727273,-0.023466412799019426
101,26,0.09785252360469247,0.7272727272727273,-0.014698712983787526
102,26,0.10174288480503102,0.5454545454545454,-0.017433761901712412
103,26,0.09609611663574313,0.7272727272727273,-0.017414498849659427
104,26,0.1058145552900029,0.5454545454545454,-0.017971729442630213
105,26,0.09873126626762874,0.5454545454545454,-0.017952466390577224
106,26,0.09786779359177902,0.6363636363636364,-0.023466412799019426
107,26,0.0962284083712494,0.7272727272727273,-0.017952466390577224
108,26,0.09193589384734428,0.6363636363636364,-0.017971729442630213
109,26,0.0970476057531234,0.6363636363636364,-0.023466412799019426
110,26,0.11596104730773257,0.7272727272727273,-0.014698712983787526
111,26,0.08191919190915536,0.5454545454545454,-0.02348567585107241
112,26,0.10568051392106964,0.6363636363636364,-0.014698712983787526
113,26,0.08669257573231033,0.5454545454545454,-0.017414498849659427
114,26,0.09000419201957911,0.5454545454545454,-0.02348567585107241
115,26,0.1308280012466894,0.7272727272727273,-0.014698712983787526
116,26,0.10532813238218762,0.6363636363636364,-0.014717976035840512
117,26,0.10324679966550845,0.7272727272727273,-0.020687515308502113
118,26,0.0860597345412841,0.6363636363636364,-0.014717976035840512
119,26,0.07602671826446296,0.36363636363636365,-0.017971729442630213
120,26,0.08460344452213031,0.5454545454545454,-0.02348567585107241
121,26,0.08882523560172911,0.6363636363636364,-0.020668252256449124
122,26,0.11141546651869036,0.7272727272727273,-0.014717976035840512
123,26,0.09801651933087281,0.6363636363636364,-0.014717976035840512
124,26,0.0901311392915711,0.5454545454545454,-0.017433761901712412
125,26,0.09040231096739623,0.6363636363636364,-0.014717976035840512
126,26,0.09624235039824652,0.6363636363636364,-0.023466412799019426
127,26,0.11138851517711297,0.5454545454545454,-0.020668252256449124
128,26,0.07596829771614917,0.45454545454545453,-0.017971729442630213
129,26,0.10022676648932462,0.45454545454545453,-0.014717976035840512
130,26,0.09722044677408474,0.6363636363636364,-0.026720166205809123
131,26,0.09517052125012018,0.5454545454545454,-0.017971729442630213
132,26,0.08252976176167527,0.5454545454545454,-0.017433761901712412
133,26,0.08826524862298164,0.6363636363636364,-0.023466412799019426
134,26,0.11278196348915573,0.7272727272727273,-0.017433761901712412
135,26,0.13453173668475943,0.8181818181818182,-0.014717976035840512
136,26,0.08979526309046752,0.45454545454545453,-0.017433761901712412
137,26,0.10822387857382208,0.8181818181818182,-0.023466412799019426
138,26,0.09529143048812222,0.5454545454545454,-0.014717976035840512
139,26,0.070837895814791,0.45454545454545453,-0.026739429257862112
140,26,0.0916243309178732,0.6363636363636364,-0.017433761901712412
141,26,0.11221111715306739,0.6363636363636364,-0.014717976035840512
142,26,0.12438527958834081,1.0,-0.014717976035840512
143,26,0.0939128721547638,0.7272727272727273,-0.020687515308502113
144,26,0.08792232445399323,0.7272727272727273,-0.014698712983787526
145,26,0.0951795998928391,0.36363636363636365,-0.014698712983787526
146,26,0.08491257939532712,0.45454545454545453,-0.017952466390577224
147,26,0.10575227159773348,0.5454545454545454,-0.017414498849659427
148,26,0.10232439614643683,0.7272727272727273,-0.014717976035840512
149,26,0.1071234290187406,0.7272727272727273,-0.014698712983787526
150,26,0.07257585831942164,0.5454545454545454,-0.02348567585107241
151,26,0.12006859023381103,0.6363636363636364,-0.017971729442630213
152,26,0.07796133734146138,0.45454545454545453,-0.02348567585107241
153,26,0.11571415572469865,0.6363636363636364,-0.017971729442630213
154,26,0.09921003947871361,0.5454545454545454,-0.017433761901712412
155,26,0.061796844201243324,0.18181818181818182,-0.026182198664891326
156,26,0.08615917144672698,0.6363636363636364,-0.014698712983787526
157,26,0.07625458972575795,0.5454545454545454,-0.02348567585107241
158,26,0.08705530733765736,0.36363636363636365,-0.017433761901712412
159,26,0.11599546480185981,0.8181818181818182,-0.014717976035840512
160,26,0.10670979677481843,0.7272727272727273,-0.014698712983787526
161,26,0.0997432012648188,0.6363636363636364,-0.017952466390577224
162,26,0.10616555317633274,0.5454545454545454,-0.02348567585107241
163,26,0.09325352787044285,0.7272727272727273,-0.017952466390577224
164,26,0.08834187544188085,0.7272727272727273,-0.014698712983787526
165,26,0.0716274366216731,0.5454545454545454,-0.02348567585107241
166,26,0.09225322954468847,0.45454545454545453,-0.017952466390577224
167,26,0.09165528536750324,0.45454545454545453,-0.026739429257862112
168,26,0.10089902732841823,0.6363636363636364,-0.017433761901712412
169,26,0.08864027528728868,0.45454545454545453,-0.017414498849659427
170,26,0.08336829160821428,0.6363636363636364,-0.014717976035840512
171,26,0.104196732680186,0.6363636363636364,-0.017414498849659427
172,26,0.08922823746448803,0.6363636363636364,-0.026201461716944312
173,26,0.10112840641022058,0.5454545454545454,-0.017433761901712412
174,26,0.06381788701430544,0.36363636363636365,-0.029455215123734012
175,26,0.0793049500121221,0.36363636363636365,-0.026201461716944312
176,26,0.08775124670412912,0.7272727272727273,-0.017414498849659427
177,26,0.06968886341270654,0.45454545454545453,-0.023466412799019426
178,26,0.09491222271364236,0.6363636363636364,-0.014717976035840512
179,26,0.08673517550694018,0.5454545454545454,-0.014717976035840512
180,26,0.10315964201001049,0.6363636363636364,-0.017414498849659427
181,26,0.10113785741526647,0.5454545454545454,-0.017414498849659427
182,26,0.08248010630427183,0.6363636363636364,-0.026739429257862112
183,26,0.11505305514697428,0.5454545454545454,-0.014717976035840512
184,26,0.09616755538109237,0.5454545454545454,-0.020687515308502113
185,26,0.12855999409061694,1.0,-0.014698712983787526
186,26,0.08762016043277608,0.45454545454545453,-0.017971729442630213
187,26,0.11319933840275011,0.8181818181818182,-0.014717976035840512
188,26,0.1044242485929896,0.5454545454545454,-0.014717976035840512
189,26,0.08269248177718566,0.6363636363636364,-0.023466412799019426
190,26,0.08035613633662013,0.6363636363636364,-0.014698712983787526
191,26,0.08644178965700301,0.6363636363636364,-0.026201461716944312
192,26,0.08075474191944884,0.5454545454545454,-0.014717976035840512
193,26,0.11054320319961863,0.5454545454545454,-0.014717976035840512
194,26,0.09196569028335165,0.5454545454545454,-0.017433761901712412
195,26,0.11217633341608532,0.6363636363636364,-0.017971729442630213
196,26,0.1206917944565562,0.7272727272727273,-0.014717976035840512
197,26,0.09998637750941879,0.45454545454545453,-0.017433761901712412
198,26,0.10247685099120699,0.7272727272727273,-0.017971729442630213
199,26,0.09164968933414136,0.5454545454545454,-0.017414498849659427
200,26,0.1055771222669044,0.6363636363636364,-0.017971729442630213
201,26,0.08771430731896467,0.5454545454545454,-0.023466412799019426
202,26,0.10439668967266394,0.5454545454545454,-0.017971729442630213
203,26,0.08388634060399136,0.7272727272727273,-0.014698712983787526
204,26,0.09840885911632873,0.7272727272727273,-0.014698712983787526
205,26,0.08325983767033586,0.7272727272727273,-0.014717976035840512
206,26,0.1235089271058806,0.7272727272727273,-0.014698712983787526
207,26,0.10042078704590578,0.6363636363636364,-0.017433761901712412
208,26,0.08923885827190445,0.45454545454545453,-0.017971729442630213
209,26,0.07984640783305776,0.6363636363636364,-0.017433761901712412
210,26,0.1103553163527022,0.6363636363636364,-0.014717976035840512
211,26,0.08954412853992955,0.7272727272727273,-0.017971729442630213
212,26,0.08654786999379943,0.6363636363636364,-0.014698712983787526
213,26,0.10901937008673479,0.7272727272727273,-0.017433761901712412
214,26,0.09579938925726451,0.6363636363636364,-0.02348567585107241
215,26,0.09151900420526007,0.5454545454545454,-0.014698712983787526
216,26,0.0876700690470671,0.7272727272727273,-0.017952466390577224
217,26,0.07097936284795475,0.36363636363636365,-0.017952466390577224
218,26,0.06748332981426644,0.36363636363636365,-0.02348567585107241
219,26,0.12707480458548026,0.7272727272727273,-0.02348567585107241
220,26,0.10181014419360733,0.7272727272727273,-0.02348567585107241
221,26,0.10270921474592601,0.6363636363636364,-0.017433761901712412
222,26,0.07008557315069058,0.36363636363636365,-0.029435952071681024
223,26,0.08971002874643114,0.45454545454545453,-0.017433761901712412
224,26,0.0704089196940133,0.36363636363636365,-0.026201461716944312
225,26,0.09741502559856699,0.5454545454545454,-0.026739429257862112
226,26,0.09400870097334592,0.6363636363636364,-0.026739429257862112
227,26,0.0894577531889593,0.5454545454545454,-0.017971729442630213
228,26,0.07908439205022498,0.5454545454545454,-0.017952466390577224
229,26,0.08327938057017954,0.36363636363636365,-0.026739429257862112
230,26,0.07175181771392085,0.2727272727272727,-0.017952466390577224
231,26,0.09167832032393347,0.6363636363636364,-0.02348567585107241
232,26,0.13351064833756177,0.8181818181818182,-0.014717976035840512
233,26,0.09255643080821857,0.45454545454545453,-0.014717976035840512
234,26,0.092472869820801,0.5454545454545454,-0.014717976035840512
235,26,0.10034288146413037,0.5454545454545454,-0.017433761901712412
236,26,0.10305924171634454,0.5454545454545454,-0.017433761901712412
237,26,0.09413000746763832,0.6363636363636364,-0.017433761901712412
238,26,0.08791667071876486,0.45454545454545453,-0.014698712983787526
239,26,0.08000576472906173,0.5454545454545454,-0.026201461716944312
240,26,0.08691642910093568,0.5454545454545454,-0.02348567585107241
241,26,0.10003374533999627,0.5454545454545454,-0.014717976035840512
242,26,0.10567007907912544,0.6363636363636364,-0.017971729442630213
243,26,0.11837047436742595,0.7272727272727273,-0.017433761901712412
244,26,0.09574827318229331,0.6363636363636364,-0.014698712983787526
245,26,0.0827097639922532,0.6363636363636364,-0.014698712983787526
246,26,0.09325181922951513,0.45454545454545453,-0.02348567585107241
247,26,0.07689815811548419,0.45454545454545453,-0.017414498849659427
248,26,0.11639148914351896,0.7272727272727273,-0.014698712983787526
249,26,0.07550437318807868,0.5454545454545454,-0.020687515308502113
250,26,0.06576279980054074,0.2727272727272727,-0.026201461716944312
251,26,0.09829173051176021,0.5454545454545454,-0.014698712983787526
252,26,0.09956065259381773,0.45454545454545453,-0.017971729442630213
253,26,0.1155242385239484,0.6363636363636364,-0.017433761901712412
254,26,0.0893622500737403,0.5454545454545454,-0.02348567585107241
255,26,0.10352278384147959,0.45454545454545453,-0.014717976035840512
256,26,0.12655962575908972,0.8181818181818182,-0.014717976035840512
257,26,0.09022370903296557,0.5454545454545454,-0.017433761901712412
258,26,0.09588629168758894,0.7272727272727273,-0.014698712983787526
259,26,0.09083005776784113,0.36363636363636365,-0.02348567585107241
260,26,0.1098354547603581,0.7272727272727273,-0.020668252256449124
261,26,0.08838516240518572,0.8181818181818182,-0.014717976035840512
262,26,0.08503946836650801,0.6363636363636364,-0.017971729442630213
263,26,0.1080270079588404,0.6363636363636364,-0.017971729442630213
264,26,0.08807924828715617,0.7272727272727273,-0.02348567585107241
265,26,0.12314723807982686,0.8181818181818182,-0.014717976035840512
266,26,0.09325188328524628,0.6363636363636364,-0.017414498849659427
267,26,0.08821841121685371,0.7272727272727273,-0.02348567585107241
268,26,0.07053263341446317,0.36363636363636365,-0.020687515308502113
269,26,0.08752557333387505,0.6363636363636364,-0.014717976035840512
270,26,0.12078132161492608,0.6363636363636364,-0.014698712983787526
271,26,0.10688977014947049,0.7272727272727273,-0.017971729442630213
272,26,0.11212439709888881,0.6363636363636364,-0.014717976035840512
273,26,0.07334862529332621,0.5454545454545454,-0.023466412799019426
274,26,0.11494313293524358,0.5454545454545454,-0.017971729442630213
275,26,0.10948469312817767,0.8181818181818182,-0.014698712983787526
276,26,0.11622861468938302,0.6363636363636364,-0.014698712983787526
277,26,0.0806453780373029,0.6363636363636364,-0.026201461716944312
278,26,0.08487905098988369,0.8181818181818182,-0.017952466390577224
279,26,0.10430455347714401,0.6363636363636364,-0.017433761901712412
280,26,0.10235771764749288,0.6363636363636364,-0.017433761901712412
281,26,0.11171357533102798,0.7272727272727273,-0.017971729442630213
282,26,0.0851007329239224,0.36363636363636365,-0.017971729442630213
283,26,0.09057106323880644,0.5454545454545454,-0.026201461716944312
284,26,0.10646442660260538,0.45454545454545453,-0.026201461716944312
285,26,0.086154725024467,0.5454545454545454,-0.023466412799019426
286,26,0.07023855199883589,0.5454545454545454,-0.023466412799019426
287,26,0.09158136042657761,0.5454545454545454,-0.014717976035840512
288,26,0.09508174709929991,0.6363636363636364,-0.014717976035840512
289,26,0.10216582862284372,0.45454545454545453,-0.014698712983787526
290,26,0.09045695398859584,0.45454545454545453,-0.014717976035840512
291,26,0.07134619473994924,0.36363636363636365,-0.017414498849659427
292,26,0.09023766200904189,0.6363636363636364,-0.014717976035840512
293,26,0.0755210197484789,0.45454545454545453,-0.017414498849659427
294,26,0.09346547853163337,0.6363636363636364,-0.017433761901712412
295,26,0.1070596360612739,0.6363636363636364,-0.014698712983787526
296,26,0.08451467388700534,0.5454545454545454,-0.014698712983787526
297,26,0.10245321980965655,0.7272727272727273,-0.017971729442630213
298,26,0.0855899638971738,0.6363636363636364,-0.014717976035840512
299,26,0.08255918182014713,0.45454545454545453,-0.017971729442630213
300,26,0.1000694413328086,0.7272727272727273,-0.014717976035840512
301,26,0.10193698174879011,0.5454545454545454,-0.017971729442630213
302,26,0.10471488108871663,0.6363636363636364,-0.014698712983787526
303,26,0.09080366164172071,0.7272727272727273,-0.014717976035840512
304,26,0.0789678699105007,0.6363636363636364,-0.023466412799019426
305,26,0.0895370515389101,0.5454545454545454,-0.017952466390577224
306,26,0.0986230551430599,0.5454545454545454,-0.017952466390577224
307,26,0.10010431087469472,0.9090909090909091,-0.017971729442630213
308,26,0.10113828972081211,0.6363636363636364,-0.017971729442630213
309,26,0.12414377078555763,0.7272727272727273,-0.014717976035840512
310,26,0.07584794640318804,0.36363636363636365,-0.017433761901712412
311,26,0.10232939148344351,0.6363636363636364,-0.017433761901712412
312,26,0.10040531725362864,0.5454545454545454,-0.017971729442630213
313,26,0.08863891005274556,0.7272727272727273,-0.017971729442630213
314,26,0.09742218114591734,0.5454545454545454,-0.017971729442630213
315,26,0.07013815316757216,0.36363636363636365,-0.02348567585107241
316,26,0.0842725773288981,0.45454545454545453,-0.026739429257862112
317,26,0.07722790054922422,0.45454545454545453,-0.023466412799019426
318,26,0.10082414790689762,0.7272727272727273,-0.017952466390577224
319,26,0.1264903082621696,0.7272727272727273,-0.017433761901712412
320,26,0.09826535162745538,0.7272727272727273,-0.014698712983787526
321,26,0.07337751677371258,0.45454545454545453,-0.02348567585107241
322,26,0.10984877959710139,0.8181818181818182,-0.014717976035840512
323,26,0.10592707540956013,0.45454545454545453,-0.014717976035840512
324,26,0.07630042420549504,0.6363636363636364,-0.026720166205809123
325,26,0.0752329215107172,0.36363636363636365,-0.017971729442630213
326,26,0.08988634067062241,0.5454545454545454,-0.017414498849659427
327,26,0.09203840685582598,0.6363636363636364,-0.026739429257862112
328,26,0.08304376591544912,0.5454545454545454,-0.017433761901712412
329,26,0.08088436516566165,0.5454545454545454,-0.014717976035840512
330,26,0.09562626427269492,0.5454545454545454,-0.020687515308502113
331,26,0.07530969634459278,0.6363636363636364,-0.017971729442630213
332,26,0.0959448096625673,0.6363636363636364,-0.017414498849659427
333,26,0.09538805594711694,0.6363636363636364,-0.026182198664891326
334,26,0.09721689530002582,0.6363636363636364,-0.02348567585107241
335,26,0.11820682457384704,0.6363636363636364,-0.014717976035840512
336,26,0.0847885442090491,0.36363636363636365,-0.017433761901712412
337,26,0.08865237781401385,0.7272727272727273,-0.02348567585107241
338,26,0.08406326598886403,0.45454545454545453,-0.017971729442630213
339,26,0.09356734843651598,0.5454545454545454,-0.017952466390577224
340,26,0.08302650032153608,0.36363636363636365,-0.017971729442630213
341,26,0.06933575965876465,0.36363636363636365,-0.026201461716944312
342,26,0.08681665402029304,0.45454545454545453,-0.02348567585107241
343,26,0.06613291632984605,0.36363636363636365,-0.026201461716944312
344,26,0.0776356135831085,0.5454545454545454,-0.014717976035840512
345,26,0.1024468951665881,0.5454545454545454,-0.029435952071681024
346,26,0.09115615255689385,0.45454545454545453,-0.02348567585107241
347,26,0.08246161681207166,0.5454545454545454,-0.014717976035840512
348,26,0.10153054003444512,0.5454545454545454,-0.014717976035840512
349,26,0.08125375409531081,0.7272727272727273,-0.017952466390577224
350,26,0.10503330251778685,0.6363636363636364,-0.014717976035840512
351,26,0.11572011451866206,0.5454545454545454,-0.014717976035840512
352,26,0.08518551911862884,0.5454545454545454,-0.017433761901712412
353,26,0.11380649285284347,0.6363636363636364,-0.017971729442630213
354,26,0.09021652155438677,0.5454545454545454,-0.017414498849659427
355,26,0.09174525125307328,0.5454545454545454,-0.017952466390577224
356,26,0.10546917033258048,0.6363636363636364,-0.02348567585107241
357,26,0.10346887244815843,0.8181818181818182,-0.014717976035840512
358,26,0.09671880138720712,0.5454545454545454,-0.020687515308502113
359,26,0.07414259730918271,0.36363636363636365,-0.026201461716944312
360,26,0.08299404050302521,0.8181818181818182,-0.026201461716944312
361,26,0.11076391917404896,0.6363636363636364,-0.014717976035840512
362,26,0.09873779951709809,0.6363636363636364,-0.023466412799019426
363,26,0.08935978338054973,0.7272727272727273,-0.023466412799019426
364,26,0.09261709401772251,0.7272727272727273,-0.014698712983787526
365,26,0.11377077322509971,0.8181818181818182,-0.014698712983787526
366,26,0.1061760915383803,0.6363636363636364,-0.014717976035840512
367,26,0.08878580420437632,0.7272727272727273,-0.017414498849659427
368,26,0.0830038121907978,0.5454545454545454,-0.02348567585107241
369,26,0.08961341994528454,0.6363636363636364,-0.017952466390577224
370,26,0.10252880836393453,0.5454545454545454,-0.017952466390577224
371,26,0.09230247073147012,0.45454545454545453,-0.017433761901712412
372,26,0.09880878184227877,0.7272727272727273,-0.02348567585107241
373,26,0.09422758181403251,0.7272727272727273,-0.014698712983787526
374,26,0.10898679188577658,0.6363636363636364,-0.017433761901712412
375,26,0.09386895031088052,0.36363636363636365,-0.02348567585107241
376,26,0.10039955419780082,0.45454545454545453,-0.017971729442630213
377,26,0.08825464959020188,0.5454545454545454,-0.017971729442630213
378,26,0.08150446898652186,0.45454545454545453,-0.023466412799019426
379,26,0.12742355703630237,0.8181818181818182,-0.017952466390577224
380,26,0.10511364100923949,0.6363636363636364,-0.014717976035840512
381,26,0.07847795748586954,0.6363636363636364,-0.017433761901712412
382,26,0.09381119595561586,0.5454545454545454,-0.02348567585107241
383,26,0.12481404479063506,0.6363636363636364,-0.017433761901712412
384,26,0.0997820078009704,0.36363636363636365,-0.017433761901712412
385,26,0.10513007755119161,0.6363636363636364,-0.014717976035840512
386,26,0.09241555922593246,0.7272727272727273,-0.023466412799019426
387,26,0.10393238616715393,0.7272727272727273,-0.014717976035840512
388,26,0.0926552154633858,0.5454545454545454,-0.017433761901712412
389,26,0.09724685132887541,0.5454545454545454,-0.014717976035840512
390,26,0.09793054137971408,0.5454545454545454,-0.017952466390577224
391,26,0.11992450328972028,0.6363636363636364,-0.014717976035840512
392,26,0.09945065679144091,0.45454545454545453,-0.014698712983787526
393,26,0.09393423586597968,0.5454545454545454,-0.014698712983787526
394,26,0.11169538443321228,0.7272727272727273,-0.014717976035840512
395,26,0.10567530227646943,0.8181818181818182,-0.017971729442630213
396,26,0.10464610077597714,0.8181818181818182,-0.017971729442630213
397,26,0.10194748922197068,0.7272727272727273,-0.017433761901712412
398,26,0.07547693245057419,0.36363636363636365,-0.026201461716944312
399,26,0.08166980451483237,0.5454545454545454,-0.014698712983787526
400,26,0.08790740488693251,0.7272727272727273,-0.02348567585107241
401,26,0.08552944472011312,0.2727272727272727,-0.029435952071681024
402,26,0.10982027692671463,0.9090909090909091,-0.014698712983787526
403,26,0.11026645516314086,0.7272727272727273,-0.014698712983787526
404,26,0.08489748007785201,0.45454545454545453,-0.023466412799019426
405,26,0.09569735531428329,0.6363636363636364,-0.014698712983787526
406,26,0.07369888837233791,0.5454545454545454,-0.020687515308502113
407,26,0.10371941781851238,0.5454545454545454,-0.017971729442630213
408,26,0.09443887062343097,0.6363636363636364,-0.017952466390577224
409,26,0.10832192713468468,0.36363636363636365,-0.02348567585107241
410,26,0.09661464905775696,0.7272727272727273,-0.014698712983787526
411,26,0.10186790305029073,0.7272727272727273,-0.017433761901712412
412,26,0.08455293783725516,0.36363636363636365,-0.020687515308502113
413,26,0.07469131114735046,0.6363636363636364,-0.023466412799019426
414,26,0.09269201466116554,0.5454545454545454,-0.014698712983787526
415,26,0.07729593656592619,0.36363636363636365,-0.014717976035840512
416,26,0.08997367827484255,0.6363636363636364,-0.020668252256449124
417,26,0.10370569775587898,0.5454545454545454,-0.017433761901712412
418,26,0.08997681667897035,0.36363636363636365,-0.014717976035840512
419,26,0.09228132638750838,0.5454545454545454,-0.014717976035840512
420,26,0.09304928660244345,0.6363636363636364,-0.017971729442630213
421,26,0.09810282068742299,0.6363636363636364,-0.02348567585107241
422,26,0.06873909816195062,0.36363636363636365,-0.020668252256449124
423,26,0.10530663238020396,0.5454545454545454,-0.014717976035840512
424,26,0.08598466529160605,0.6363636363636364,-0.014717976035840512
425,26,0.07616570770185498,0.45454545454545453,-0.017952466390577224
426,26,0.0798485326067,0.2727272727272727,-0.014717976035840512
427,26,0.0915162156937686,0.5454545454545454,-0.026739429257862112
428,26,0.11269150556966967,0.6363636363636364,-0.017971729442630213
429,26,0.10703667105799931,0.7272727272727273,-0.014717976035840512
430,26,0.09162952124475196,0.6363636363636364,-0.026201461716944312
431,26,0.08212420953099697,0.5454545454545454,-0.017433761901712412
432,26,0.10688832385544163,0.5454545454545454,-0.014717976035840512
433,26,0.10585312888876497,0.6363636363636364,-0.014717976035840512
434,26,0.09863895531462756,0.6363636363636364,-0.017433761901712412
