symbol,rows,start,end,columns
REVG-202601,417,2024-06-03,2026-01-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
DAWN-202604,473,2024-06-03,2026-04-22,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CIO-202601,402,2024-06-03,2026-01-08,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SAGE-202507,290,2024-06-03,2025-07-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
IGMS-202508,300,2024-06-03,2025-08-13,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ALTM-202503,189,2024-06-03,2025-03-05,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SPNS-202512,387,2024-06-03,2025-12-16,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
BASE-202509,328,2024-06-03,2025-09-23,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
EVRI-202506,269,2024-06-03,2025-06-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ITI-202410,106,2024-06-03,2024-10-31,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
DENN-202601,408,2024-06-03,2026-01-16,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
TRML-202510,352,2024-06-03,2025-10-27,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ETWO-202508,292,2024-06-03,2025-08-01,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
VERV-202507,286,2024-06-03,2025-07-24,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
VSTO-202411,124,2024-06-03,2024-11-26,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
HAYN-202411,120,2024-06-03,2024-11-20,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
AVDL-202602,425,2024-06-03,2026-02-11,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SASR-202503,207,2024-06-03,2025-03-31,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SRDX-202511,368,2024-06-03,2025-11-18,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CTLP-202605,484,2024-06-03,2026-05-07,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SEMR-202604,476,2024-06-03,2026-04-27,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PLYM-202601,414,2024-06-03,2026-01-27,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
HI-202602,423,2024-06-03,2026-02-09,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
OLO-202509,320,2024-06-03,2025-09-11,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
FLIC-202505,249,2024-06-03,2025-05-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PDCO-202504,219,2024-06-03,2025-04-16,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
KLG-202509,330,2024-06-03,2025-09-25,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
FBMS-202503,207,2024-06-03,2025-03-31,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
NARI-202502,178,2024-06-03,2025-02-18,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ML-202504,219,2024-06-03,2025-04-16,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
B-202501,162,2024-06-03,2025-01-24,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
STR-202508,303,2024-06-03,2025-08-18,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CKPT-202505,248,2024-06-03,2025-05-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PTVE-202503,207,2024-06-03,2025-03-31,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CSGS-202605,488,2024-06-03,2026-05-13,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
NAPA-202412,142,2024-06-03,2024-12-23,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SWTX-202506,269,2024-06-03,2025-06-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
AGS-202506,269,2024-06-03,2025-06-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
BRY-202512,388,2024-06-03,2025-12-17,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
HTBK-202604,470,2024-06-03,2026-04-17,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
MRC-202511,359,2024-06-03,2025-11-05,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
BRKL-202508,312,2024-06-03,2025-08-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CFB-202502,186,2024-06-03,2025-02-28,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ODP-202512,382,2024-06-03,2025-12-09,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SCS-202512,382,2024-06-03,2025-12-09,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SHYF-202506,269,2024-06-03,2025-06-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
TERN-202605,481,2024-06-03,2026-05-04,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
DVAX-202602,423,2024-06-03,2026-02-09,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
GLDD-202603,458,2024-06-03,2026-03-31,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ARCH-202501,154,2024-06-03,2025-01-13,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
EB-202603,442,2024-06-03,2026-03-09,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
YMAB-202509,322,2024-06-03,2025-09-15,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
MOFG-202602,427,2024-06-03,2026-02-13,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PFC-202502,186,2024-06-03,2025-02-28,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
VMEO-202511,371,2024-06-03,2025-11-21,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
VRNT-202511,373,2024-06-03,2025-11-25,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
FL-202509,316,2024-06-03,2025-09-05,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CIVI-202601,416,2024-06-03,2026-01-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
FNA-202504,220,2024-06-03,2025-04-17,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PBPB-202510,349,2024-06-03,2025-10-22,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SPTN-202509,326,2024-06-03,2025-09-19,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SQSP-202410,95,2024-06-03,2024-10-16,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
EWCZ-202605,484,2024-06-03,2026-05-07,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
GOGL-202508,304,2024-06-03,2025-08-19,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
MRSN-202601,399,2024-06-03,2026-01-05,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ETNB-202510,354,2024-06-03,2025-10-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
LSEA-202506,265,2024-06-03,2025-06-24,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
LGF.B-202505,232,2024-06-03,2025-05-06,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
GNTY-202509,333,2024-06-03,2025-09-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ACLX-202604,476,2024-06-03,2026-04-27,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PGRE-202512,389,2024-06-03,2025-12-18,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
MTAL-202510,341,2024-06-03,2025-10-10,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
IAS-202512,391,2024-06-03,2025-12-22,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
LBPH-202411,126,2024-06-03,2024-11-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
LGTY-202504,211,2024-06-03,2025-04-04,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PCH-202601,417,2024-06-03,2026-01-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
RDUS-202507,276,2024-06-03,2025-07-10,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SMLR-202601,407,2024-06-03,2026-01-15,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
VZIO-202412,127,2024-06-03,2024-12-02,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
NVRI-202605,499,2024-06-03,2026-05-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
EHAB-202605,489,2024-06-03,2026-05-14,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
ITOS-202508,311,2024-06-03,2025-08-28,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
CADE-202601,417,2024-06-03,2026-01-30,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
PLL-202508,311,2024-06-03,2025-08-29,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
BALY-202502,171,2024-06-03,2025-02-06,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
AXNX-202411,116,2024-06-03,2024-11-14,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
THS-202602,424,2024-06-03,2026-02-10,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
SPY,500,2024-06-03,2026-06-01,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
IWM,500,2024-06-03,2026-06-01,"['Open', 'High', 'Low', 'Close', 'Volume', 'Turnover', 'Unadjusted Close', 'Dividend']"
