Date,Open,High,Low,Close,Volume
2018-01-02,126.29846731892235,128.41464212055172,125.92898787038747,128.3810577392578,4282625
2018-01-03,128.81773537197012,130.59801533588373,128.81773537197012,129.65748596191406,4604550
2018-01-04,130.2621028752113,130.63159517209093,128.28029103941972,130.2957000732422,3927200
2018-01-05,129.45590209960938,129.85897863331732,128.31384124279353,129.45590209960938,3039400
2018-01-08,129.32158350177397,130.36287878701341,128.28028821653453,130.228515625,1949050
2018-01-09,130.46360550107516,131.20258985624528,129.7582183330887,130.0269317626953,3194850
2018-01-10,130.39642492869507,131.13540928946676,129.22077963980618,129.25436401367188,2644725
2018-01-11,130.1613244124931,133.92340297545303,129.6238846177845,132.3446807861328,4836950
2018-01-12,132.1095470115696,133.58750319143275,131.706457569591,133.4195556640625,3629075
2018-01-16,133.41955347309033,134.0913435715394,130.86670497011465,131.00106811523438,4313900
2018-01-17,131.3033616360367,133.2515757315263,130.19488505393417,132.10952758789062,3445650
2018-01-18,131.67282532774354,132.27744645736246,129.92614348813,130.5979461669922,2965325
2018-01-19,129.72465424411092,130.22850967184024,128.918500936035,130.06056213378906,3280875
2018-01-22,130.06053357726654,133.38593766670064,129.99335201408152,133.31875610351562,4225975
2018-01-23,134.05773058776137,134.5279886817653,132.27746414229733,133.85618591308594,3218750
2018-01-24,134.19212454082563,135.03187499125184,132.41184487269103,133.4195556640625,4527900
2018-01-25,134.12496005704125,134.19214163926446,130.1949207852314,130.6987762451172,4281925
2018-01-26,131.10181219357008,131.67284905826673,130.26206189704234,131.2025909423828,1641775
2018-01-29,129.758257137686,130.90031838558917,128.44824834435693,128.6497802734375,4309475
2018-01-30,126.90308772149002,127.17181402409055,123.47690424478553,124.18230438232422,9661675
2018-01-31,124.24945438372593,124.98842590093933,122.83866728073286,123.98072814941406,5787375
2018-02-01,124.28310031522419,125.55952493329063,123.00667569715776,124.58541107177734,4445550
2018-02-02,122.77151753566994,122.97306226362969,118.80789424748967,119.27815246582031,9292175
2018-02-05,117.86736834360062,119.9835429696906,114.30682198375114,115.44888305664062,7038500
2018-02-06,114.20603879071686,117.59862430505744,112.39217509937161,116.96041870117188,5676975
2018-02-07,117.22916923934635,118.74070981516998,113.13118289777084,113.23194885253906,7145875
2018-02-08,113.73581761486702,114.54197097486737,108.46218513621508,108.76449584960938,8111550
2018-02-09,109.46986810167783,109.8393603462286,104.06187320650717,108.79806518554688,8070325
2018-02-12,110.1416877755441,112.69452386895846,109.94014302596791,111.61964416503906,4512250
2018-02-13,110.37678136096591,111.3844791571448,109.50343387432423,110.1080551147461,2695000
2018-02-14,108.66369239038632,114.54194496079366,108.49574487966085,114.27323150634766,6464200
2018-02-15,114.50838470458986,114.91146137795143,111.25014849317806,114.50838470458984,3673100
2018-02-16,113.70221828538583,115.85199043676407,113.53427073966563,113.93734741210938,2758375
2018-02-20,114.27322033228812,115.34809967211386,112.96321193772376,113.6014175415039,3734400
2018-02-21,112.99678941137768,114.17244742685547,110.84703086299412,110.880615234375,4220925
2018-02-22,111.8211845977376,115.2473683268035,111.38451073063547,113.29914093017578,4063600
2018-02-23,114.1388790381172,116.38941689557727,113.73580241199559,116.35581970214844,2721125
2018-02-26,116.89329508344395,117.80022737867291,115.8520124142979,116.85971069335938,2318075
2018-02-27,116.45656866920486,117.59862962128354,114.00449926312449,114.10527801513672,3642225
2018-02-28,114.81069328183943,115.71762539025042,111.01501730521039,111.04861450195312,3874675
2018-03-01,111.28375687055419,113.53428240429417,111.08221210683719,112.19068908691406,4234150
2018-03-02,111.31731362754135,114.87786002130856,110.20884973617507,114.67631530761719,3548575
2018-03-05,114.00451544802091,117.53147755698195,113.8029835425316,116.75889587402344,3003525
2018-03-06,117.46426973176906,117.80016470823168,115.38167987427047,115.68399047851562,3257550
2018-03-07,114.5419690883798,116.52378088497413,113.46708941703133,114.50838470458984,3375825
2018-03-08,114.64273158855418,115.18017134791629,113.2655414043404,114.30682373046875,2523975
2018-03-09,115.54966863227233,116.99404045119387,115.28094233406593,116.79249572753906,2806150
2018-03-12,116.7253122742181,117.90095777601046,115.68401710579133,116.9268569946289,2316625
2018-03-13,117.36352057242455,118.20327103883346,115.88556436443191,116.42300415039062,2826175
2018-03-14,117.02760020285974,117.26272925751913,115.65041024832371,115.9863052368164,2820200
2018-03-15,116.52376997950536,117.36352044500258,113.73580509711375,114.40760803222656,3181150
2018-03-16,114.62634874066669,116.5782880304876,113.85230274314512,115.837890625,3567475
2018-03-19,115.19846973206789,115.3667383757773,112.10228560597601,112.94364166259766,4233925
2018-03-20,113.9196137958797,115.56867744393116,113.88596519974932,114.6600112915039,2902000
2018-03-21,115.66962706118647,119.91006877556985,115.13115969851115,119.43891143798828,4711875
2018-03-22,117.92449615741951,118.96776970057171,116.78025113345305,116.91487121582031,3318475
2018-03-23,118.0590770845316,120.2802563546087,116.44366230804515,116.78021240234375,5274300
2018-03-26,117.99180233806914,119.00142724663476,115.90522964387931,118.96776580810547,3874275
2018-03-27,119.30432184659026,119.40528049096865,115.36676782082078,116.07351684570312,2763725
2018-03-28,116.64561342061143,117.6215896131431,114.79463250110095,115.2994384765625,3777650
2018-03-29,115.7032712196009,119.03503351686224,115.7032712196009,118.53022766113281,3651600
2018-04-02,117.58791854627431,117.82349721647387,112.23689348103152,114.52538299560547,5356475
2018-04-03,115.09750212783887,116.64559407002587,113.07824004674517,116.47732543945312,3303350
2018-04-04,114.22249623117472,116.67925443199063,113.51576020862662,116.54464721679688,3201825
2018-04-05,117.01581333055427,120.78508523790002,116.91485470207763,119.87641906738281,5776775
2018-04-06,119.1023730098943,119.87641911738162,114.4580835268945,116.64561462402344,4892225
2018-04-09,117.78987248953678,118.86680743953778,116.71293753953576,116.81389617919922,4196875
2018-04-10,119.13602115252954,122.77067259251287,118.76582243849687,121.72738647460938,5576400
2018-04-11,121.99661068877501,124.75625713110284,121.52545341882724,123.94856262207031,5888925
2018-04-12,124.01590144743639,124.41976167565296,122.23223037274958,123.7130126953125,3328550
2018-04-13,124.21779199328114,126.74185984427282,124.21779199328114,125.79954528808594,4310825
2018-04-16,125.6312943241917,127.48227510747559,124.68896679747962,126.7082290649414,6022275
2018-04-17,126.70825066038645,128.1217229342467,125.93419164785121,127.51594543457031,3195050
2018-04-18,129.19862002964507,133.20348264246016,129.03035140413164,131.45346069335938,8438550
2018-04-19,131.75634808728236,132.86693127544802,130.44382200952575,131.18421936035156,6467150
2018-04-20,130.2755767076812,131.45348296196244,129.06402185782645,130.7803955078125,4035250
2018-04-23,129.73707460384992,131.7226750014497,128.7274501117642,131.65536499023438,4229575
2018-04-24,131.95833056745306,133.37181595104343,128.86214527457423,130.0400390625,6635900
2018-04-25,129.77073602849356,131.9246050350956,128.76109869833587,131.65536499023438,4992550
2018-04-26,132.36212182697025,133.64097360447283,131.31883584609662,133.43905639648438,3392750
2018-04-27,132.9342978419181,133.06891793352978,130.7804277284454,131.01600646972656,4903825
2018-04-30,130.61210493022412,133.8765573520803,130.5784435022253,132.5303955078125,6027075
2018-05-01,131.52081993839462,132.32851477840225,130.07368610879644,131.92466735839844,4911725
2018-05-02,131.48710613171164,134.28041403296203,131.48710613171164,133.13616943359375,3554200
2018-05-03,132.19387647776253,132.73234390959976,129.60249795014707,130.88136291503906,5015975
2018-05-04,130.81405396036521,133.67467264653422,130.61213669555832,133.30447387695312,3164950
2018-05-07,134.61694024317188,138.01601233556036,133.91020438803247,134.11212158203125,7174150
2018-05-08,133.91026146756374,136.9054876106043,130.61214656634624,136.871826171875,11144475
2018-05-09,138.95836932894667,141.5833961162167,138.82374927881114,139.29490661621094,6248525
2018-05-10,140.03533058593484,140.70841812606574,138.55453543003154,139.9343719482422,4618875
2018-05-11,139.96798691630414,140.57376427305672,138.41989493263594,138.89105224609375,4165925
2018-05-14,139.46317657102358,140.97762005410013,139.46317657102358,140.64108276367188,3433950
2018-05-15,140.5737575841813,141.44876214781445,138.95835565573086,141.17953491210938,3706175
2018-05-16,140.674708211394,142.49204009206886,139.96797231493352,142.12184143066406,2998400
2018-05-17,143.03050784822238,146.90075025463864,142.8958878185219,146.46324157714844,6098350
2018-05-18,146.32867445277887,146.79983188900547,144.67962342598577,145.25173950195312,3631725
2018-05-21,146.3959817833114,148.819091796875,145.7902042799205,148.819091796875,3456200
2018-05-22,148.88639019784884,150.60275109792084,144.24210064754214,144.9824981689453,7544050
2018-05-23,144.17477416992188,145.0497788188036,141.48243736019975,144.17477416992188,6091350
2018-05-24,141.58339284438654,143.36706353420274,140.7420368075941,142.05455017089844,6085425
2018-05-25,138.1843296615267,138.48721836924318,134.7852438484779,137.57855224609375,9941625
2018-05-29,135.92950022826915,139.09300763120444,135.89585163035713,138.18434143066406,5494950
2018-05-30,139.09302337804652,143.97287942655038,138.9920518967268,143.2998046875,6717100
2018-05-31,142.0545584119625,145.45364418711802,141.85264116778595,142.18917846679688,4497425
2018-06-01,142.05456312489898,143.87189541123158,140.4055123317299,141.85264587402344,3931475
2018-06-04,142.35745290966773,143.26611905966627,137.7131635334782,138.5545196533203,3793975
2018-06-05,137.41027717761688,139.59779521956693,136.70352833390035,138.2179718017578,3676500
2018-06-06,139.0929998945718,139.59780586363172,136.8718074136361,138.5545196533203,3670100
2018-06-07,139.19394478103385,142.79494759145956,139.16028335024055,142.05455017089844,3969550
2018-06-08,141.8526358516724,142.49206183105986,139.69875356926693,141.48243713378906,4232450
2018-06-11,140.77573483477252,143.29980360131262,140.67476335421813,142.49209594726562,2599175
