symbol,signal_date,entry_date,exit_date,entry_reference_price,entry_price,exit_price,position_size,position_notional,max_liquidity_notional,estimated_cost_pct,impact_cost_pct,participation_rate,impact_bps,momentum_3m,momentum_6m,momentum_12m,rank_aggregate_score,avg_dollar_volume_20d,rolling_volatility_20d,pnl,return_pct,cash_after_entry,cash_after_exit
CRMD,2025-07-31,2025-08-01,2025-09-02,11.65,11.651892870222293,14.68,12974,151171.65809826402,1506836.4735000003,0.0001624781306688,0.0001624781306688,0.0200647728876817,1.6247813066880632,0.2622415669205657,0.0274579273693533,1.4786324786324787,0.5894439909741326,7534182.367500002,0.02293990644895,39286.66190173597,0.2598811337783899,11.238593248766849,190469.55859324877
CRMD,2024-12-31,2025-01-02,2025-02-04,8.16,8.16243405132285,10.6,12251,99997.97956275624,551685.3213,0.0002982906032903,0.0002982906032903,0.0362518180933722,2.9829060329032235,0.0,0.9684466019417476,1.0224438902743145,0.6636301640720206,2758426.6065,0.0313328777861778,29862.620437243768,0.2986322380493971,2.0204372437729035,129862.62043724376
CRMD,2025-01-31,2025-02-03,2025-03-05,10.2,10.206863590409936,10.11,12723,129861.9254607856,941612.6312999998,0.0006729010205818,0.0006729010205818,0.027582876682845,6.729010205818733,-0.2058596761757902,1.2489082969432317,2.2907348242811505,1.1112611483495305,4708063.156499999,0.0810326872894676,-1232.3954607856042,-0.0094900445716689,0.694976458165911,128630.22497645816
CRMD,2025-05-30,2025-06-02,2025-07-02,12.14,12.144516957954792,11.59,13893,168723.7740968659,2062451.4301,0.0003720723191754,0.0003720723191754,0.016361478542909,3.720723191754765,0.1776061776061777,0.2261306532663316,1.2761194029850742,0.5599520779525279,10312257.1505,0.0581746604326861,-7703.904096865931,-0.0456598611434749,9.500214328902077,161029.3702143289
CRMD,2025-06-30,2025-07-01,2025-07-31,12.35,12.355503224339454,11.6,13033,161029.2735228161,2041604.1918,0.0004456052096724,0.0004456052096724,0.0157747788890307,4.456052096724986,0.8306092124814264,0.4861278648974669,1.9686746987951804,1.0951372587246913,10208020.959,0.0709575292051351,-9846.473522816112,-0.0611471026814324,0.0966915127937682,151182.89669151278
AEHR,2025-10-31,2025-11-03,2025-12-03,25.99,26.00328609222297,24.61,8507,221209.9547865408,2436890.2241000007,0.0005112001624844,0.0005112001624844,0.0181551021542826,5.112001624844728,0.3756613756613758,1.9850746268656716,0.6883116883116882,1.0163492302795785,12184451.120500002,0.0758779794300016,-11852.684786540824,-0.05358115460029,5.982897748530377,209363.2528977485
AEHR,2025-09-30,2025-10-01,2025-10-30,29.63,29.64004631206251,25.5,8674,257097.7617108302,1998030.9727,0.0003390587938748,0.0003390587938748,0.0257351127408606,3.390587938748501,1.0794198895027622,3.130315500685871,1.300229182582124,1.8366548575902524,9990154.8635,0.0422685676502647,-35910.7617108302,-0.1396774576015979,28.937684289354365,221215.93768428933
CRMD,2025-02-28,2025-03-03,2025-04-01,10.21,10.213609782706325,6.03,12594,128630.20160340345,580017.4766,0.000353553644106,0.000353553644106,0.0443539054572699,3.535536441060792,0.0412060301507537,0.679092382495948,1.9348441926345608,0.8850475350937542,2900087.3830000004,0.0335752566344206,-52688.381603403446,-0.4096112806061975,0.0233730547188315,75941.84337305473
