date,equity,event
,100000.0,initial
2025-02-04,129862.62043724376,exit_CRMD
2025-03-05,128630.22497645816,exit_CRMD
2025-04-01,75941.84337305473,exit_CRMD
2025-05-01,121871.57093866295,exit_CRMD
2025-06-02,168733.27431119484,exit_CRMD
2025-07-02,161029.3702143289,exit_CRMD
2025-07-31,151182.89669151278,exit_CRMD
2025-09-02,190469.55859324874,exit_CRMD
2025-10-01,257126.69939511956,exit_AEHR
2025-10-30,221215.93768428935,exit_AEHR
2025-12-03,209363.25289774852,exit_AEHR
