source_run_id,regime_label,trade_count,gross_return_sum,net_return_sum,median_net_return,net_win_rate,promotion_allowed
LOWVOL-TRADABILITY-BACKTEST-001,MIXED_NORMAL,2,-0.0306144938,-0.1306144938,-0.0653072469,0.0,False
LOWVOL-TRADABILITY-BACKTEST-001,QUIET_RANGE,1,0.0314685315,-0.0185314685,-0.0185314685,0.0,False
LOWVOL-TRADABILITY-BACKTEST-001,TREND_DOWN,27,-0.318762948,-1.668762948,-0.0798245614,0.185185,False
LOWVOL-TRADABILITY-BACKTEST-001,TREND_UP,13,0.1617147105,-0.4882852895,-0.0478165939,0.384615,False
LOWVOL-TRADABILITY-BACKTEST-001,VOLATILITY_SHOCK,6,-0.3099632618,-0.6099632618,-0.1105906383,0.166667,False
