symbol,sleeve,signal_date,entry_date,exit_date,entry_price,exit_price,score,gross_return,cost_return,net_return,per_trade_weight,weighted_net_return,forced_end_of_history_exit,provider_query_performed,family,regime_label,selection_policy,split
AAPX,mean_reversion_5d,2025-04-04,2025-04-07,2025-04-22,15.119692,18.397943,-0.2669527265079522,0.21681995903091145,0.05,0.16681995903091146,0.2,0.03336399180618229,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
AAPB,mean_reversion_5d,2025-04-04,2025-04-07,2025-04-22,15.238862,18.832933,-0.2667478329533429,0.23584904174603083,0.05,0.18584904174603084,0.2,0.03716980834920617,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
BSCP-202512,volatility_compression_20d,2025-04-04,2025-04-07,2025-05-06,20.075125,20.15366,0.0004248062453108727,0.003912055342121024,0.05,-0.04608794465787898,0.2,-0.009217588931575796,False,False,volatility_compression_20d,DRAWDOWN_STRESS,predeclared_family_map,is
CKPT-202505,dollar_volume_shock_20d,2025-04-04,2025-04-07,2025-04-22,3.99,4.04,10.8788182134573,0.012531328320801949,0.05,-0.037468671679198054,0.2,-0.0074937343358396115,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
BECN-202504,dollar_volume_shock_20d,2025-04-04,2025-04-07,2025-04-22,122.0,123.94,6.721203603671788,0.015901639344262364,0.05,-0.03409836065573764,0.2,-0.006819672131147528,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
AZEK-202506,dollar_volume_shock_20d,2025-04-04,2025-04-07,2025-04-22,45.0,47.3,2.357291122075777,0.05111111111111111,0.05,0.0011111111111111044,0.2,0.00022222222222222088,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
CFLT-202603,mean_reversion_5d,2025-05-05,2025-05-06,2025-05-20,19.52,21.84,-0.1801577418015774,0.11885245901639352,0.05,0.06885245901639352,0.2,0.013770491803278703,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
ABCL,mean_reversion_5d,2025-05-05,2025-05-06,2025-05-20,2.18,2.09,-0.15444015444015446,-0.041284403669724856,0.05,-0.09128440366972486,0.2,-0.018256880733944974,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
AD,mean_reversion_5d,2025-05-05,2025-05-06,2025-05-20,33.679676,35.514435,-0.14796959304539714,0.05447674140333181,0.05,0.004476741403331805,0.2,0.000895348280666361,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
ABR,mean_reversion_5d,2025-05-05,2025-05-06,2025-05-20,8.682012,8.840808,-0.11207647222065686,0.018290230421243336,0.05,-0.031709769578756666,0.2,-0.006341953915751333,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
AAPX,mean_reversion_5d,2025-05-05,2025-05-06,2025-05-20,17.960842,19.500628,-0.11035159158803731,0.08573016788411136,0.05,0.03573016788411136,0.2,0.007146033576822273,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,is
BSCP-202512,volatility_compression_20d,2025-05-05,2025-05-06,2025-06-04,20.15366,20.225485,0.00047782683390921175,0.0035638687960399817,0.05,-0.04643613120396002,0.2,-0.009287226240792005,False,False,volatility_compression_20d,DRAWDOWN_STRESS,predeclared_family_map,is
ABEO,dollar_volume_shock_20d,2025-05-05,2025-05-06,2025-05-20,6.25,6.42,4.8508143662115675,0.02719999999999989,0.05,-0.022800000000000112,0.2,-0.004560000000000022,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
ACT,dollar_volume_shock_20d,2025-05-05,2025-05-06,2025-05-20,35.38325,35.98822,3.260311233519591,0.01709763800668407,0.05,-0.032902361993315934,0.2,-0.006580472398663187,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
ABAT,dollar_volume_shock_20d,2025-05-05,2025-05-06,2025-05-20,1.47,1.39,1.7047977542097557,-0.054421768707483054,0.05,-0.10442176870748306,0.2,-0.020884353741496612,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,is
ABTC,momentum_60d,2025-06-03,2025-06-04,2025-07-03,5.5,6.5499997,3.786324786324786,0.19090903636363632,0.05,0.14090903636363633,0.2,0.028181807272727268,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ADCT,momentum_60d,2025-06-03,2025-06-04,2025-07-03,3.53,2.85,0.951086956521739,-0.19263456090651554,0.05,-0.24263456090651553,0.2,-0.04852691218130311,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACOG,momentum_60d,2025-06-03,2025-06-04,2025-07-03,9.82,10.465,0.8436911487758945,0.06568228105906315,0.05,0.01568228105906315,0.2,0.00313645621181263,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACHR,mean_reversion_5d,2025-06-03,2025-06-04,2025-06-18,9.76,10.2,-0.10989010989010983,0.04508196721311464,0.05,-0.004918032786885365,0.2,-0.000983606557377073,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AAOI,mean_reversion_5d,2025-06-03,2025-06-04,2025-06-18,17.43,19.77,-0.0969827586206895,0.13425129087779686,0.05,0.08425129087779686,0.2,0.016850258175559372,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABX,mean_reversion_5d,2025-06-03,2025-06-04,2025-06-18,7.305559,5.5107,-0.05911330236851531,-0.24568400583719874,0.05,-0.2956840058371987,0.2,-0.059136801167439745,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AMWD-202605,mean_reversion_5d,2025-06-03,2025-06-04,2025-06-18,55.35,50.27,-0.04881426345854245,-0.09177958446251122,0.05,-0.1417795844625112,0.2,-0.028355916892502244,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-06-03,2025-06-04,2025-07-03,20.225485,20.30726,0.00033910675856653087,0.004043166331981762,0.05,-0.04595683366801824,0.2,-0.009191366733603648,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-06-03,2025-06-04,2025-07-03,22.56414,22.649069,0.0004620606438725961,0.003763892618996456,0.05,-0.04623610738100355,0.2,-0.009247221476200709,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABTC,dollar_volume_shock_20d,2025-06-03,2025-06-04,2025-06-18,5.5,4.265,176.52386097451196,-0.2245454545454546,0.05,-0.2745454545454546,0.2,-0.05490909090909092,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AVDX-202510,dollar_volume_shock_20d,2025-06-03,2025-06-04,2025-06-18,9.78,9.79,6.464187892907041,0.0010224948875254825,0.05,-0.04897750511247452,0.2,-0.009795501022494905,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ADCT,dollar_volume_shock_20d,2025-06-03,2025-06-04,2025-06-18,3.53,3.03,4.8930425496345835,-0.14164305949008504,0.05,-0.19164305949008503,0.2,-0.038328611898017007,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABTC,momentum_60d,2025-07-02,2025-07-03,2025-08-01,5.6,5.25,6.948369565217391,-0.06249999999999989,0.05,-0.11249999999999989,0.2,-0.02249999999999998,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
CDTX-202601,momentum_60d,2025-07-02,2025-07-03,2025-08-01,47.46,62.9,1.913572732805843,0.3253265908133165,0.05,0.2753265908133165,0.2,0.0550653181626633,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
AAOI,momentum_60d,2025-07-02,2025-07-03,2025-08-01,26.76,21.53,1.471296296296296,-0.195440956651719,0.05,-0.245440956651719,0.2,-0.049088191330343804,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
ADCT,momentum_60d,2025-07-02,2025-07-03,2025-08-01,2.83,2.69,1.3728813559322033,-0.04946996466431097,0.05,-0.09946996466431098,0.2,-0.019893992932862196,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
ACHV,mean_reversion_5d,2025-07-02,2025-07-03,2025-07-18,2.29,2.68,-0.4052631578947369,0.17030567685589526,0.05,0.12030567685589526,0.2,0.024061135371179054,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
EHAB-202605,mean_reversion_5d,2025-07-02,2025-07-03,2025-07-18,7.67,6.75,-0.17978723404255326,-0.11994784876140807,0.05,-0.16994784876140806,0.2,-0.033989569752281616,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
ACRS,mean_reversion_5d,2025-07-02,2025-07-03,2025-07-18,1.46,1.61,-0.11042944785276065,0.10273972602739745,0.05,0.052739726027397446,0.2,0.01054794520547949,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
AVDL-202602,mean_reversion_5d,2025-07-02,2025-07-03,2025-07-18,8.89,10.83,-0.0667372881355931,0.21822272215972993,0.05,0.16822272215972994,0.2,0.03364454443194599,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-07-02,2025-07-03,2025-08-01,20.30726,20.369816,0.00047162351576566906,0.003080474667680466,0.05,-0.04691952533231954,0.2,-0.009383905066463909,False,False,volatility_compression_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-07-02,2025-07-03,2025-08-01,22.658882,22.716528,0.0004755367540362657,0.00254407962405212,0.05,-0.04745592037594788,0.2,-0.009491184075189577,False,False,volatility_compression_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
CDTX-202601,dollar_volume_shock_20d,2025-07-02,2025-07-03,2025-07-18,47.46,59.96,13.93017855533269,0.26337968815844914,0.05,0.21337968815844915,0.2,0.042675937631689836,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
DHIL-202604,dollar_volume_shock_20d,2025-07-02,2025-07-03,2025-07-18,146.83083,143.67715,4.123913916526486,-0.0214783230470057,0.05,-0.0714783230470057,0.2,-0.01429566460940114,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
CTLP-202605,dollar_volume_shock_20d,2025-07-02,2025-07-03,2025-07-18,11.05,11.11,4.063843711368418,0.005429864253393646,0.05,-0.04457013574660636,0.2,-0.008914027149321272,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
ABVX,momentum_60d,2025-07-31,2025-08-01,2025-08-29,69.69,81.03,9.08005617977528,0.16272061988807573,0.05,0.11272061988807573,0.2,0.022544123977615148,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
DALN-202509,momentum_60d,2025-07-31,2025-08-01,2025-08-29,14.81,14.9,2.308035714285714,0.006076975016880537,0.05,-0.043923024983119466,0.2,-0.008784604996623894,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABTC,momentum_60d,2025-07-31,2025-08-01,2025-08-29,5.2999997,7.7,2.2727270743801777,0.452830270914921,0.05,0.402830270914921,0.2,0.08056605418298421,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
CDTX-202601,momentum_60d,2025-07-31,2025-08-01,2025-08-29,62.18,65.39,1.9446511627906977,0.05162431650048238,0.05,0.0016243165004823784,0.2,0.0003248633000964757,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABAT,mean_reversion_5d,2025-07-31,2025-08-01,2025-08-15,2.1,2.77,-0.35608308605341255,0.319047619047619,0.05,0.26904761904761904,0.2,0.05380952380952381,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
CFLT-202603,mean_reversion_5d,2025-07-31,2025-08-01,2025-08-15,17.53,17.79,-0.3336466165413534,0.014831717056474458,0.05,-0.035168282943525545,0.2,-0.007033656588705109,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ECDA-202603,mean_reversion_5d,2025-07-31,2025-08-01,2025-08-15,30.019999,29.640001,-0.3141432456935629,-0.012658161647506994,0.05,-0.062658161647507,0.2,-0.0125316323295014,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABVC,mean_reversion_5d,2025-07-31,2025-08-01,2025-08-15,2.39,3.3,-0.2615384615384616,0.38075313807531375,0.05,0.33075313807531376,0.2,0.06615062761506275,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABSI,mean_reversion_5d,2025-07-31,2025-08-01,2025-08-15,2.75,2.93,-0.19373219373219364,0.06545454545454543,0.05,0.01545454545454543,0.2,0.003090909090909086,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-07-31,2025-08-01,2025-08-29,20.369816,20.441881,0.00032375799536572293,0.003537832644143535,0.05,-0.04646216735585647,0.2,-0.009292433471171294,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-07-31,2025-08-01,2025-08-29,22.701754,22.807978,0.0003478937667421569,0.004679109816800864,0.05,-0.04532089018319914,0.2,-0.009064178036639827,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABVEF,dollar_volume_shock_20d,2025-07-31,2025-08-01,2025-08-15,1.66,1.82,425.49064239316965,0.09638554216867479,0.05,0.046385542168674784,0.2,0.009277108433734957,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABVX,dollar_volume_shock_20d,2025-07-31,2025-08-01,2025-08-15,69.69,70.44,90.32342717358185,0.01076194575979339,0.05,-0.03923805424020661,0.2,-0.007847610848041323,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
DALN-202509,dollar_volume_shock_20d,2025-07-31,2025-08-01,2025-08-15,14.81,14.93,29.80736158230706,0.008102633355840494,0.05,-0.04189736664415951,0.2,-0.008379473328831903,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
CRGX-202508,dollar_volume_shock_20d,2025-07-31,2025-08-01,2025-08-15,4.47,4.54,5.1074815284197985,0.015659955257270708,0.05,-0.034340044742729295,0.2,-0.006868008948545859,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABVX,momentum_60d,2025-08-28,2025-08-29,2025-09-29,82.0,83.33,9.54780361757106,0.016219512195121855,0.05,-0.03378048780487815,0.2,-0.00675609756097563,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
CDTX-202601,momentum_60d,2025-08-28,2025-08-29,2025-09-29,65.36,95.26,1.799570815450644,0.457466340269278,0.05,0.407466340269278,0.2,0.08149326805385561,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
ABCL,momentum_60d,2025-08-28,2025-08-29,2025-09-29,4.3,4.87,0.8614718614718613,0.13255813953488382,0.05,0.08255813953488382,0.2,0.016511627906976765,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
DVAX-202602,mean_reversion_5d,2025-08-28,2025-08-29,2025-09-15,10.3,9.36,-0.062100456621004496,-0.09126213592233023,0.05,-0.14126213592233022,0.2,-0.028252427184466047,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
ABSI,mean_reversion_5d,2025-08-28,2025-08-29,2025-09-15,2.47,2.62,-0.03515624999999989,0.06072874493927127,0.05,0.01072874493927127,0.2,0.002145748987854254,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-08-28,2025-08-29,2025-09-29,20.441881,20.510744,0.00023324807702194194,0.0033687213030935137,0.05,-0.04663127869690649,0.2,-0.009326255739381298,False,False,volatility_compression_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-08-28,2025-08-29,2025-09-29,22.803036,22.892656,0.00032189763884821063,0.003930178420101571,0.05,-0.04606982157989843,0.2,-0.009213964315979687,False,False,volatility_compression_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
ACDC,dollar_volume_shock_20d,2025-08-28,2025-08-29,2025-09-15,4.19,3.71,2.2454112527591072,-0.11455847255369933,0.05,-0.16455847255369932,0.2,-0.032911694510739865,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
DAY-202602,dollar_volume_shock_20d,2025-08-28,2025-08-29,2025-09-15,69.65,68.91,2.1428341390265313,-0.010624551328069054,0.05,-0.06062455132806906,0.2,-0.012124910265613811,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
ABVX,momentum_60d,2025-09-26,2025-09-29,2025-10-27,83.5,94.84,9.675257731958764,0.13580838323353306,0.05,0.08580838323353306,0.2,0.017161676646706613,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABXXF,momentum_60d,2025-09-26,2025-09-29,2025-10-27,22.8,24.525,1.4138460030596547,0.07565789473684204,0.05,0.025657894736842032,0.2,0.005131578947368407,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABAT,momentum_60d,2025-09-26,2025-09-29,2025-10-27,4.83,5.39,1.3297872340425534,0.1159420289855071,0.05,0.06594202898550709,0.2,0.01318840579710142,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACAD,mean_reversion_5d,2025-09-26,2025-09-29,2025-10-13,21.27,20.06,-0.138001638001638,-0.05688763516690176,0.05,-0.10688763516690176,0.2,-0.021377527033380354,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
EB-202603,mean_reversion_5d,2025-09-26,2025-09-29,2025-10-13,2.71,2.42,-0.11513157894736847,-0.1070110701107011,0.05,-0.1570110701107011,0.2,-0.03140221402214022,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AAOI,mean_reversion_5d,2025-09-26,2025-09-29,2025-10-13,26.3,29.1,-0.11107278371852358,0.10646387832699622,0.05,0.05646387832699622,0.2,0.011292775665399244,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AAL,mean_reversion_5d,2025-09-26,2025-09-29,2025-10-13,11.4,11.74,-0.0915662650602409,0.029824561403508865,0.05,-0.020175438596491138,0.2,-0.0040350877192982275,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACH,mean_reversion_5d,2025-09-26,2025-09-29,2025-10-13,4.79,4.59,-0.08969465648854968,-0.04175365344467641,0.05,-0.09175365344467641,0.2,-0.018350730688935283,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-09-26,2025-09-29,2025-10-27,20.505787,20.57871,0.00033049235803706077,0.0035562156185471316,0.05,-0.04644378438145287,0.2,-0.009288756876290575,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-09-26,2025-09-29,2025-10-27,22.872808,22.953373,0.00033501360264037776,0.0035223047384476125,0.05,-0.04647769526155239,0.2,-0.009295539052310479,False,False,volatility_compression_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ADBG,dollar_volume_shock_20d,2025-09-26,2025-09-29,2025-10-13,11.54,10.04,6.9518578251148835,-0.12998266897746968,0.05,-0.17998266897746967,0.2,-0.03599653379549394,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABTC,dollar_volume_shock_20d,2025-09-26,2025-09-29,2025-10-13,6.81,6.03,5.4343995132147285,-0.1145374449339206,0.05,-0.16453744493392058,0.2,-0.03290748898678412,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AL-202604,dollar_volume_shock_20d,2025-09-26,2025-09-29,2025-10-13,63.1268,63.067207,3.8358689963322723,-0.0009440206061450684,0.05,-0.05094402060614507,0.2,-0.010188804121229016,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
APLT-202602,momentum_60d,2025-10-24,2025-10-27,2025-11-24,1.38,0.2583,2.0444444444444447,-0.8128260869565218,0.05,-0.8628260869565219,0.2,-0.17256521739130437,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABVEF,momentum_60d,2025-10-24,2025-10-27,2025-11-24,4.88,2.41,1.7678571428571432,-0.5061475409836065,0.05,-0.5561475409836065,0.2,-0.11122950819672131,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABAT,momentum_60d,2025-10-24,2025-10-27,2025-11-24,5.96,3.52,1.7557603686635948,-0.4093959731543624,0.05,-0.45939597315436237,0.2,-0.09187919463087248,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABXXF,momentum_60d,2025-10-24,2025-10-27,2025-11-24,24.17,32.7,1.632497273718648,0.3529168390566819,0.05,0.30291683905668193,0.2,0.060583367811336386,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
AARD,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,11.0,10.44,-0.1647150663544107,-0.050909090909090904,0.05,-0.1009090909090909,0.2,-0.020181818181818183,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABVEF,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,4.88,2.69,-0.11931818181818177,-0.44877049180327866,0.05,-0.49877049180327865,0.2,-0.09975409836065574,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ACET,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,14.2544,10.5104,-0.101010101010101,-0.26265574138511616,0.05,-0.31265574138511615,0.2,-0.06253114827702323,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
CDTX-202601,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,95.0,103.79,-0.08274231678486987,0.09252631578947379,0.05,0.04252631578947379,0.2,0.008505263157894757,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-10-24,2025-10-27,2025-11-24,20.57871,20.651398,0.00028607653682557777,0.003532194194874272,0.05,-0.04646780580512573,0.2,-0.009293561161025147,False,False,volatility_compression_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-10-24,2025-10-27,2025-11-24,22.943417,23.010693,0.0002949347489035688,0.002932257213474232,0.05,-0.04706774278652577,0.2,-0.009413548557305154,False,False,volatility_compression_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ATXS-202601,dollar_volume_shock_20d,2025-10-24,2025-10-27,2025-11-10,12.59,12.61,14.23720196988789,0.001588562351072298,0.05,-0.048411437648927705,0.2,-0.009682287529785541,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABFL,dollar_volume_shock_20d,2025-10-24,2025-10-27,2025-11-10,72.962654,72.25515,7.640806428887242,-0.009696796391205798,0.05,-0.0596967963912058,0.2,-0.011939359278241161,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ACET,dollar_volume_shock_20d,2025-10-24,2025-10-27,2025-11-10,14.2544,10.5104,7.633292065634169,-0.26265574138511616,0.05,-0.31265574138511615,0.2,-0.06253114827702323,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABVEF,dollar_volume_shock_20d,2025-10-24,2025-10-27,2025-11-10,4.88,2.69,6.368660188490455,-0.44877049180327866,0.05,-0.49877049180327865,0.2,-0.09975409836065574,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABAT,dollar_volume_shock_20d,2025-10-24,2025-10-27,2025-11-10,5.96,4.28,5.827887384350503,-0.2818791946308724,0.05,-0.3318791946308724,0.2,-0.06637583892617448,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
CDTX-202601,momentum_60d,2025-11-21,2025-11-24,2025-12-23,219.6,220.86,2.3627165414686493,0.005737704918032938,0.05,-0.044262295081967065,0.2,-0.008852459016393413,False,False,momentum_60d,RISK_OFF,predeclared_family_map,oos
ABXXF,momentum_60d,2025-11-21,2025-11-24,2025-12-23,32.995,37.25,1.1246666666666667,0.1289589331716927,0.05,0.07895893317169271,0.2,0.015791786634338542,False,False,momentum_60d,RISK_OFF,predeclared_family_map,oos
ACM,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,103.21896,99.58366,-0.22468558497895852,-0.03521930467038226,0.05,-0.08521930467038226,0.2,-0.017043860934076453,False,False,mean_reversion_5d,RISK_OFF,predeclared_family_map,oos
ACDC,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,3.27,4.49,-0.15183246073298418,0.3730886850152906,0.05,0.3230886850152906,0.2,0.06461773700305812,False,False,mean_reversion_5d,RISK_OFF,predeclared_family_map,oos
DVS-202603,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,3.58,4.66,-0.12745098039215685,0.3016759776536313,0.05,0.2516759776536313,0.2,0.05033519553072627,False,False,mean_reversion_5d,RISK_OFF,predeclared_family_map,oos
ABX,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,5.60772,7.64,-0.11297710428183938,0.36240753817950977,0.05,0.3124075381795098,0.2,0.06248150763590196,False,False,mean_reversion_5d,RISK_OFF,predeclared_family_map,oos
CFLT-202603,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,20.89,29.9,-0.11030042918454941,0.43130684538056485,0.05,0.38130684538056486,0.2,0.07626136907611297,False,False,mean_reversion_5d,RISK_OFF,predeclared_family_map,oos
BSCP-202512,volatility_compression_20d,2025-11-21,2025-11-24,2025-12-15,20.641413,20.675,0.00027266716893902394,0.0016271657371518256,0.05,-0.04837283426284818,0.2,-0.009674566852569635,True,False,volatility_compression_20d,RISK_OFF,predeclared_family_map,oos
BSJP-202512,volatility_compression_20d,2025-11-21,2025-11-24,2025-12-15,23.010693,23.04,0.0004102220931601339,0.0012736252663054781,0.05,-0.048726374733694525,0.2,-0.009745274946738906,True,False,volatility_compression_20d,RISK_OFF,predeclared_family_map,oos
DENN-202601,dollar_volume_shock_20d,2025-11-21,2025-11-24,2025-12-09,6.14,6.19,5.260348234063329,0.008143322475570258,0.05,-0.041856677524429745,0.2,-0.00837133550488595,False,False,dollar_volume_shock_20d,RISK_OFF,predeclared_family_map,oos
CSGS-202605,dollar_volume_shock_20d,2025-11-21,2025-11-24,2025-12-09,77.24628,75.81836,4.116775526789428,-0.018485291459990005,0.05,-0.06848529145999001,0.2,-0.013697058291998002,False,False,dollar_volume_shock_20d,RISK_OFF,predeclared_family_map,oos
CDTX-202601,dollar_volume_shock_20d,2025-11-21,2025-11-24,2025-12-09,219.6,220.29,2.9180738604853937,0.0031420765027321274,0.05,-0.046857923497267875,0.2,-0.009371584699453575,False,False,dollar_volume_shock_20d,RISK_OFF,predeclared_family_map,oos
CDTX-202601,momentum_60d,2025-12-22,2025-12-23,2026-01-06,220.85,221.38,1.4404663241063038,0.002399818881593907,0.05,-0.047600181118406096,0.2,-0.00952003622368122,True,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
