date,period_net_return,cumulative_weighted_net_return,drawdown
2024-10-25 00:00:00,-0.08248452246117786,-0.08248452246117786,0.0
2024-11-08 00:00:00,0.088377832720038,0.0058933102588601405,0.0
2024-11-14 00:00:00,-0.00858115777525538,-0.0026878475163952392,-0.00858115777525538
2024-11-22 00:00:00,-0.1475826005382116,-0.15027044805460682,-0.15616375831346696
2024-12-09 00:00:00,-0.09787949577256538,-0.2481499438271722,-0.25404325408603234
2024-12-11 00:00:00,-0.009817933545744222,-0.25796787737291643,-0.2638611876317766
2024-12-13 00:00:00,-0.019629150604386532,-0.27759702797730296,-0.2834903382361631
2024-12-23 00:00:00,-0.19455103717046812,-0.4721480651477711,-0.4780413754066312
2025-01-08 00:00:00,-0.1412739696500738,-0.6134220347978449,-0.619315345056705
2025-01-24 00:00:00,-0.24642094327005232,-0.8598429780678971,-0.8657362883267572
2025-02-07 00:00:00,-0.1923938950660139,-1.0522368731339111,-1.0581301833927712
2025-02-24 00:00:00,-0.3701381761062988,-1.4223750492402099,-1.42826835949907
2025-03-10 00:00:00,0.002159219688765474,-1.4202158295514444,-1.4261091398103045
2025-03-24 00:00:00,-0.11767196579173216,-1.5378877953431767,-1.5437811056020367
2025-04-07 00:00:00,-0.1007685313796273,-1.638656326722804,-1.6445496369816641
2025-04-17 00:00:00,-0.009058823529411777,-1.6477151502522158,-1.653608460511076
2025-04-22 00:00:00,0.07363889238913873,-1.5740762578630771,-1.5799695681219372
2025-05-06 00:00:00,-0.009217588931575796,-1.583293846794653,-1.589187157053513
2025-05-20 00:00:00,-0.03481178712908879,-1.6181056339237416,-1.6239989441826017
2025-06-04 00:00:00,-0.009287226240792005,-1.6273928601645336,-1.6332861704233936
2025-06-18 00:00:00,-0.17465927027136252,-1.802052130435896,-1.8079454406947562
2025-07-03 00:00:00,-0.03564723690656757,-1.8376993673424638,-1.8435926776013238
2025-07-18 00:00:00,0.05373030112929035,-1.7839690662131733,-1.7898623764720334
2025-08-01 00:00:00,-0.05529195524219616,-1.8392610214553695,-1.8451543317142296
2025-08-15 00:00:00,0.08966778690560501,-1.7495932345497645,-1.7554865448086245
2025-08-29 00:00:00,0.07629382495626082,-1.6732994095935037,-1.6791927198523637
2025-09-15 00:00:00,-0.07114328297296546,-1.744442692566469,-1.7503360028253292
2025-09-29 00:00:00,0.07270857834449576,-1.6717341142219733,-1.6776274244808334
2025-10-13 00:00:00,-0.14296561070186192,-1.8146997249238352,-1.8205930351826953
2025-10-27 00:00:00,0.016897365462575385,-1.7978023594612598,-1.8036956697201199
2025-11-10 00:00:00,-0.42424453403348256,-2.2220468934947424,-2.2279402037536027
2025-11-24 00:00:00,-0.33379766212589207,-2.5558445556206344,-2.5617378658794947
2025-12-09 00:00:00,0.20521196981538534,-2.3506325858052493,-2.3565258960641096
2025-12-15 00:00:00,-0.019419841799308543,-2.370052427604558,-2.375945737863418
2025-12-23 00:00:00,0.0069393276179451294,-2.3631130999866126,-2.369006410245473
2025-12-24 00:00:00,-0.0021801912076752222,-2.3652932911942877,-2.371186601453148
2026-01-05 00:00:00,0.016213592233009697,-2.349079698961278,-2.354973009220138
2026-01-06 00:00:00,-0.00952003622368122,-2.358599735184959,-2.3644930454438193
2026-01-08 00:00:00,-0.07952683821778744,-2.4381265734027466,-2.444019883661607
2026-01-22 00:00:00,-0.01435458786936236,-2.452481161272109,-2.4583744715309694
2026-02-06 00:00:00,-0.14547381536837833,-2.5979549766404872,-2.6038482868993476
2026-02-23 00:00:00,-0.03576611883691527,-2.6337210954774024,-2.6396144057362627
2026-03-09 00:00:00,-0.07144349848459747,-2.705164593962,-2.7110579042208602
2026-03-23 00:00:00,0.03078634174013567,-2.674378252221864,-2.6802715624807245
2026-03-26 00:00:00,-0.02423728813559322,-2.698615540357457,-2.7045088506163175
2026-04-07 00:00:00,-0.022947292947110634,-2.721562833304568,-2.7274561435634284
2026-04-21 00:00:00,0.11562899906454628,-2.605933834240022,-2.611827144498882
2026-05-05 00:00:00,-0.031297673336776834,-2.6372315075767987,-2.643124817835659
2026-05-19 00:00:00,-0.0016833850082071861,-2.6389148925850057,-2.644808202843866
2026-06-03 00:00:00,0.1779992458375515,-2.460915646747454,-2.4668089570063145
2026-06-05 00:00:00,0.001539036122979462,-2.4593766106244748,-2.465269920883335
