period,drawdown
2021-08-27,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-02,-0.0016322
2021-09-03,0.0
2021-09-07,0.0
2021-09-10,0.0
2021-09-20,0.0
2021-09-21,-0.00036679
2021-09-22,-0.00100146
2021-09-24,-0.00254421
2021-09-27,-0.00462111
2021-10-08,-0.00153194
2021-10-18,0.0
2021-10-19,-0.00200215
2021-10-20,0.0
2021-10-21,-0.00067344
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,-0.00487991
2021-11-02,-0.00543402
2021-11-03,-0.01424952
2021-11-09,-0.01230764
2021-11-10,-0.02137894
2021-11-11,-0.02276166
2021-11-18,-0.02444176
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-26,0.0
2021-11-29,-0.00015175
2021-11-30,-0.00655107
2021-12-01,-0.01233093
2021-12-02,-0.0146698
2021-12-03,0.0
2021-12-06,0.0
2021-12-07,-0.00175752
2021-12-08,-0.00438195
2021-12-09,-0.01240815
2021-12-10,-0.00105272
2021-12-13,-0.0058067
2021-12-14,-0.00705675
2021-12-15,-0.00750106
2021-12-16,-0.00887763
2021-12-20,-0.01761092
2021-12-21,-0.02001145
2021-12-22,-0.02168484
2021-12-23,-0.02313907
2021-12-27,-0.02442554
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,-0.00390278
2022-01-03,-0.00604316
2022-01-05,-0.00505796
2022-01-07,-0.00589072
2022-01-10,-0.00668544
2022-01-11,-0.00854424
2022-01-12,-0.00623276
2022-01-13,-0.00841514
2022-01-14,-0.0080142
2022-01-18,-0.00859563
2022-01-19,-0.01972128
2022-01-20,-0.02779743
2022-01-21,-0.04032468
2022-01-26,-0.04242583
2022-01-27,-0.08412988
2022-01-28,-0.11186203
2022-01-31,-0.13651662
2022-02-01,-0.13934348
2022-02-02,-0.16160512
2022-02-03,-0.18649895
2022-02-04,-0.24663281
2022-02-07,-0.25782749
2022-02-08,-0.26604865
2022-02-09,-0.2608924
2022-02-10,-0.26783245
2022-02-11,-0.27307148
2022-02-14,-0.28738223
2022-02-16,-0.28813422
2022-02-17,-0.29062718
2022-02-18,-0.29570196
2022-02-22,-0.30979211
2022-02-23,-0.31303853
2022-02-24,-0.32019635
2022-02-25,-0.32061021
2022-02-28,-0.3233832
2022-03-01,-0.32665703
2022-03-02,-0.3271651
2022-03-03,-0.38587657
2022-03-04,-0.41784748
2022-03-07,-0.47202924
2022-03-08,-0.52739363
2022-03-09,-0.53310213
2022-03-10,-0.55027812
2022-03-11,-0.60915666
2022-03-14,-0.6485759
2022-03-15,-0.70170047
2022-03-16,-0.7373387
2022-03-17,-0.74930138
2022-03-18,-0.78406926
2022-03-21,-0.81119121
2022-03-22,-0.80796764
2022-03-23,-0.81392111
2022-03-24,-0.78171994
2022-03-25,-0.76734682
2022-03-28,-0.76879294
2022-03-29,-0.75807011
2022-03-30,-0.78486404
2022-03-31,-0.77882209
2022-04-01,-0.79438106
2022-04-04,-0.79901643
2022-04-05,-0.74469128
2022-04-06,-0.72451091
2022-04-07,-0.7398069
2022-04-08,-0.7738317
2022-04-11,-0.8541709
2022-04-12,-0.85782703
2022-04-13,-0.85959432
2022-04-14,-0.88259505
2022-04-18,-0.90367443
2022-04-19,-0.93151854
2022-04-20,-0.95049064
2022-04-21,-0.99072996
2022-04-22,-1.05677038
2022-04-25,-1.11840343
2022-04-26,-1.17606682
2022-04-27,-1.23734574
2022-04-28,-1.28477898
2022-04-29,-1.32595663
2022-05-02,-1.40299874
2022-05-03,-1.43947544
2022-05-04,-1.44655311
2022-05-05,-1.45499392
2022-05-06,-1.63084923
2022-05-09,-1.7519225
2022-05-10,-1.7613441
2022-05-11,-1.80604448
2022-05-12,-1.86020556
2022-05-16,-1.97769341
2022-05-17,-1.99622176
2022-05-18,-2.00375969
2022-05-19,-2.00794316
2022-05-20,-2.04423684
2022-05-23,-2.1134732
2022-05-24,-2.1243224
2022-05-25,-2.15497674
2022-05-26,-2.20834988
2022-05-27,-2.22399745
2022-05-31,-2.2285898
2022-06-01,-2.286067
2022-06-02,-2.34595525
2022-06-03,-2.38364151
2022-06-06,-2.4486848
2022-06-07,-2.51551906
2022-06-08,-2.53875042
2022-06-09,-2.52016066
2022-06-10,-2.52155445
2022-06-13,-2.58118549
2022-06-14,-2.65039832
2022-06-15,-2.97259017
2022-06-16,-3.3705448
2022-06-17,-3.57130518
2022-06-21,-3.81919608
2022-06-22,-4.21462832
2022-06-23,-4.73322418
2022-06-24,-5.11468725
2022-06-27,-5.3997722
2022-06-28,-5.40447433
2022-06-29,-5.45213153
2022-06-30,-5.55803068
2022-07-01,-5.61433303
2022-07-05,-5.73449241
2022-07-06,-5.84860607
2022-07-07,-5.88852226
2022-07-08,-5.92954055
2022-07-11,-5.99573644
2022-07-12,-6.04466336
2022-07-13,-6.11090651
2022-07-14,-6.16720676
2022-07-15,-6.24581534
2022-07-18,-6.27892382
2022-07-19,-6.22726664
2022-07-20,-6.21189216
2022-07-21,-6.21039029
2022-07-22,-6.21909485
2022-07-25,-6.20149471
2022-07-26,-6.18192318
2022-07-27,-6.19679103
2022-07-28,-6.19392497
2022-07-29,-6.17044986
2022-08-01,-6.17727662
2022-08-02,-6.17540172
2022-08-03,-6.20521562
2022-08-04,-6.19352591
2022-08-05,-6.19882542
2022-08-08,-6.19663676
2022-08-09,-6.10939118
2022-08-10,-6.02959068
2022-08-11,-5.96225455
2022-08-12,-5.95310584
2022-08-15,-5.91344347
2022-08-16,-5.85388696
2022-08-17,-5.81628039
2022-08-18,-5.65806997
2022-08-19,-5.52478102
2022-08-22,-5.49748524
2022-08-23,-5.40398512
2022-08-24,-5.29628735
2022-08-25,-5.19964292
2022-08-26,-5.09574943
2022-08-29,-5.01747389
2022-08-30,-4.99275231
2022-08-31,-5.1669018
2022-09-01,-5.15796543
2022-09-02,-5.17013252
2022-09-06,-5.2891591
2022-09-07,-5.33913783
2022-09-08,-5.35881642
2022-09-09,-5.42091728
2022-09-12,-5.40400503
2022-09-13,-5.43629862
2022-09-14,-5.44266065
2022-09-15,-5.59291976
2022-09-16,-5.64138327
2022-09-19,-5.64009755
2022-09-20,-5.66792489
2022-09-21,-5.85678715
2022-09-22,-5.95469415
2022-09-23,-6.00849854
2022-09-26,-6.03575979
2022-09-27,-6.0741561
2022-09-28,-6.23177632
2022-09-29,-6.26381613
2022-09-30,-6.33489008
2022-10-03,-6.47651058
2022-10-04,-6.54800288
2022-10-05,-6.56305866
2022-10-06,-6.58317007
2022-10-07,-6.6073147
2022-10-10,-6.68108995
2022-10-11,-6.66529784
2022-10-12,-6.79737136
2022-10-13,-7.04357721
2022-10-14,-7.08068333
2022-10-17,-7.18727808
2022-10-18,-7.22927258
2022-10-19,-7.31299874
2022-10-20,-7.47094296
2022-10-21,-7.5493739
2022-10-24,-7.69840788
2022-10-25,-7.76054463
2022-10-26,-7.74287921
2022-10-27,-7.72764578
2022-10-28,-7.68374065
2022-10-31,-7.78874514
2022-11-01,-7.86398373
2022-11-02,-8.070154
2022-11-03,-8.20173623
2022-11-04,-8.24322754
2022-11-07,-8.37692415
2022-11-08,-8.47544815
2022-11-09,-8.60579348
2022-11-10,-8.58639437
2022-11-11,-8.6071287
2022-11-14,-8.5422043
2022-11-15,-8.53932095
2022-11-16,-8.29510741
2022-11-17,-8.15669737
2022-11-18,-8.05653924
2022-11-21,-7.98584081
2022-11-22,-7.91973361
2022-11-23,-7.86440005
2022-11-25,-7.78099199
2022-11-28,-7.75329972
2022-11-29,-7.68192264
2022-11-30,-7.48184035
2022-12-01,-7.47592028
2022-12-02,-7.44791163
2022-12-05,-7.25340683
2022-12-06,-7.31354382
2022-12-07,-7.25969675
2022-12-08,-7.27437458
2022-12-09,-7.2496209
2022-12-12,-7.15101917
2022-12-13,-7.15021532
2022-12-14,-7.07744903
2022-12-15,-7.05575457
2022-12-16,-7.05848453
2022-12-19,-7.02980346
2022-12-20,-7.05123697
2022-12-21,-7.05842464
2022-12-22,-7.04506235
2022-12-23,-7.10528232
2022-12-27,-7.12435275
2022-12-28,-7.13647468
2022-12-29,-7.10698806
2022-12-30,-6.97014371
2023-01-03,-6.90819469
2023-01-04,-6.87514846
2023-01-05,-6.79003494
2023-01-06,-6.83947118
2023-01-09,-6.68627191
2023-01-10,-6.65154341
2023-01-11,-6.52726205
2023-01-12,-6.50522983
2023-01-13,-5.73341845
2023-01-17,-5.50999988
2023-01-18,-5.3805115
2023-01-19,-5.31603232
2023-01-20,-5.18331234
2023-01-23,-5.09818467
2023-01-24,-5.02182445
2023-01-25,-4.47413533
2023-01-26,-3.84508397
2023-01-27,-3.11869951
2023-01-30,-3.01212036
2023-01-31,-2.90867232
2023-02-01,-2.7613663
2023-02-02,-2.43518822
2023-02-03,-2.27894713
2023-02-06,-2.18845956
2023-02-07,-2.08614987
2023-02-08,-1.62119998
2023-02-09,-1.5296292
2023-02-10,-1.52050114
2023-02-13,-1.4942537
2023-02-14,-1.36009992
2023-02-15,-1.17591847
2023-02-16,-0.94414954
2023-02-17,-0.74542062
2023-02-21,-0.67576634
2023-02-22,-0.63875454
2023-02-23,-0.52475258
2023-02-24,-0.35199199
2023-02-27,-0.26128831
2023-02-28,-0.1752004
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,-0.00070411
2023-03-31,-0.05406358
2023-04-03,-0.10604262
2023-04-04,-0.11554067
2023-04-05,-0.10403595
2023-04-06,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,-0.02844716
2023-04-21,-0.01450679
2023-04-24,-0.02781249
2023-04-25,-0.08741645
2023-04-26,-0.08777981
2023-04-27,-0.07249033
2023-04-28,-0.05403846
2023-05-01,0.0
2023-05-02,-0.03987416
2023-05-03,-0.09281036
2023-05-04,-0.13130439
2023-05-05,-0.0674855
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
