period,portfolio_return,cumulative_net_return,drawdown
2021-04-01,-1.356e-05,15.48565431,-1.356e-05
2021-04-05,0.01179114,15.49744544,0.0
2021-04-06,-0.0303702,15.46707524,-0.0303702
2021-04-07,-0.03249945,15.43457579,-0.06286965
2021-04-08,-0.00012575,15.43445004,-0.0629954
2021-04-09,0.00377674,15.43822678,-0.05921866
2021-04-12,0.00108674,15.43931352,-0.05813193
2021-04-13,0.00601526,15.44532878,-0.05211666
2021-04-14,0.00161557,15.44694435,-0.05050109
2021-04-15,0.00196002,15.44890438,-0.04854106
2021-04-20,0.00036694,15.44927131,-0.04817413
2021-04-21,-0.00108701,15.4481843,-0.04926114
2021-04-22,-0.01972909,15.42845521,-0.06899023
2021-04-23,0.01069455,15.43914976,-0.05829568
2021-04-26,0.0079976,15.44714736,-0.05029808
2021-04-27,0.00086629,15.44801365,-0.04943179
2021-04-28,0.00430173,15.45231538,-0.04513006
2021-04-29,0.0220537,15.47436908,-0.02307636
2021-04-30,-0.00258136,15.47178771,-0.02565773
2021-05-03,0.01248893,15.48427664,-0.0131688
2021-05-04,-0.00034015,15.48393649,-0.01350895
2021-05-06,-0.00097747,15.48295901,-0.01448643
2021-05-07,0.01036601,15.49332502,-0.00412042
2021-05-10,0.00570974,15.49903476,0.0
2021-05-11,0.0044052,15.50343996,0.0
2021-05-12,-0.00113595,15.50230401,-0.00113595
2021-05-13,0.0003461,15.50265011,-0.00078985
2021-05-17,-0.00285364,15.49979648,-0.00364349
2021-05-21,0.01570718,15.51550365,0.0
2021-05-28,0.01656236,15.53206601,0.0
2021-06-02,0.00198785,15.53405387,0.0
2021-06-03,-0.00083781,15.53321605,-0.00083781
2021-06-04,-0.00065851,15.53255755,-0.00149632
2021-06-07,0.00464437,15.53720192,0.0
2021-06-08,0.01568775,15.55288967,0.0
2021-06-09,-0.00631287,15.5465768,-0.00631287
2021-06-11,0.0003355,15.5469123,-0.00597737
2021-06-14,0.01406,15.5609723,0.0
2021-06-15,0.00165609,15.56262838,0.0
2021-06-16,0.00148801,15.5641164,0.0
2021-06-17,0.01963827,15.58375467,0.0
2021-06-18,0.00134349,15.58509816,0.0
2021-06-21,0.00147045,15.58656861,0.0
2021-06-22,0.00196627,15.58853488,0.0
2021-06-23,0.00185815,15.59039303,0.0
2021-06-24,0.00193861,15.59233165,0.0
2021-06-25,0.00319179,15.59552344,0.0
2021-06-28,0.00142238,15.59694582,0.0
2021-06-29,0.0078105,15.60475632,0.0
2021-07-01,0.00052184,15.60527815,0.0
2021-07-02,0.01427775,15.6195559,0.0
2021-07-06,0.04755057,15.66710647,0.0
2021-07-07,0.0615333,15.72863977,0.0
2021-07-08,0.06235727,15.79099704,0.0
2021-07-09,0.01607865,15.80707569,0.0
2021-07-12,0.02279058,15.82986627,0.0
2021-07-13,0.05659223,15.8864585,0.0
2021-07-14,0.00717476,15.89363326,0.0
2021-07-15,0.00791962,15.90155289,0.0
2021-07-16,0.03034105,15.93189394,0.0
2021-07-19,-0.00054292,15.93135102,-0.00054292
2021-07-20,-0.00064294,15.93070808,-0.00118586
2021-07-22,0.00064679,15.93135486,-0.00053908
2021-07-28,0.0177513,15.94910616,0.0
2021-08-03,-0.00019865,15.94890751,-0.00019865
2021-08-04,-0.00171669,15.94719083,-0.00191534
2021-08-05,-0.00170907,15.94548175,-0.00362441
2021-08-11,0.01389962,15.95938138,0.0
2021-08-13,0.00154465,15.96092603,0.0
2021-08-16,0.0036381,15.96456413,0.0
2021-08-17,0.00105664,15.96562077,0.0
2021-08-18,0.01783362,15.98345438,0.0
2021-08-19,0.00130788,15.98476226,0.0
2021-08-23,-0.00084269,15.98391958,-0.00084269
2021-08-26,0.00388189,15.98780147,0.0
2021-08-27,0.00040099,15.98820245,0.0
2021-08-30,0.03419916,16.02240162,0.0
2021-08-31,0.03246165,16.05486327,0.0
2021-09-02,-0.0016322,16.05323107,-0.0016322
2021-09-03,0.01264703,16.06587809,0.0
2021-09-07,0.0116525,16.07753059,0.0
2021-09-10,0.01407802,16.09160861,0.0
2021-09-20,0.0015923,16.09320092,0.0
2021-09-21,-0.00036679,16.09283413,-0.00036679
2021-09-22,-0.00063468,16.09219945,-0.00100146
2021-09-24,-0.00154275,16.0906567,-0.00254421
2021-09-27,-0.0020769,16.0885798,-0.00462111
2021-10-08,0.00308917,16.09166898,-0.00153194
2021-10-18,0.00284644,16.09451542,0.0
2021-10-19,-0.00200215,16.09251327,-0.00200215
2021-10-20,0.00220834,16.09472161,0.0
2021-10-21,-0.00067344,16.09404817,-0.00067344
2021-10-25,0.00239577,16.09644394,0.0
2021-10-26,0.00345135,16.09989529,0.0
2021-10-27,0.00842072,16.10831601,0.0
2021-10-28,-0.00487991,16.1034361,-0.00487991
2021-11-02,-0.00055411,16.10288199,-0.00543402
2021-11-03,-0.0088155,16.09406649,-0.01424952
2021-11-09,0.00194189,16.09600838,-0.01230764
2021-11-10,-0.0090713,16.08693707,-0.02137894
2021-11-11,-0.00138273,16.08555435,-0.02276166
2021-11-18,-0.00168009,16.08387426,-0.02444176
2021-11-22,0.06436537,16.14823963,0.0
2021-11-23,0.0004016,16.14864123,0.0
2021-11-24,0.00339905,16.15204028,0.0
2021-11-26,0.0513558,16.20339608,0.0
2021-11-29,-0.00015175,16.20324433,-0.00015175
2021-11-30,-0.00639932,16.19684501,-0.00655107
2021-12-01,-0.00577986,16.19106515,-0.01233093
2021-12-02,-0.00233888,16.18872628,-0.0146698
2021-12-03,0.03285599,16.22158227,0.0
2021-12-06,0.02011026,16.24169253,0.0
2021-12-07,-0.00175752,16.23993501,-0.00175752
2021-12-08,-0.00262442,16.23731059,-0.00438195
2021-12-09,-0.00802621,16.22928438,-0.01240815
2021-12-10,0.01135543,16.24063981,-0.00105272
2021-12-13,-0.00475397,16.23588584,-0.0058067
2021-12-14,-0.00125005,16.23463579,-0.00705675
2021-12-15,-0.00044431,16.23419148,-0.00750106
2021-12-16,-0.00137657,16.2328149,-0.00887763
2021-12-20,-0.00873329,16.22408161,-0.01761092
2021-12-21,-0.00240053,16.22168108,-0.02001145
2021-12-22,-0.00167339,16.2200077,-0.02168484
2021-12-23,-0.00145424,16.21855346,-0.02313907
2021-12-27,-0.00128646,16.217267,-0.02442554
2021-12-28,0.04253859,16.25980559,0.0
2021-12-29,0.03099231,16.29079791,0.0
2021-12-30,0.02620969,16.31700759,0.0
2021-12-31,-0.00390277,16.31310482,-0.00390278
2022-01-03,-0.00214039,16.31096443,-0.00604316
2022-01-05,0.0009852,16.31194963,-0.00505796
2022-01-07,-0.00083276,16.31111687,-0.00589072
2022-01-10,-0.00079471,16.31032216,-0.00668544
2022-01-11,-0.0018588,16.30846336,-0.00854424
2022-01-12,0.00231148,16.31077483,-0.00623276
2022-01-13,-0.00218238,16.30859245,-0.00841514
2022-01-14,0.00040094,16.30899339,-0.0080142
2022-01-18,-0.00058143,16.30841196,-0.00859563
2022-01-19,-0.01112565,16.29728631,-0.01972128
2022-01-20,-0.00807615,16.28921016,-0.02779743
2022-01-21,-0.01252725,16.27668291,-0.04032468
2022-01-26,-0.00210115,16.27458177,-0.04242583
2022-01-27,-0.04170405,16.23287772,-0.08412988
2022-01-28,-0.02773215,16.20514557,-0.11186203
2022-01-31,-0.0246546,16.18049097,-0.13651662
2022-02-01,-0.00282685,16.17766412,-0.13934348
2022-02-02,-0.02226164,16.15540248,-0.16160512
2022-02-03,-0.02489383,16.13050865,-0.18649895
2022-02-04,-0.06013387,16.07037478,-0.24663281
2022-02-07,-0.01119468,16.0591801,-0.25782749
2022-02-08,-0.00822116,16.05095894,-0.26604865
2022-02-09,0.00515625,16.05611519,-0.2608924
2022-02-10,-0.00694005,16.04917515,-0.26783245
2022-02-11,-0.00523904,16.04393611,-0.27307148
2022-02-14,-0.01431075,16.02962536,-0.28738223
2022-02-16,-0.00075199,16.02887337,-0.28813422
2022-02-17,-0.00249296,16.02638041,-0.29062718
2022-02-18,-0.00507478,16.02130564,-0.29570196
2022-02-22,-0.01409015,16.00721549,-0.30979211
2022-02-23,-0.00324643,16.00396906,-0.31303853
2022-02-24,-0.00715782,15.99681124,-0.32019635
2022-02-25,-0.00041385,15.99639739,-0.32061021
2022-02-28,-0.002773,15.99362439,-0.3233832
2022-03-01,-0.00327383,15.99035056,-0.32665703
2022-03-02,-0.00050807,15.98984249,-0.3271651
2022-03-03,-0.05871146,15.93113103,-0.38587657
2022-03-04,-0.03197092,15.89916011,-0.41784748
2022-03-07,-0.05418176,15.84497835,-0.47202924
2022-03-08,-0.05536438,15.78961396,-0.52739363
2022-03-09,-0.0057085,15.78390546,-0.53310213
2022-03-10,-0.01717599,15.76672948,-0.55027812
2022-03-11,-0.05887855,15.70785093,-0.60915666
2022-03-14,-0.03941924,15.66843169,-0.6485759
2022-03-15,-0.05312457,15.61530712,-0.70170047
2022-03-16,-0.03563823,15.57966889,-0.7373387
2022-03-17,-0.01196268,15.56770621,-0.74930138
2022-03-18,-0.03476787,15.53293833,-0.78406926
2022-03-21,-0.02712195,15.50581638,-0.81119121
2022-03-22,0.00322357,15.50903995,-0.80796764
2022-03-23,-0.00595347,15.50308648,-0.81392111
2022-03-24,0.03220117,15.53528765,-0.78171994
2022-03-25,0.01437311,15.54966077,-0.76734682
2022-03-28,-0.00144611,15.54821465,-0.76879294
2022-03-29,0.01072283,15.55893748,-0.75807011
2022-03-30,-0.02679393,15.53214355,-0.78486404
2022-03-31,0.00604195,15.5381855,-0.77882209
2022-04-01,-0.01555897,15.52262653,-0.79438106
2022-04-04,-0.00463536,15.51799117,-0.79901643
2022-04-05,0.05432515,15.57231632,-0.74469128
2022-04-06,0.02018036,15.59249668,-0.72451091
2022-04-07,-0.01529599,15.57720069,-0.7398069
2022-04-08,-0.03402479,15.5431759,-0.7738317
2022-04-11,-0.0803392,15.4628367,-0.8541709
2022-04-12,-0.00365614,15.45918056,-0.85782703
2022-04-13,-0.00176729,15.45741327,-0.85959432
2022-04-14,-0.02300072,15.43441255,-0.88259505
2022-04-18,-0.02107938,15.41333317,-0.90367443
2022-04-19,-0.02784412,15.38548905,-0.93151854
2022-04-20,-0.0189721,15.36651695,-0.95049064
2022-04-21,-0.04023931,15.32627764,-0.99072996
2022-04-22,-0.06604042,15.26023722,-1.05677038
2022-04-25,-0.06163306,15.19860416,-1.11840343
2022-04-26,-0.05766339,15.14094077,-1.17606682
2022-04-27,-0.06127892,15.07966185,-1.23734574
2022-04-28,-0.04743324,15.03222861,-1.28477898
2022-04-29,-0.04117765,14.99105096,-1.32595663
2022-05-02,-0.07704211,14.91400885,-1.40299874
2022-05-03,-0.0364767,14.87753215,-1.43947544
2022-05-04,-0.00707767,14.87045448,-1.44655311
2022-05-05,-0.00844081,14.86201367,-1.45499392
2022-05-06,-0.17585531,14.68615836,-1.63084923
2022-05-09,-0.12107327,14.56508509,-1.7519225
2022-05-10,-0.0094216,14.55566349,-1.7613441
2022-05-11,-0.04470038,14.51096311,-1.80604448
2022-05-12,-0.05416109,14.45680203,-1.86020556
2022-05-16,-0.11748784,14.33931419,-1.97769341
2022-05-17,-0.01852835,14.32078584,-1.99622176
2022-05-18,-0.00753794,14.3132479,-2.00375969
2022-05-19,-0.00418346,14.30906444,-2.00794316
2022-05-20,-0.03629369,14.27277075,-2.04423684
2022-05-23,-0.06923636,14.20353439,-2.1134732
2022-05-24,-0.0108492,14.19268519,-2.1243224
2022-05-25,-0.03065434,14.16203085,-2.15497674
2022-05-26,-0.05337314,14.10865772,-2.20834988
2022-05-27,-0.01564757,14.09301014,-2.22399745
2022-05-31,-0.00459235,14.08841779,-2.2285898
2022-06-01,-0.0574772,14.03094059,-2.286067
2022-06-02,-0.05988825,13.97105234,-2.34595525
2022-06-03,-0.03768626,13.93336608,-2.38364151
2022-06-06,-0.06504329,13.86832279,-2.4486848
2022-06-07,-0.06683426,13.80148853,-2.51551906
2022-06-08,-0.02323136,13.77825717,-2.53875042
2022-06-09,0.01858976,13.79684693,-2.52016066
2022-06-10,-0.00139379,13.79545315,-2.52155445
2022-06-13,-0.05963104,13.73582211,-2.58118549
2022-06-14,-0.06921283,13.66660927,-2.65039832
2022-06-15,-0.32219185,13.34441742,-2.97259017
2022-06-16,-0.39795463,12.9464628,-3.3705448
2022-06-17,-0.20076039,12.74570241,-3.57130518
2022-06-21,-0.2478909,12.49781151,-3.81919608
2022-06-22,-0.39543224,12.10237928,-4.21462832
2022-06-23,-0.51859586,11.58378341,-4.73322418
2022-06-24,-0.38146307,11.20232034,-5.11468725
2022-06-27,-0.28508495,10.91723539,-5.3997722
2022-06-28,-0.00470213,10.91253326,-5.40447433
2022-06-29,-0.0476572,10.86487606,-5.45213153
2022-06-30,-0.10589915,10.75897691,-5.55803068
2022-07-01,-0.05630236,10.70267456,-5.61433303
2022-07-05,-0.12015938,10.58251518,-5.73449241
2022-07-06,-0.11411366,10.46840153,-5.84860607
2022-07-07,-0.0399162,10.42848533,-5.88852226
2022-07-08,-0.04101829,10.38746704,-5.92954055
2022-07-11,-0.06619589,10.32127115,-5.99573644
2022-07-12,-0.04892692,10.27234423,-6.04466336
2022-07-13,-0.06624315,10.20610108,-6.11090651
2022-07-14,-0.05630025,10.14980083,-6.16720676
2022-07-15,-0.07860858,10.07119225,-6.24581534
2022-07-18,-0.03310848,10.03808377,-6.27892382
2022-07-19,0.05165718,10.08974095,-6.22726664
2022-07-20,0.01537448,10.10511543,-6.21189216
2022-07-21,0.00150187,10.1066173,-6.21039029
2022-07-22,-0.00870456,10.09791274,-6.21909485
2022-07-25,0.01760014,10.11551288,-6.20149471
2022-07-26,0.01957153,10.13508441,-6.18192318
2022-07-27,-0.01486785,10.12021656,-6.19679103
2022-07-28,0.00286606,10.12308262,-6.19392497
2022-07-29,0.02347512,10.14655774,-6.17044986
2022-08-01,-0.00682677,10.13973097,-6.17727662
2022-08-02,0.00187491,10.14160588,-6.17540172
2022-08-03,-0.0298139,10.11179197,-6.20521562
2022-08-04,0.01168971,10.12348168,-6.19352591
2022-08-05,-0.00529951,10.11818217,-6.19882542
2022-08-08,0.00218866,10.12037084,-6.19663676
2022-08-09,0.08724557,10.20761641,-6.10939118
2022-08-10,0.0798005,10.28741691,-6.02959068
2022-08-11,0.06733614,10.35475305,-5.96225455
2022-08-12,0.00914871,10.36390175,-5.95310584
2022-08-15,0.03966237,10.40356412,-5.91344347
2022-08-16,0.05955651,10.46312063,-5.85388696
2022-08-17,0.03760657,10.5007272,-5.81628039
2022-08-18,0.15821042,10.65893762,-5.65806997
2022-08-19,0.13328895,10.79222657,-5.52478102
2022-08-22,0.02729578,10.81952235,-5.49748524
2022-08-23,0.09350013,10.91302247,-5.40398512
2022-08-24,0.10769777,11.02072025,-5.29628735
2022-08-25,0.09664442,11.11736467,-5.19964292
2022-08-26,0.10389349,11.22125816,-5.09574943
2022-08-29,0.07827554,11.2995337,-5.01747389
2022-08-30,0.02472158,11.32425528,-4.99275231
2022-08-31,-0.17414949,11.15010579,-5.1669018
2022-09-01,0.00893637,11.15904217,-5.15796543
2022-09-02,-0.01216709,11.14687507,-5.17013252
2022-09-06,-0.11902658,11.02784849,-5.2891591
2022-09-07,-0.04997873,10.97786976,-5.33913783
2022-09-08,-0.01967859,10.95819117,-5.35881642
2022-09-09,-0.06210086,10.89609032,-5.42091728
2022-09-12,0.01691224,10.91300256,-5.40400503
2022-09-13,-0.03229359,10.88070897,-5.43629862
2022-09-14,-0.00636203,10.87434694,-5.44266065
2022-09-15,-0.15025911,10.72408783,-5.59291976
2022-09-16,-0.04846351,10.67562432,-5.64138327
2022-09-19,0.00128572,10.67691004,-5.64009755
2022-09-20,-0.02782734,10.6490827,-5.66792489
2022-09-21,-0.18886226,10.46022044,-5.85678715
2022-09-22,-0.097907,10.36231344,-5.95469415
2022-09-23,-0.05380439,10.30850905,-6.00849854
2022-09-26,-0.02726125,10.2812478,-6.03575979
2022-09-27,-0.03839631,10.24285149,-6.0741561
2022-09-28,-0.15762021,10.08523127,-6.23177632
