reference_run,symbol,signal_date,entry_date,exit_date,yfinance_entry_price,yfinance_exit_price,yfinance_return_pct,databento_status,databento_rows,entry_date_open,exit_date_close,databento_fields,databento_payload_sha256,polygon_status,polygon_result_count,polygon_active,polygon_primary_exchange,polygon_payload_sha256,entry_delta_pct,exit_delta_pct,return_delta,sensitivity_class,raw_response_path
multiyear_2022_2024_risk_sizing,CRMD,2024-04-11,2024-04-12,2024-04-19,6.5044,5.28000020980835,-0.1882417732906418,pass,7,6.45,5.27,ts_event|rtype|publisher_id|instrument_id|open|high|low|close|volume|symbol,3fe62d2348ab5cc64347232b094be403a3831c8238bbb14e9115a21782ea560e,OK,1,True,XNAS,9ef585bdcc5b4448f3441cc61998547930590343c4e737b2beaf7b05ebfb2f8f,-0.008363569276182314,-0.0018939790551093516,0.005296036856533182,provider_stable_for_selected_fields,RAW_RESPONSE_RETENTION_NOT_ENABLED
