fold,period,target_exit_config,feature_set,model_type,probability_variant,signal_quality_config,signal_rank_column,market_exposure_config,symbol_selection_config,selected_symbols,selected_symbol_count,train_end,validation_start,validation_end,test_start,test_end,threshold,selected_for_test,strategy_return,buy_and_hold_return,excess_return,max_drawdown,sharpe,profit_factor,win_rate,beats_buy_and_hold,total_signals_before_rank,rank_filtered_signals,total_signals,executable_signals,avg_risk_fraction_on_signals,strong_market_signals,symbols_with_signals,closed_trades
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,positive_validation_strategy,AAPL,1,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,0.024580157326878398,0.5393779423449088,-0.5147977850180304,-0.013841508928838842,0.9375681130346605,1.6754969380410778,0.6,False,7,0,7,7,0.01,4,1,5
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,positive_validation_strategy,NVDA,1,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.005120952902067802,2.45944818796878,-2.4543272350667125,-0.02775696998760868,0.18142091482257694,1.8581789384692564,0.6,False,19,0,19,19,0.010000000000000002,14,1,5
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,0.01,3,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.06067330671863294,1.168131203196476,-1.1074578964778432,-0.02898114803406504,1.1874930480534311,2.448336433463176,0.6017262708052181,False,608,0,608,585,0.01,415,8,119
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.03585733004715144,1.168131203196476,-1.1322738731493247,-0.02751980145364223,0.7016929331220971,2.9428868764210776,0.5186785130718954,False,438,0,438,419,0.009999999999999998,305,8,85
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.025642119554965103,1.168131203196476,-1.142489083641511,-0.01895242301600837,0.7886039018713727,3.8485933276544473,0.6173669467787114,False,176,0,176,169,0.009999999999999998,131,7,44
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0018542362973333914,1.168131203196476,-1.1699854394938096,-0.017554188164422627,-0.23897164248009636,0.5399123664576129,0.4428571428571429,False,48,0,48,46,0.01,39,7,21
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0014122546921060894,1.168131203196476,-1.16671894850437,-0.004606065603346365,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,0.010000000000000004,17,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,large_cap_stocks_only,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,TSLA",8,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,0.00011513462522505491,1.168131203196476,-1.168016068571251,-0.0021751762547006503,0.060889549629970535,0.0,0.5,False,4,0,4,4,0.01,3,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0841623531163406,0.3982595952445914,-0.31409724212825085,-0.03769583886331629,1.5133227767368993,2.292415841061497,0.6219806763285023,False,203,0,203,198,0.009999999999999998,104,2,41
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.02032352703506476,0.3982595952445914,-0.3779360682095267,-0.04004544411113531,0.4991915950062951,1.3637247193693902,0.5,False,80,0,80,80,0.009999999999999998,24,2,21
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.017981660071373046,0.3982595952445914,-0.3802779351732184,-0.014207331449552052,0.6794043158420701,1.8219122878697473,0.8,False,15,0,15,15,0.01,1,2,7
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.00014021901311047258,0.3982595952445914,-0.3983998142577019,-0.009463694712887272,-0.009716114765049836,1.0688412453824852,0.5,False,2,0,2,2,0.01,0,1,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0,0.3982595952445914,-0.3982595952445914,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,default_1pct,index_etfs_only,"QQQ,SPY",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,0.0,0.3982595952445914,-0.3982595952445914,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.07930450732098424,1.014156881606099,-0.9348523742851149,-0.0303554643361705,1.3631230221137085,2.625419386899133,0.6186691662310857,False,1077,0,1077,1042,0.01,699,10,183
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.027483153403634684,1.014156881606099,-0.9866737282024645,-0.015777980741033825,0.9231012901309792,3.8838598106442355,0.6749999999999999,False,140,0,140,133,0.01,94,9,40
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,META,QQQ,SPY,TSLA",7,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.09416491759247529,0.935014766207582,-0.8408498486151067,-0.03269084358920671,1.5549099259640395,2.640611073880583,0.6331054284061803,False,838,0,838,813,0.009999999999999998,556,7,131
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,META,QQQ,SPY,TSLA",7,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.09416491759247529,0.935014766207582,-0.8408498486151067,-0.03269084358920671,1.5549099259640395,2.640611073880583,0.6331054284061803,False,838,0,838,813,0.009999999999999998,556,7,131
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,META,QQQ,SPY,TSLA",7,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.09681406880833689,0.935014766207582,-0.838200697399245,-0.030633765158513442,1.6424542997130556,3.06590071630269,0.6385570974801403,False,788,0,788,765,0.009999999999999998,516,7,125
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_7_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,META,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.1072252389717255,0.8952082322501191,-0.7879829932783936,-0.03583454874722645,1.738439765625674,2.8450976556820917,0.6532706766917293,False,651,0,651,634,0.01,425,5,98
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,META,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.1072252389717255,0.8952082322501191,-0.7879829932783936,-0.03583454874722645,1.738439765625674,2.8450976556820917,0.6532706766917293,False,651,0,651,634,0.01,425,5,98
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,META,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.10635723677926642,0.8952082322501191,-0.7888509954708527,-0.0337990394004698,1.7492935133183753,2.873617848666264,0.6509177355152588,False,615,0,615,599,0.01,397,5,95
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,META,QQQ",3,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.11875183306302568,0.9751189472330637,-0.8563671141700381,-0.0369887693187592,1.8197645107458011,3.0827073571945696,0.6661654135338346,False,414,0,414,406,0.009999999999999997,276,3,60
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,META,QQQ",3,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.11875183306302568,0.9751189472330637,-0.8563671141700381,-0.0369887693187592,1.8197645107458011,3.0827073571945696,0.6661654135338346,False,414,0,414,406,0.009999999999999997,276,3,60
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,META,QQQ",3,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.11730516274226054,0.9751189472330637,-0.8578137844908031,-0.03359625374083145,1.837854090233636,3.13024101216819,0.6622438449063837,False,378,0,378,371,0.009999999999999998,248,3,57
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_3_by_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,GOOGL,MSFT,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.07681575444694812,0.49458287949464586,-0.4177671250476977,-0.03553468457361453,1.2922516397444401,2.2251330362570623,0.6099624060150376,False,682,0,682,666,0.009999999999999998,431,5,105
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,GOOGL,MSFT,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.07681575444694812,0.49458287949464586,-0.4177671250476977,-0.03553468457361453,1.2922516397444401,2.2251330362570623,0.6099624060150376,False,682,0,682,666,0.009999999999999998,431,5,105
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,GOOGL,MSFT,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.07812951504621303,0.49458287949464586,-0.41645336444843284,-0.03246886708631151,1.32625852926488,2.245517304214106,0.6147243107769423,False,652,0,652,636,0.01,410,5,104
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_excess,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,META,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.1072252389717255,0.8952082322501191,-0.7879829932783936,-0.03583454874722645,1.738439765625674,2.8450976556820917,0.6532706766917293,False,651,0,651,634,0.01,425,5,98
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,META,QQQ,SPY",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.1072252389717255,0.8952082322501191,-0.7879829932783936,-0.03583454874722645,1.738439765625674,2.8450976556820917,0.6532706766917293,False,651,0,651,634,0.01,425,5,98
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,META,QQQ,TSLA",5,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.10420415129016766,1.1053062215919052,-1.0011020703017375,-0.03104646707172991,1.801333473803296,3.469451249726725,0.653190462787986,False,489,0,489,474,0.010000000000000002,330,5,82
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,top_5_by_validation_sharpe,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.07930450732098424,1.014156881606099,-0.9348523742851149,-0.0303554643361705,1.3631230221137085,2.625419386899133,0.6186691662310857,False,1077,0,1077,1042,0.01,699,10,183
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,NVDA",2,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0500873854126846,1.4994130651568445,-1.4493256797441598,-0.027212293294538725,1.1363419887212023,2.789902021843692,0.5791666666666666,False,97,0,97,95,0.009999999999999998,64,2,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,default_1pct,positive_validation_strategy,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
