variant,run_id,strategy_return,buy_and_hold_return,excess_return,max_drawdown,win_rate,validation_roc_auc,test_roc_auc,total_signals,symbols_with_signals,primary_bottlenecks,recommended_threshold
no_news,20260508_173007_no_news,0.01042246212136773,0.4804665448965119,-0.4700440827751441,-0.002569248109423894,0.7380952380952381,0.5079989228520241,0.6506938878386894,36,4,"{""model_probability_filter"": 6, ""passes_signal_stack"": 4}",0.55
news,20260508_173026_news,0.0037653621297333447,0.4804665448965119,-0.47670118276677853,-0.0019585474261352267,0.6,0.5455433918437183,0.6485383742911153,23,1,"{""model_probability_filter"": 9, ""passes_signal_stack"": 1}",0.55
