fold,period,target_exit_config,feature_set,model_type,probability_variant,train_end,validation_start,validation_end,test_start,test_end,threshold,selected_for_test,strategy_return,buy_and_hold_return,excess_return,max_drawdown,sharpe,profit_factor,win_rate,beats_buy_and_hold,total_signals,executable_signals,symbols_with_signals,closed_trades
wf_2024,validation,fast_1x_stop_2x_tp_5d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,1,1,1,0
wf_2024,validation,fast_1x_stop_2x_tp_5d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,1,1,1,0
wf_2024,validation,fast_1x_stop_2x_tp_5d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,1,1,1,0
wf_2024,validation,fast_1x_stop_2x_tp_5d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,1,1,1,0
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.06145356969837161,1.0141568816060988,-0.9527033119077277,-0.028950968975415835,1.2312275125270418,2.7613310484687963,0.6231403455430915,False,860,826,10,169
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.033542430746456985,1.0141568816060988,-0.9806144508596422,-0.023547815963570872,0.7747594266657936,2.549984414110529,0.598116883116883,False,487,472,10,108
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.002142040220875526,1.0141568816060988,-1.012014841385224,-0.019971552806571646,0.05741850976467226,1.7338195995541905,0.41680194805194803,False,146,143,8,44
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,0.0038919133848695784,1.0141568816060988,-1.0102649682212297,-0.0065221186665898045,0.3110592979216459,1.5309986470071595,0.5875,False,36,36,4,15
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,-0.0015680835678146831,1.0141568816060988,-1.0157249651739135,-0.0020381417970689597,-1.377258438316245,0.0,0.0,False,6,6,1,2
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,0,0,0,0
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.07601420741830044,1.0141568816060988,-0.9381426741877986,-0.03254942868028525,1.334417062807465,2.3060514251518827,0.6104687671215131,False,1145,1105,10,207
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.07601420741830044,1.0141568816060988,-0.9381426741877986,-0.03254942868028525,1.334417062807465,2.3060514251518827,0.6104687671215131,False,1145,1105,10,207
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.07601420741830044,1.0141568816060988,-0.9381426741877986,-0.03254942868028525,1.334417062807465,2.3060514251518827,0.6104687671215131,False,1145,1105,10,207
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.07921659150233853,1.0141568816060988,-0.9349402901037605,-0.03300953047641544,1.4136137539371958,2.5430016007302614,0.6247187671215131,False,1079,1040,10,203
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,True,0.08071925841113047,1.0141568816060988,-0.9334376231949685,-0.030113387168707595,1.491562645538012,2.8210093305478527,0.6358659532686992,False,1028,990,10,197
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.03875554224229122,1.0141568816060988,-0.9754013393638079,-0.01968337220368389,0.9038781435060418,48.743541798071,0.6320071010860484,False,400,389,10,89
wf_2024,validation,balanced_1_5x_stop_2_25x_tp_10d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.0141568816060988,-1.0141568816060988,0.0,,,,False,0,0,0,0
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.05906359832051028,1.0141568816060988,-0.9550932832855888,-0.027757485367352265,1.309622575709148,5.5015123632886604,0.6051282051282052,False,810,797,10,107
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.05414362067448155,1.0141568816060988,-0.9600132609316174,-0.0232665027022105,1.21380357272832,5.793889627426216,0.6062987012987013,False,538,527,10,80
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.022537177664641295,1.0141568816060988,-0.9916197039414578,-0.01711119484880682,0.5918984069230867,3.8272056291850522,0.529100529100529,False,221,214,9,45
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,0.012371868947057125,1.0141568816060988,-1.0017850126590417,-0.010522553494784814,0.6219322680441629,2.611704529272779,0.7210884353741497,False,71,68,7,17
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0019847458760441513,1.0141568816060988,-1.0121721357300548,-0.004664192222912233,-0.1697427902655175,6.6377418589462165,0.26666666666666666,False,31,30,4,8
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,raw,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,0.0038502578687744245,1.0141568816060988,-1.0103066237373244,-0.0011787959680668592,0.8447766243063496,,1.0,False,9,9,1,2
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.06731304806336588,1.0141568816060988,-0.9468438335427332,-0.02890037577070722,1.3585223272378895,4.37993044699545,0.6125228937728939,False,1145,1127,10,135
wf_2024,validation,patient_2x_stop_4x_tp_15d,baseline,random_forest,isotonic,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.06731304806336588,1.0141568816060988,-0.9468438335427332,-0.02890037577070722,1.3585223272378895,4.37993044699545,0.6125228937728939,False,1145,1127,10,135
