fold,period,target_exit_config,model_objective_config,feature_set,model_config,model_type,probability_variant,signal_quality_config,signal_rank_column,market_exposure_config,symbol_selection_config,selected_symbols,selected_symbol_count,train_end,validation_start,validation_end,test_start,test_end,threshold,selected_for_test,strategy_return,buy_and_hold_return,excess_return,max_drawdown,sharpe,profit_factor,win_rate,beats_buy_and_hold,total_signals_before_rank,rank_filtered_signals,total_signals,executable_signals,avg_risk_fraction_on_signals,strong_market_signals,symbols_with_signals,closed_trades
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0745515396724271,1.014156881606099,-0.9396053419336721,-0.03148786058440273,1.3780734734793192,2.5624025580167085,0.6298448043184885,False,989,0,989,956,0.01,648,10,169
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.04645524508485096,1.014156881606099,-0.9677016365212481,-0.028586632741406305,0.9236131570968364,2.19393675024798,0.6416228070175438,False,688,0,688,662,0.009999999999999998,459,10,125
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.021064194543425792,1.014156881606099,-0.9930926870626735,-0.02140237336660883,0.668904843288392,2.991441023176866,0.53581803091607,False,233,0,233,222,0.01,163,9,64
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,0.0014040726993686113,1.014156881606099,-1.0127528089067304,-0.0051067535102757855,0.2049290497551863,0.8331352579159204,0.5416666666666666,False,36,0,36,34,0.010000000000000002,29,4,10
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,-2.9156718420446976e-05,1.014156881606099,-1.0141860383245196,-0.0037042767735955607,0.16304661640178225,1.1135763750430756,0.625,False,9,0,9,9,0.01,8,2,5
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,True,0.0796521192535829,1.014156881606099,-0.9345047623525163,-0.031909278152506694,1.349275443872687,2.6533505132393627,0.6236608566871725,False,1143,0,1143,1106,0.01,747,10,188
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.07674229192904045,1.014156881606099,-0.9374145896770587,-0.03204299715051547,1.3103701059949773,2.428059268754161,0.6083737753474596,False,1114,0,1114,1078,0.009999999999999998,727,10,187
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.05668790238145175,1.014156881606099,-0.9574689792246474,-0.028794637221692555,1.167574402897825,2.5885004954489697,0.6008061821219716,False,653,0,653,630,0.009999999999999998,416,10,137
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.031056708583527985,1.014156881606099,-0.9831001730225711,-0.02800005443986603,0.6819396013987352,4.6346756330887535,0.5799315880198233,False,384,0,384,370,0.009999999999999998,242,10,93
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.013913788812931977,1.014156881606099,-1.0002430927931671,-0.018479035952378618,0.3827533733490067,2.3596278506971173,0.5925925925925926,False,163,0,163,158,0.01,104,9,44
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,0.006951306549260567,1.014156881606099,-1.0072055750568387,-0.01366853360550937,0.10647029384902854,1.4389758916847337,0.5687074829931973,False,66,0,66,64,0.01,45,7,24
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,-0.0042580298954528846,1.014156881606099,-1.018414911501552,-0.00691993561195976,-0.7955247884805464,0.04745010685489289,0.3333333333333333,False,19,0,19,17,0.010000000000000002,15,5,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,raw,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,-0.002565107096544118,1.014156881606099,-1.0167219887026433,-0.00399149777599519,-1.013283537500986,0.0,0.5,False,11,0,11,11,0.009999999999999998,9,2,4
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,0.01,748,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.07825044509983535,1.014156881606099,-0.9359064365062639,-0.031909278152506694,1.3222404893991166,2.41955299708989,0.6176002506265664,False,1138,0,1138,1101,0.009999999999999998,743,10,189
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.05974848994686183,1.014156881606099,-0.9544083916592372,-0.031261370770103915,1.1429245922858873,2.2335839255836127,0.5848394471026049,False,814,0,814,785,0.009999999999999997,527,10,160
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.023131063833043315,1.014156881606099,-0.9910258177730558,-0.013950340632676306,0.592792458313318,3.2394820968945446,0.6270180436847104,False,134,0,134,130,0.01,90,9,34
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_deeper,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,,0,0,0
wf_2024,test,default_1_5x_stop_3x_tp_10d,tp_before_sl,baseline,random_forest_shallow,random_forest,isotonic,no_quality_rank_filter,,default_1pct,all_symbols,"AAPL,AMD,AMZN,GOOGL,META,MSFT,NVDA,QQQ,SPY,TSLA",10,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,True,0.06474385336402985,0.4804665448965119,-0.415722691532482,-0.040423484198098755,1.0114691275936598,1.7596508869266814,0.5288101065097435,False,1227,0,1227,1168,0.01,867,10,201
