date,run_id,model_path,metadata_path,model_sha256,model_type,calibration_method,min_model_probability,feature_set,train_period,validation_period,test_period,params,metrics
2026-05-08T21:15:38,20260508_211515,experiments\runs\20260508_211515\model.joblib,experiments\runs\20260508_211515\model_metadata.json,1c9c17deb6c98b4fd10e342ce9f7866943b8d737b94a14947599af267a45ba95,random_forest,isotonic,0.25,baseline,2020-2022,2023,2024,"{""max_gap_threshold"": 0.05, ""min_scanner_score"": 70, ""use_news"": false}","{""raw_test_metrics"": {""accuracy"": 0.731401384083045, ""roc_auc"": 0.6546308782294142, ""rows"": 2312.0}, ""raw_validation_metrics"": {""accuracy"": 0.580728051391863, ""roc_auc"": 0.5141977175109705, ""rows"": 2335.0}, ""test_metrics"": {""accuracy"": 0.7742214532871973, ""roc_auc"": 0.6430922108778013, ""rows"": 2312.0}, ""validation_metrics"": {""accuracy"": 0.7464668094218415, ""roc_auc"": 0.5290476578127181, ""rows"": 2335.0}}"
