fold,period,target_exit_config,feature_set,model_type,probability_variant,signal_quality_config,signal_rank_column,train_end,validation_start,validation_end,test_start,test_end,threshold,selected_for_test,strategy_return,buy_and_hold_return,excess_return,max_drawdown,sharpe,profit_factor,win_rate,beats_buy_and_hold,total_signals_before_rank,rank_filtered_signals,total_signals,executable_signals,symbols_with_signals,closed_trades
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.15,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.2,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.25,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.3,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.35,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.4,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.45,False,0.0,-0.44250347900204706,0.44250347900204706,0.0,,,,True,0,0,0,0,0,0
wf_2023,test,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2021-12-31,2022-01-01,2022-12-31,2023-01-01,2023-12-31,0.45,True,0.03364055013399107,1.014156881606099,-0.9805163314721079,-0.032007320246210294,0.7856979986445681,5.682304498460265,0.5938225744843392,False,787,445,342,328,10,106
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.06537111599817447,1.014156881606099,-0.9487857656079246,-0.03072408619991529,1.252658993790125,2.41715231498284,0.6057771519098749,False,811,0,811,783,10,160
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.03275056944473411,1.014156881606099,-0.9814063121613652,-0.030024929985140846,0.6611926654989368,2.6270544450107396,0.5149428104575163,False,518,0,518,499,10,106
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.024110027658246692,1.014156881606099,-0.9900468539478524,-0.018003404702717107,0.7643373271981945,3.5590674648280616,0.6579520697167757,False,191,0,191,184,9,51
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0015114328404888075,1.014156881606099,-1.0156683144465881,-0.015936089474115556,-0.21031470151571555,0.6280671796117582,0.45,False,50,0,50,48,8,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.04297807456192483,1.014156881606099,-0.9711788070441741,-0.03593800527055259,0.9181419056667757,2.6151996167396936,0.6111977861319966,False,811,306,505,488,10,130
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.018678260164603576,1.014156881606099,-0.9954786214414956,-0.032590586526333606,0.5256993611308685,2.629764486528106,0.5176400759734092,False,518,89,429,413,9,102
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.024111682988686663,1.014156881606099,-0.9900451986174126,-0.01770361166750021,0.7661016370638679,3.503220045518718,0.6579520697167757,False,191,5,186,180,9,51
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.002936909278151551,1.014156881606099,-1.017093790884251,-0.0160094800922194,-0.2613201153488413,0.5736823262163145,0.4375,False,50,1,49,47,8,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.025701859630938562,1.014156881606099,-0.9884550219751604,-0.03059003234268266,0.6750922737558978,23.479462853367664,0.5740675990675991,False,811,461,350,337,10,103
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.024187846560602484,1.014156881606099,-0.9899690350454966,-0.027135755968705044,0.7168463055721538,3.143882642109365,0.5408529741863075,False,518,204,314,301,9,86
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.0203753418419331,1.014156881606099,-0.993781539764166,-0.01772246361122918,0.6265472814809261,3.36945987431331,0.6468409586056644,False,191,12,179,173,9,49
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0029888810251989784,1.014156881606099,-1.017145762631298,-0.01534910966846137,-0.36180700318629194,0.5736823262163145,0.4375,False,50,2,48,46,8,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.017580977429709137,1.014156881606099,-0.99657590417639,-0.024769168281810618,0.4578930305906124,22.048824121724273,0.5421052631578946,False,811,632,179,170,9,74
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.01782327961181507,1.014156881606099,-0.996333601994284,-0.023742609942663563,0.5471639272627112,19.97268464357864,0.5666887125220459,False,518,351,167,158,9,66
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.017930348851916134,1.014156881606099,-0.9962265327541828,-0.01614004133582415,0.6187806316440803,3.526084133631799,0.6702441077441077,False,191,66,125,119,9,43
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.002456432169503271,1.014156881606099,-1.0166133137756026,-0.014246745145319584,-0.1925386853463022,0.5637114183683438,0.4857142857142857,False,50,9,41,39,7,20
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,3,20,20,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.022791292094991672,1.014156881606099,-0.9913655895111073,-0.029243544270122823,0.7012123224074567,2.4155893663383936,0.5494932844932845,False,811,461,350,338,10,93
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.025961668100575774,1.014156881606099,-0.9881952135055233,-0.02602918356140731,0.8145094913877954,2.676954785961072,0.5403050108932462,False,518,204,314,302,9,78
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.019732426332103686,1.014156881606099,-0.9944244552739953,-0.018793331073373064,0.6228515335495843,2.6882554979128237,0.6254901960784314,False,191,12,179,173,9,49
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0005393805736831566,1.014156881606099,-1.0146962621797824,-0.014251695036504452,-0.24302128001405365,0.6280671796117582,0.45,False,50,2,48,46,8,22
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.025902888668896135,1.014156881606099,-0.988253992937203,-0.03183001511778335,0.6526215369496933,33.299289433698135,0.5558929958929958,False,811,461,350,337,10,105
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.02258613806664168,1.014156881606099,-0.9915707435394575,-0.02864498370654269,0.6770936796961013,3.1287248811451613,0.5346801346801348,False,518,204,314,301,9,86
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.0203753418419331,1.014156881606099,-0.993781539764166,-0.01772246361122918,0.6265472814809261,3.36945987431331,0.6468409586056644,False,191,12,179,173,9,49
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0029888810251989784,1.014156881606099,-1.017145762631298,-0.01534910966846137,-0.36180700318629194,0.5736823262163145,0.4375,False,50,2,48,46,8,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.025701859630938562,1.014156881606099,-0.9884550219751604,-0.03059003234268266,0.6750922737558978,23.479462853367664,0.5740675990675991,False,811,461,350,337,10,103
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,False,0.024187846560602484,1.014156881606099,-0.9899690350454966,-0.027135755968705044,0.7168463055721538,3.143882642109365,0.5408529741863075,False,518,204,314,301,9,86
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,False,0.0203753418419331,1.014156881606099,-0.993781539764166,-0.01772246361122918,0.6265472814809261,3.36945987431331,0.6468409586056644,False,191,12,179,173,9,49
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,False,-0.0029888810251989784,1.014156881606099,-1.017145762631298,-0.01534910966846137,-0.36180700318629194,0.5736823262163145,0.4375,False,50,2,48,46,8,23
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,False,0.0011298037536848714,1.014156881606099,-1.0130270778524142,-0.0036848524826770925,0.35668064025989177,1.8581789384692564,0.8,False,23,0,23,23,2,6
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,raw,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.7,False,9.210770018004393e-05,1.014156881606099,-1.014064773905919,-0.0017401410037605203,0.060889549629970535,0.0,0.5,False,4,0,4,4,2,2
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.0772309447237062,1.014156881606099,-0.9369259368823931,-0.032310400404643155,1.2985447394205634,2.331649364354944,0.6124720454983613,False,1145,0,1145,1108,10,190
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,True,0.07930450732098424,1.014156881606099,-0.9348523742851149,-0.0303554643361705,1.3631230221137085,2.625419386899133,0.6186691662310857,False,1077,0,1077,1042,10,183
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.027483153403634684,1.014156881606099,-0.9866737282024645,-0.015777980741033825,0.9231012901309792,3.8838598106442355,0.6749999999999999,False,140,0,140,133,9,40
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.03633054796212966,1.014156881606099,-0.9778263336439694,-0.03927970639337863,0.654552455497427,1.8443762783279685,0.49719537815126047,False,1145,628,517,497,10,133
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.03633054796212966,1.014156881606099,-0.9778263336439694,-0.03927970639337863,0.654552455497427,1.8443762783279685,0.49719537815126047,False,1145,628,517,497,10,133
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.04129587758644519,1.014156881606099,-0.9728610040196539,-0.036111565164588945,0.8021936754462702,1.9243110587944137,0.5200525210084035,False,1077,560,517,497,10,133
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.027484808734074655,1.014156881606099,-0.9866720728720246,-0.015478187705816927,0.9248655999966527,3.8280123913348922,0.6749999999999999,False,140,4,136,130,9,40
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_3_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.026992882232220506,1.014156881606099,-0.9871639993738786,-0.03563744339748738,0.5699260450514472,23.659394964176265,0.4915998329156224,False,1145,791,354,338,10,114
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.026992882232220506,1.014156881606099,-0.9871639993738786,-0.03563744339748738,0.5699260450514472,23.659394964176265,0.4915998329156224,False,1145,791,354,338,10,114
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.028199443010418747,1.014156881606099,-0.9859574385956803,-0.03447494803589607,0.6020370404513617,23.68590507993086,0.495766499582289,False,1077,723,354,338,10,113
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.025631446491285532,1.014156881606099,-0.9885254351148136,-0.015478187705816927,0.8699099685336424,3.5723698057648674,0.6657407407407406,False,140,10,130,124,9,39
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.020153281094878944,1.014156881606099,-0.9940036005112202,-0.03186875147849997,0.5025715174970209,25.11491811280205,0.4917124542124542,False,1145,964,181,172,10,83
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.020153281094878944,1.014156881606099,-0.9940036005112202,-0.03186875147849997,0.5025715174970209,25.11491811280205,0.4917124542124542,False,1145,964,181,172,10,83
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.02135984187307718,1.014156881606099,-0.9927970397330219,-0.030689215941043336,0.541100987573299,25.13812391977379,0.49647435897435893,False,1077,896,181,172,10,82
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.014926203098405488,1.014156881606099,-0.9992306785076938,-0.014445165403312444,0.6362396868477862,3.274949736532953,0.5530612244897959,False,140,40,100,95,8,34
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_1_daily_quality_score,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.033422822566628825,1.014156881606099,-0.9807340590394704,-0.030635892772591454,0.8021917541140224,2.5380890397045497,0.5860531573689467,False,1145,791,354,342,10,97
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.033422822566628825,1.014156881606099,-0.9807340590394704,-0.030635892772591454,0.8021917541140224,2.5380890397045497,0.5860531573689467,False,1145,791,354,342,10,97
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.033422822566628825,1.014156881606099,-0.9807340590394704,-0.030635892772591454,0.8021917541140224,2.5380890397045497,0.5860531573689467,False,1077,723,354,342,10,97
