symbol,event_date,is_sec8k_event,pre_window_start,pre_window_end,pre_window_days,baseline_lookback_days,pre_window_return,pre_window_abs_return,pre_window_volume_ratio,provider_query_performed,market_data_downloaded,source
AEHR,2022-02-08,False,2022-02-01,2022-02-07,5,20,-0.0794007491,0.0794007491,0.445574,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-09,False,2022-02-02,2022-02-08,5,20,0.0975609756,0.0975609756,0.43823187,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-10,False,2022-02-03,2022-02-09,5,20,0.2091131001,0.2091131001,0.44706468,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-11,False,2022-02-04,2022-02-10,5,20,0.1790429043,0.1790429043,0.46232783,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-14,False,2022-02-07,2022-02-11,5,20,0.0797396257,0.0797396257,0.66894845,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-15,False,2022-02-08,2022-02-14,5,20,-0.0222222222,0.0222222222,0.67410675,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-16,False,2022-02-09,2022-02-15,5,20,-0.0255720054,0.0255720054,0.68129698,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-17,False,2022-02-10,2022-02-16,5,20,0.011196641,0.011196641,0.59335446,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-18,False,2022-02-11,2022-02-17,5,20,0.0278824416,0.0278824416,0.5253298,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-22,False,2022-02-14,2022-02-18,5,20,-0.046969697,0.046969697,0.56225895,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-23,False,2022-02-15,2022-02-22,5,20,-0.1698895028,0.1698895028,0.6932037,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-24,False,2022-02-16,2022-02-23,5,20,-0.1882352941,0.1882352941,0.53980706,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-25,False,2022-02-17,2022-02-24,5,20,-0.0791788856,0.0791788856,0.79764409,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-02-28,False,2022-02-18,2022-02-25,5,20,0.0214626391,0.0214626391,0.87230784,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-01,False,2022-02-22,2022-02-28,5,20,0.1214642263,0.1214642263,1.10823926,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-02,False,2022-02-23,2022-03-01,5,20,0.147485081,0.147485081,0.69974775,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-03,False,2022-02-24,2022-03-02,5,20,0.1162420382,0.1162420382,0.71555448,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-04,False,2022-02-25,2022-03-03,5,20,0.0147859922,0.0147859922,0.70978889,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-07,False,2022-02-28,2022-03-04,5,20,-0.1216617211,0.1216617211,0.75548266,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-08,False,2022-03-01,2022-03-07,5,20,-0.1827637444,0.1827637444,0.70978889,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-09,False,2022-03-02,2022-03-08,5,20,-0.2289586305,0.2289586305,1.06360955,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-10,False,2022-03-03,2022-03-09,5,20,-0.1211656442,0.1211656442,1.14082061,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-11,False,2022-03-04,2022-03-10,5,20,-0.0768581081,0.0768581081,1.18027669,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-14,False,2022-03-07,2022-03-11,5,20,-0.0472727273,0.0472727273,1.10600887,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-15,False,2022-03-08,2022-03-14,5,20,-0.150786309,0.150786309,1.03115387,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-16,False,2022-03-09,2022-03-15,5,20,-0.184991274,0.184991274,0.97116288,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-17,False,2022-03-10,2022-03-16,5,20,-0.0365965233,0.0365965233,1.63640903,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-18,False,2022-03-11,2022-03-17,5,20,0.0276717557,0.0276717557,1.66180764,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-21,False,2022-03-14,2022-03-18,5,20,0.2331154684,0.2331154684,1.73650939,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-22,False,2022-03-15,2022-03-21,5,20,0.1070663812,0.1070663812,0.92344214,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-23,False,2022-03-16,2022-03-22,5,20,0.037037037,0.037037037,0.88371719,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-24,False,2022-03-17,2022-03-23,5,20,-0.0018570102,0.0018570102,0.88371719,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-25,False,2022-03-18,2022-03-24,5,20,-0.0265017668,0.0265017668,0.88371719,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-28,False,2022-03-21,2022-03-25,5,20,0.0212765957,0.0212765957,0.77793481,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-29,False,2022-03-22,2022-03-28,5,20,-0.0558608059,0.0558608059,0.73140483,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-30,False,2022-03-23,2022-03-29,5,20,0.0223255814,0.0223255814,0.73140483,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-03-31,False,2022-03-24,2022-03-30,5,20,-0.0444646098,0.0444646098,0.67643928,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-01,True,2022-03-25,2022-03-31,5,20,0.0179924242,0.0179924242,0.73140483,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-04,False,2022-03-28,2022-04-01,5,20,-0.0174587779,0.0174587779,1.18605664,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-05,False,2022-03-29,2022-04-04,5,20,-0.0318471338,0.0318471338,1.25318175,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-06,False,2022-03-30,2022-04-05,5,20,-0.032288699,0.032288699,1.15955806,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-07,False,2022-03-31,2022-04-06,5,20,-0.1106976744,0.1106976744,1.15955806,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-08,False,2022-04-01,2022-04-07,5,20,-0.0671273445,0.0671273445,0.95362424,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-11,False,2022-04-04,2022-04-08,5,20,-0.1306390977,0.1306390977,0.95362424,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-12,False,2022-04-05,2022-04-11,5,20,-0.1256133464,0.1256133464,0.95362424,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-13,False,2022-04-06,2022-04-12,5,20,-0.0627615063,0.0627615063,1.22481035,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-14,False,2022-04-07,2022-04-13,5,20,-0.0042328042,0.0042328042,1.24914259,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-18,False,2022-04-08,2022-04-14,5,20,-0.0281081081,0.0281081081,1.26419242,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-19,False,2022-04-11,2022-04-18,5,20,-0.0056116723,0.0056116723,0.85901879,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-20,False,2022-04-12,2022-04-19,5,20,0.0122767857,0.0122767857,0.76333974,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-21,False,2022-04-13,2022-04-20,5,20,-0.0541976621,0.0541976621,0.75179697,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-22,False,2022-04-14,2022-04-21,5,20,-0.0901001112,0.0901001112,0.79176504,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-25,False,2022-04-18,2022-04-22,5,20,-0.1297968397,0.1297968397,0.80392146,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-26,False,2022-04-19,2022-04-25,5,20,-0.1135611907,0.1135611907,0.88131647,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-27,False,2022-04-20,2022-04-26,5,20,-0.1629213483,0.1629213483,0.88131647,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-28,False,2022-04-21,2022-04-27,5,20,-0.0244498778,0.0244498778,0.93697666,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-04-29,False,2022-04-22,2022-04-28,5,20,0.0246433204,0.0246433204,0.86001307,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-02,False,2022-04-25,2022-04-29,5,20,-0.0447761194,0.0447761194,0.86001307,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-03,False,2022-04-26,2022-05-02,5,20,0.0939597315,0.0939597315,0.75843098,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-04,False,2022-04-27,2022-05-03,5,20,0.0463659148,0.0463659148,0.71154346,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-05,False,2022-04-28,2022-05-04,5,20,0.135443038,0.135443038,0.75648152,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-06,False,2022-04-29,2022-05-05,5,20,0.078125,0.078125,0.75648152,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-09,False,2022-05-02,2022-05-06,5,20,-0.0797546012,0.0797546012,0.70494601,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-10,False,2022-05-03,2022-05-09,5,20,-0.1449101796,0.1449101796,0.7425174,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-11,False,2022-05-04,2022-05-10,5,20,-0.2107023411,0.2107023411,0.88273153,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-12,False,2022-05-05,2022-05-11,5,20,-0.1533816425,0.1533816425,0.92509082,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-13,False,2022-05-06,2022-05-12,5,20,-0.0253333333,0.0253333333,1.21989243,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-16,False,2022-05-09,2022-05-13,5,20,0.1246498599,0.1246498599,1.21989243,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-17,False,2022-05-10,2022-05-16,5,20,0.1129943503,0.1129943503,0.93503911,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-18,False,2022-05-11,2022-05-17,5,20,0.212553495,0.212553495,0.9084266,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-19,False,2022-05-12,2022-05-18,5,20,0.1094391245,0.1094391245,0.77469925,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-20,False,2022-05-13,2022-05-19,5,20,0.0161892902,0.0161892902,0.74850847,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-23,False,2022-05-16,2022-05-20,5,20,0.0038071066,0.0038071066,0.74850847,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-24,False,2022-05-17,2022-05-23,5,20,-0.0929411765,0.0929411765,0.76521422,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-25,False,2022-05-18,2022-05-24,5,20,-0.1146732429,0.1146732429,0.76521422,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-26,False,2022-05-19,2022-05-25,5,20,-0.0943627451,0.0943627451,0.77153175,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-27,False,2022-05-20,2022-05-26,5,20,-0.0088495575,0.0088495575,0.76321812,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-05-31,False,2022-05-23,2022-05-27,5,20,0.1128404669,0.1128404669,0.77644116,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-01,False,2022-05-24,2022-05-31,5,20,0.1671309192,0.1671309192,0.81366565,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-02,False,2022-05-25,2022-06-01,5,20,0.198917456,0.198917456,0.84187405,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-03,False,2022-05-26,2022-06-02,5,20,0.2181122449,0.2181122449,0.94262787,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-06,False,2022-05-27,2022-06-03,5,20,0.0944055944,0.0944055944,0.94262787,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-07,False,2022-05-31,2022-06-06,5,20,0.0990453461,0.0990453461,1.10147368,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-08,False,2022-06-01,2022-06-07,5,20,0.0474040632,0.0474040632,0.97860365,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-09,False,2022-06-02,2022-06-08,5,20,-0.0408376963,0.0408376963,0.74145095,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-10,False,2022-06-03,2022-06-09,5,20,-0.0841320554,0.0841320554,0.57523168,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-13,False,2022-06-06,2022-06-10,5,20,-0.0912052117,0.0912052117,0.59393758,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-14,False,2022-06-07,2022-06-13,5,20,-0.182112069,0.182112069,0.59393758,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-15,False,2022-06-08,2022-06-14,5,20,-0.1561135371,0.1561135371,0.60188834,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-16,False,2022-06-09,2022-06-15,5,20,-0.0604651163,0.0604651163,0.77055519,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-17,False,2022-06-10,2022-06-16,5,20,-0.1362007168,0.1362007168,0.80056037,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-21,False,2022-06-13,2022-06-17,5,20,-0.0026350461,0.0026350461,0.80056037,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-22,False,2022-06-14,2022-06-21,5,20,0.0323415265,0.0323415265,0.72232838,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-23,False,2022-06-15,2022-06-22,5,20,-0.0507425743,0.0507425743,0.72232838,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-24,False,2022-06-16,2022-06-23,5,20,0.071922545,0.071922545,0.74230227,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-27,False,2022-06-17,2022-06-24,5,20,0.0673712021,0.0673712021,0.78985976,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-28,False,2022-06-21,2022-06-27,5,20,-0.0025062657,0.0025062657,0.76369297,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-29,False,2022-06-22,2022-06-28,5,20,0.0195567145,0.0195567145,0.74194591,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-06-30,False,2022-06-23,2022-06-29,5,20,-0.0270967742,0.0270967742,0.74194591,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-01,False,2022-06-24,2022-06-30,5,20,-0.0717821782,0.0717821782,0.77093785,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-05,False,2022-06-27,2022-07-01,5,20,-0.1281407035,0.1281407035,0.79260387,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-06,False,2022-06-28,2022-07-05,5,20,-0.0831202046,0.0831202046,1.01016207,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-07,False,2022-06-29,2022-07-06,5,20,-0.074270557,0.074270557,1.04745073,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-08,False,2022-06-30,2022-07-07,5,20,-0.0053333333,0.0053333333,1.11767639,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-11,False,2022-07-01,2022-07-08,5,20,0.0648414986,0.0648414986,1.11767639,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-12,False,2022-07-05,2022-07-11,5,20,0.0237099024,0.0237099024,1.11767639,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-13,False,2022-07-06,2022-07-12,5,20,0.0659025788,0.0659025788,1.17216164,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-14,False,2022-07-07,2022-07-13,5,20,0.0710455764,0.0710455764,1.56444241,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-15,False,2022-07-08,2022-07-14,5,20,0.0825439783,0.0825439783,1.51636543,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-18,False,2022-07-11,2022-07-15,5,20,0.1158038147,0.1158038147,1.49339965,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-19,False,2022-07-12,2022-07-18,5,20,0.1451612903,0.1451612903,1.34606298,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-20,False,2022-07-13,2022-07-19,5,20,0.2290362954,0.2290362954,1.34606298,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-21,False,2022-07-14,2022-07-20,5,20,0.45,0.45,1.34606298,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-22,False,2022-07-15,2022-07-21,5,20,0.4822954823,0.4822954823,2.64964344,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-25,False,2022-07-18,2022-07-22,5,20,0.3638497653,0.3638497653,2.59740185,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-26,False,2022-07-19,2022-07-25,5,20,0.0957230143,0.0957230143,2.60012857,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-27,False,2022-07-20,2022-07-26,5,20,-0.1120689655,0.1120689655,2.60012857,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-28,False,2022-07-21,2022-07-27,5,20,-0.0939044481,0.0939044481,2.56194471,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-07-29,False,2022-07-22,2022-07-28,5,20,-0.0456110155,0.0456110155,2.14268187,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-01,False,2022-07-25,2022-07-29,5,20,0.0771375465,0.0771375465,2.07615748,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-02,False,2022-07-26,2022-08-01,5,20,0.1961165049,0.1961165049,1.88404213,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-03,False,2022-07-27,2022-08-02,5,20,0.2363636364,0.2363636364,2.48046379,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-04,False,2022-07-28,2022-08-03,5,20,0.2732191163,0.2732191163,2.80725943,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-05,False,2022-07-29,2022-08-04,5,20,0.2907679034,0.2907679034,2.60873711,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-08,False,2022-08-01,2022-08-05,5,20,0.2418831169,0.2418831169,2.60873711,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-09,False,2022-08-02,2022-08-08,5,20,0.2058823529,0.2058823529,1.92085458,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-10,False,2022-08-03,2022-08-09,5,20,0.1579320113,0.1579320113,1.69384292,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-11,False,2022-08-04,2022-08-10,5,20,0.179144385,0.179144385,1.54436663,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-12,False,2022-08-05,2022-08-11,5,20,0.0869281046,0.0869281046,1.86757933,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-15,False,2022-08-08,2022-08-12,5,20,0.0975609756,0.0975609756,1.6769166,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-16,False,2022-08-09,2022-08-15,5,20,0.1314984709,0.1314984709,1.5452313,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-17,False,2022-08-10,2022-08-16,5,20,-0.0085034014,0.0085034014,1.36354306,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-18,False,2022-08-11,2022-08-17,5,20,0.0330727601,0.0330727601,1.11859059,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-19,False,2022-08-12,2022-08-18,5,20,-0.0305555556,0.0305555556,1.04954698,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-22,False,2022-08-15,2022-08-19,5,20,-0.0945945946,0.0945945946,1.01379872,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-23,False,2022-08-16,2022-08-22,5,20,0.0102915952,0.0102915952,1.19280187,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-24,False,2022-08-17,2022-08-23,5,20,0.0605355064,0.0605355064,1.22470698,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-25,False,2022-08-18,2022-08-24,5,20,-0.0297994269,0.0297994269,1.43790944,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-26,False,2022-08-19,2022-08-25,5,20,0.0913432836,0.0913432836,1.44795703,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-29,False,2022-08-22,2022-08-26,5,20,-0.0441426146,0.0441426146,1.44795703,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-30,False,2022-08-23,2022-08-29,5,20,-0.1437980241,0.1437980241,1.65615816,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-08-31,False,2022-08-24,2022-08-30,5,20,-0.1382161843,0.1382161843,1.51854395,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-01,False,2022-08-25,2022-08-31,5,20,-0.2018599562,0.2018599562,1.17262555,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-02,False,2022-08-26,2022-09-01,5,20,-0.1776198934,0.1776198934,1.10283715,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-06,False,2022-08-29,2022-09-02,5,20,-0.1358974359,0.1358974359,1.10051739,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-07,False,2022-08-30,2022-09-06,5,20,-0.1007539411,0.1007539411,0.94709984,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-08,False,2022-08-31,2022-09-07,5,20,-0.033584647,0.033584647,0.92908403,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-09,False,2022-09-01,2022-09-08,5,20,0.0424766019,0.0424766019,0.94913266,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-12,False,2022-09-02,2022-09-09,5,20,0.0727002967,0.0727002967,0.81158243,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-13,False,2022-09-06,2022-09-12,5,20,0.0823170732,0.0823170732,0.68145438,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-14,False,2022-09-07,2022-09-13,5,20,0.1418439716,0.1418439716,0.81158243,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-15,False,2022-09-08,2022-09-14,5,20,0.1595303867,0.1595303867,0.8290955,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-16,False,2022-09-09,2022-09-15,5,20,0.1708160443,0.1708160443,0.96110862,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-19,False,2022-09-12,2022-09-16,5,20,0.0873239437,0.0873239437,0.98560227,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-20,False,2022-09-13,2022-09-19,5,20,-0.0627329193,0.0627329193,0.98560227,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-21,False,2022-09-14,2022-09-20,5,20,-0.0887432996,0.0887432996,0.87868503,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-22,False,2022-09-15,2022-09-21,5,20,-0.1010041347,0.1010041347,0.85891108,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-23,False,2022-09-16,2022-09-22,5,20,-0.0019430052,0.0019430052,0.84260596,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-26,False,2022-09-19,2022-09-23,5,20,-0.0801855533,0.0801855533,0.85706945,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-27,False,2022-09-20,2022-09-26,5,20,-0.1431372549,0.1431372549,0.8969112,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-28,False,2022-09-21,2022-09-27,5,20,-0.1300919842,0.1300919842,0.92174515,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-29,False,2022-09-22,2022-09-28,5,20,-0.0661907852,0.0661907852,0.93211118,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-09-30,False,2022-09-23,2022-09-29,5,20,0.0237752161,0.0237752161,0.78417619,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-10-03,False,2022-09-26,2022-09-30,5,20,0.1060259344,0.1060259344,0.56852563,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-10-04,False,2022-09-27,2022-10-03,5,20,0.1102719033,0.1102719033,0.57812706,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
AEHR,2022-10-05,False,2022-09-28,2022-10-04,5,20,0.0312717165,0.0312717165,0.59488811,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
