status,symbol,cik,accessionNumber,filingDate,acceptanceDateTime,classification,reaction_session_date,items,event_source,raw_payload_retained,error
event,IOVA,0001425205,0001104659-23-079684,2023-07-10,2023-07-10T20:40:23.000Z,AMC,2023-07-11,"2.02,8.01,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-23-057722,2023-05-09,2023-05-09T20:05:27.000Z,AMC,2023-05-10,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-23-026699,2023-02-28,2023-02-28T21:05:29.000Z,AMC,2023-03-01,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-22-114414,2022-11-03,2022-11-03T20:05:30.000Z,AMC,2022-11-04,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-22-086115,2022-08-04,2022-08-04T20:05:55.000Z,AMC,2022-08-05,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-22-056441,2022-05-05,2022-05-05T20:05:28.000Z,AMC,2022-05-06,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-22-026579,2022-02-24,2022-02-24T21:06:09.000Z,AMC,2022-02-25,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-21-134363,2021-11-04,2021-11-04T20:06:02.000Z,AMC,2021-11-05,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-21-100744,2021-08-05,2021-08-05T20:05:59.000Z,AMC,2021-08-06,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-21-062388,2021-05-06,2021-05-06T20:06:10.000Z,AMC,2021-05-07,"1.01,2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-21-028227,2021-02-25,2021-02-25T21:05:30.000Z,AMC,2021-02-26,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-20-121784,2020-11-05,2020-11-05T21:05:46.000Z,AMC,2020-11-06,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-20-091419,2020-08-06,2020-08-06T20:05:36.000Z,AMC,2020-08-07,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-20-056912,2020-05-05,2020-05-05T20:30:40.000Z,AMC,2020-05-06,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-20-024774,2020-02-25,2020-02-25T21:10:36.000Z,AMC,2020-02-26,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001104659-19-059487,2019-11-04,2019-11-04T21:05:35.000Z,AMC,2019-11-05,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-19-037193,2019-08-01,2019-08-01T20:06:46.000Z,AMC,2019-08-02,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-19-024227,2019-05-07,2019-05-07T20:05:40.000Z,AMC,2019-05-08,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-19-010531,2019-02-27,2019-02-27T21:05:46.000Z,AMC,2019-02-28,"2.02,8.01,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-19-000778,2019-01-07,2019-01-07T13:30:38.000Z,BMO,2019-01-07,"2.02,8.01,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-18-057617,2018-11-06,2018-11-06T21:05:49.000Z,AMC,2018-11-07,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-18-042128,2018-08-06,2018-08-06T20:05:24.000Z,AMC,2018-08-07,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-18-027114,2018-05-10,2018-05-10T20:05:17.000Z,AMC,2018-05-11,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-18-014099,2018-03-12,2018-03-12T20:10:13.000Z,AMC,2018-03-13,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-18-003471,2018-01-24,2018-01-24T21:07:07.000Z,AMC,2018-01-25,"2.02,8.01,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-17-055131,2017-10-31,2017-10-31T20:02:18.000Z,AMC,2017-11-01,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-17-039571,2017-08-01,2017-08-01T20:05:15.000Z,AMC,2017-08-02,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-17-023629,2017-05-01,2017-05-01T20:00:38.000Z,AMC,2017-05-02,"1.01,2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-17-013225,2017-03-07,2017-03-07T21:05:46.000Z,AMC,2017-03-08,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-16-131552,2016-11-04,2016-11-04T12:00:23.000Z,BMO,2016-11-04,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-16-117275,2016-08-08,2016-08-08T20:42:45.000Z,AMC,2016-08-09,"1.01,2.02,5.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-15-047775,2015-08-10,2015-08-10T20:33:51.000Z,AMC,2015-08-11,"2.02,9.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-15-026781,2015-05-01,2015-05-01T12:52:23.000Z,BMO,2015-05-01,"2.02,8.01",SEC_EDGAR_8K_ITEM_2_02,False,
event,IOVA,0001425205,0001144204-15-011907,2015-02-25,2015-02-25T21:11:29.000Z,AMC,2015-02-26,"2.02,8.01",SEC_EDGAR_8K_ITEM_2_02,False,
