symbol,sleeve,signal_date,entry_date,exit_date,entry_price,exit_price,score,gross_return,cost_return,net_return,per_trade_weight,weighted_net_return,forced_end_of_history_exit,provider_query_performed,split,regime_label,universe_status,is_delisted
APLT-202602,momentum_60d,2025-10-24,2025-10-27,2025-11-24,1.38,0.2583,2.0444444444444447,-0.8128260869565218,0.05,-0.8628260869565219,0.1,-0.0862826086956521,False,False,oos,TREND_UP_HIGH_VOL,delisted,True
ABVEF,momentum_60d,2025-10-24,2025-10-27,2025-11-24,4.88,2.41,1.7678571428571432,-0.5061475409836065,0.05,-0.5561475409836065,0.1,-0.0556147540983606,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABAT,momentum_60d,2025-10-24,2025-10-27,2025-11-24,5.96,3.52,1.7557603686635948,-0.4093959731543624,0.05,-0.4593959731543623,0.1,-0.0459395973154362,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABXXF,momentum_60d,2025-10-24,2025-10-27,2025-11-24,24.17,32.7,1.632497273718648,0.3529168390566819,0.05,0.3029168390566819,0.1,0.0302916839056681,False,False,oos,TREND_UP_HIGH_VOL,active,False
AARD,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,11.0,10.44,-0.1647150663544107,-0.0509090909090909,0.05,-0.1009090909090909,0.1,-0.010090909090909,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABVEF,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,4.88,2.69,-0.1193181818181817,-0.4487704918032786,0.05,-0.4987704918032786,0.1,-0.0498770491803278,False,False,oos,TREND_UP_HIGH_VOL,active,False
ACET,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,14.2544,10.5104,-0.101010101010101,-0.2626557413851161,0.05,-0.3126557413851161,0.1,-0.0312655741385116,False,False,oos,TREND_UP_HIGH_VOL,active,False
CDTX-202601,mean_reversion_5d,2025-10-24,2025-10-27,2025-11-10,95.0,103.79,-0.0827423167848698,0.0925263157894737,0.05,0.0425263157894737,0.1,0.0042526315789473,False,False,oos,TREND_UP_HIGH_VOL,delisted,True
CDTX-202601,momentum_60d,2025-11-21,2025-11-24,2025-12-23,219.6,220.86,2.3627165414686493,0.0057377049180329,0.05,-0.044262295081967,0.1,-0.0044262295081967,False,False,oos,RISK_OFF,delisted,True
ABXXF,momentum_60d,2025-11-21,2025-11-24,2025-12-23,32.995,37.25,1.1246666666666667,0.1289589331716927,0.05,0.0789589331716927,0.1,0.0078958933171692,False,False,oos,RISK_OFF,active,False
ACM,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,103.21896,99.58366,-0.2246855849789585,-0.0352193046703822,0.05,-0.0852193046703822,0.1,-0.0085219304670382,False,False,oos,RISK_OFF,active,False
ACDC,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,3.27,4.49,-0.1518324607329841,0.3730886850152906,0.05,0.3230886850152906,0.1,0.032308868501529,False,False,oos,RISK_OFF,active,False
DVS-202603,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,3.58,4.66,-0.1274509803921568,0.3016759776536313,0.05,0.2516759776536313,0.1,0.0251675977653631,False,False,oos,RISK_OFF,delisted,True
ABX,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,5.60772,7.64,-0.1129771042818393,0.3624075381795097,0.05,0.3124075381795098,0.1,0.0312407538179509,False,False,oos,RISK_OFF,active,False
CFLT-202603,mean_reversion_5d,2025-11-21,2025-11-24,2025-12-09,20.89,29.9,-0.1103004291845494,0.4313068453805648,0.05,0.3813068453805648,0.1,0.0381306845380564,False,False,oos,RISK_OFF,delisted,True
CDTX-202601,momentum_60d,2025-12-22,2025-12-23,2026-01-06,220.85,221.38,1.4404663241063038,0.0023998188815939,0.05,-0.047600181118406,0.1,-0.0047600181118406,True,False,oos,TREND_UP_LOW_VOL,delisted,True
ATXS-202601,momentum_60d,2025-12-22,2025-12-23,2026-01-22,12.86,12.58,0.7698630136986302,-0.0217729393468117,0.05,-0.0717729393468118,0.1,-0.0071772939346811,True,False,oos,TREND_UP_LOW_VOL,delisted,True
CVAC-202601,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-05,4.12,4.66,-0.1759999999999999,0.1310679611650484,0.05,0.0810679611650484,0.1,0.0081067961165048,True,False,oos,TREND_UP_LOW_VOL,delisted,True
ADCT,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,3.71,3.57,-0.1211401425178146,-0.0377358490566037,0.05,-0.0877358490566037,0.1,-0.0087735849056603,False,False,oos,TREND_UP_LOW_VOL,active,False
ELP-202512,mean_reversion_5d,2025-12-22,2025-12-23,2025-12-24,8.92119,9.27,-0.1134215449735789,0.0390990439616238,0.05,-0.0109009560383761,0.1,-0.0010900956038376,True,False,oos,TREND_UP_LOW_VOL,delisted,True
ACH,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,2.65,2.36,-0.1096345514950164,-0.1094339622641509,0.05,-0.1594339622641509,0.1,-0.015943396226415,False,False,oos,TREND_UP_LOW_VOL,active,False
ABM,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,41.461502,43.403934,-0.1053412481725217,0.0468490504757883,0.05,-0.0031509495242116,0.1,-0.0003150949524211,False,False,oos,TREND_UP_LOW_VOL,active,False
ABBRF,momentum_60d,2026-01-22,2026-01-23,2026-02-23,9.8,11.781,1.1775095014531636,0.2021428571428571,0.05,0.1521428571428572,0.1,0.0152142857142857,False,False,oos,TREND_UP_LOW_VOL,active,False
ACRS,momentum_60d,2026-01-22,2026-01-23,2026-02-23,4.52,3.25,1.1069767441860463,-0.2809734513274335,0.05,-0.3309734513274335,0.1,-0.0330973451327433,False,False,oos,TREND_UP_LOW_VOL,active,False
ACH,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,2.1,2.39,-0.182170542635659,0.138095238095238,0.05,0.088095238095238,0.1,0.0088095238095238,False,False,oos,TREND_UP_LOW_VOL,active,False
ABUS,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,4.15,3.84,-0.1297071129707113,-0.0746987951807229,0.05,-0.1246987951807229,0.1,-0.0124698795180722,False,False,oos,TREND_UP_LOW_VOL,active,False
ABT,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,107.594986,110.13903,-0.1267186327947473,0.0236446334032702,0.05,-0.0263553665967297,0.1,-0.0026355366596729,False,False,oos,TREND_UP_LOW_VOL,active,False
ABTC,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,1.56,1.31,-0.1136363636363636,-0.1602564102564102,0.05,-0.2102564102564102,0.1,-0.021025641025641,False,False,oos,TREND_UP_LOW_VOL,active,False
ABAT,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,4.7,4.165,-0.1101694915254237,-0.1138297872340425,0.05,-0.1638297872340425,0.1,-0.0163829787234042,False,False,oos,TREND_UP_LOW_VOL,active,False
AAOI,momentum_60d,2026-02-20,2026-02-23,2026-03-23,50.52,95.76,1.5111758989310011,0.8954869358669832,0.05,0.8454869358669832,0.1,0.0845486935866983,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABBRF,momentum_60d,2026-02-20,2026-02-23,2026-03-23,10.89,7.99,1.25,-0.2662993572084481,0.05,-0.3162993572084481,0.1,-0.0316299357208448,False,False,oos,TREND_UP_HIGH_VOL,active,False
ACMR,momentum_60d,2026-02-20,2026-02-23,2026-03-23,66.44,44.83,1.2174492174492175,-0.3252558699578567,0.05,-0.3752558699578567,0.1,-0.0375255869957856,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABTC,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,0.997,1.1,-0.1304347826086955,0.1033099297893682,0.05,0.0533099297893682,0.1,0.0053309929789368,False,False,oos,TREND_UP_HIGH_VOL,active,False
ACLS,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,80.11,84.06,-0.1146454605699139,0.0493072025964298,0.05,-0.0006927974035701,0.1,-6.927974035701585e-05,False,False,oos,TREND_UP_HIGH_VOL,active,False
ABVEF,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,1.51,1.12,-0.0736196319018404,-0.2582781456953642,0.05,-0.3082781456953642,0.1,-0.0308278145695364,False,False,oos,TREND_UP_HIGH_VOL,active,False
ACLX-202604,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,114.14,114.5,-0.0661325564457393,0.003154021377256,0.05,-0.0468459786227439,0.1,-0.0046845978622743,False,False,oos,TREND_UP_HIGH_VOL,delisted,True
DAWN-202604,momentum_60d,2026-03-20,2026-03-23,2026-04-21,21.38,21.49,1.2403343782654126,0.0051449953227316,0.05,-0.0448550046772684,0.1,-0.0044855004677268,False,False,oos,DRAWDOWN_STRESS,delisted,True
AAOI,momentum_60d,2026-03-20,2026-03-23,2026-04-21,90.0,150.57,1.2391610180329966,0.6729999999999998,0.05,0.6229999999999998,0.1,0.0622999999999999,False,False,oos,DRAWDOWN_STRESS,active,False
DVS-202603,mean_reversion_5d,2026-03-20,2026-03-23,2026-03-26,2.95,2.74,-0.2673521850899742,-0.071186440677966,0.05,-0.121186440677966,0.1,-0.0121186440677966,True,False,oos,DRAWDOWN_STRESS,delisted,True
ABBRF,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,7.55,8.92,-0.220360824742268,0.1814569536423842,0.05,0.1314569536423842,0.1,0.0131456953642384,False,False,oos,DRAWDOWN_STRESS,active,False
AARD,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,4.06,4.04,-0.2003929273084478,-0.0049261083743841,0.05,-0.0549261083743841,0.1,-0.0054926108374384,False,False,oos,DRAWDOWN_STRESS,active,False
ABOS,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,2.73,2.63,-0.1834862385321101,-0.0366300366300366,0.05,-0.0866300366300366,0.1,-0.0086630036630036,False,False,oos,DRAWDOWN_STRESS,active,False
ACH,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,1.99,2.54,-0.176470588235294,0.2763819095477386,0.05,0.2263819095477386,0.1,0.0226381909547738,False,False,oos,DRAWDOWN_STRESS,active,False
AAOI,momentum_60d,2026-04-20,2026-04-21,2026-05-19,164.49,171.33,3.2849279161205764,0.041583074958964,0.05,-0.0084169250410359,0.1,-0.0008416925041035,False,False,oos,RECOVERY_BOUNCE,active,False
ABXXF,mean_reversion_5d,2026-04-20,2026-04-21,2026-05-05,37.0,38.91,-0.1329704142011835,0.0516216216216214,0.05,0.0016216216216214,0.1,0.0001621621621621,False,False,oos,RECOVERY_BOUNCE,active,False
AA,mean_reversion_5d,2026-04-20,2026-04-21,2026-05-05,66.5535,62.95925,-0.0924839263715168,-0.0540054242075924,0.05,-0.1040054242075924,0.1,-0.0104005424207592,False,False,oos,RECOVERY_BOUNCE,active,False
AAOI,momentum_60d,2026-05-18,2026-05-19,2026-06-05,167.345,177.0,2.3525541795665634,0.0576951806148973,0.05,0.0076951806148973,0.1,0.0007695180614897,True,False,oos,TREND_UP_LOW_VOL,active,False
ACH,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,2.7,2.58,-0.2956298200514138,-0.0444444444444445,0.05,-0.0944444444444445,0.1,-0.0094444444444444,False,False,oos,TREND_UP_LOW_VOL,active,False
ABCL,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.12,5.72,-0.2076190476190476,0.3883495145631066,0.05,0.3383495145631066,0.1,0.0338349514563106,False,False,oos,TREND_UP_LOW_VOL,active,False
ACHV,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.73,4.92,-0.1466905187835421,0.0401691331923887,0.05,-0.0098308668076112,0.1,-0.0009830866807611,False,False,oos,TREND_UP_LOW_VOL,active,False
ABSI,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.8,5.94,-0.1444636678200691,0.2375,0.05,0.1875,0.1,0.01875,False,False,oos,TREND_UP_LOW_VOL,active,False
ADEA,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,27.159348,32.05,-0.1394473002980107,0.1800725113135999,0.05,0.1300725113135999,0.1,0.0130072511313599,False,False,oos,TREND_UP_LOW_VOL,active,False
