universe_status,trade_count,gross_return_sum,net_return_sum,weighted_net_return_sum,median_net_return,win_rate,cost_return_sum,best_symbol,worst_symbol
active,99,2.1952791874541124,-2.754720812545887,-0.27547208125458766,-0.0317097695787566,0.42424242424242425,4.949999999999999,AAOI,ABVEF
delisted,58,0.4319624332469918,-2.468037566753008,-0.2468037566752998,-0.04607004813490135,0.29310344827586204,2.8999999999999995,CMRX-202504,APLT-202602
